Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
9:1,וַיְבָרֶךְ,vayvarekh,H1288,and blessed,ఆశీర్వదించెను,verb
9:1,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
9:1,אֶת,'t,,,,
9:1,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
9:1,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
9:1,בָּנָיו,vnyv,,,,
9:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
9:1,לָהֶם,ham,H1990,a region of Israel,,noun location
9:1,פְּרוּ,frv,,,,
9:1,וּרְבוּ,vrvv,,,,
9:1,וּמִלְאוּ,vml'v,,,,
9:1,אֶת,'t,,,,
9:1,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
9:2,וּמוֹרַאֲכֶם,vmvr'khm,,,,
9:2,וְחִתְּכֶם,vchtkhm,,,,
9:2,יִהְיֶה,yiyeh,H1961,will be,ఉండును,verb
9:2,עַל,al,H5921,"upon, over",మీద,preposition
9:2,כָּל,khl,,,,
9:2,חַיַּת,chyt,,,,
9:2,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
9:2,וְעַל,al,H5921,"upon, over",మీద,preposition
9:2,כָּל,khl,,,,
9:2,עוֹף,oph,H5775,"bird, fowl",పక్షి,noun
9:2,הַשָּׁמָיִם,shamayim,H8064,heavens,ఆకాశములు,noun
9:2,בְּכֹל,kol,H3605,"all, every",అంతయు,noun
9:2,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
9:2,תִּרְמֹשׂ,trmsh,,,,
9:2,הָאֲדָמָה,haadamah,H127,the ground,ఆ నేల,noun
9:3,כָּל,khl,,,,
9:3,רֶמֶשׂ,remes,H7431,creeping things,ప్రాకుపురుగులు,noun
9:3,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
9:3,הוּא,hv',,,,
9:3,חַי,chay,H2416,"alive, living",జీవించు,adjective
9:3,לָכֶם,lkhm,,,,
9:3,יִהְיֶה,yiyeh,H1961,will be,ఉండును,verb
9:3,לְאָכְלָה,l'khlh,,,,
9:3,כְּיֶרֶק,yaraq,H3417,spit.,,verb
9:3,עֵשֶׂב,'shv,,,,
9:3,נָתַתִּי,ntty,,,,
9:3,לָכֶם,lkhm,,,,
9:3,אֶת,'t,,,,
9:3,כֹּל,khl,,,,
9:4,אַךְ,akh,H389,"surely, but",నిజముగా,verb
9:4,בָּשָׂר,bashar,H1320,the external genitles of a man,,noun
9:4,בְּנַפְשׁוֹ,nafsho,H5315,his soul,అతని ప్రాణము,noun
9:4,דָמוֹ,dmv,,,,
9:4,לֹא,lo,H3808,not,కాదు,verb
9:4,תֹאכֵלוּ,t'khlv,,,,
9:5,וְאַךְ,'akh,H389,hence only,,verb
9:5,אֶת,'t,,,,
9:5,דִּמְכֶם,dmkhm,,,,
9:5,לְנַפְשֹׁתֵיכֶם,lnfshtykhm,,,,
9:5,אֶדְרֹשׁ,'drsh,,,,
9:5,מִיַּד,yad,H3027,hand,చేయి,noun
9:5,כָּל,khl,,,,
9:5,חַיָּה,chyh,,,,
9:5,אֶדְרְשֶׁנּוּ,'drshnv,,,,
9:5,וּמִיַּד,yad,H3027,hand,చేయి,noun
9:5,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
9:5,מִיַּד,yad,H3027,hand,చేయి,noun
9:5,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
9:5,אָחִיו,'chyv,,,,
9:5,אֶדְרֹשׁ,'drsh,,,,
9:6,שֹׁפֵךְ,pakh,H6378,vial.,,noun
9:6,דַּם,dm,,,,
9:6,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
9:6,בָּאָדָם,'adam,H119,made) red,ఎర్రగా చేయు,verb
9:6,דָּמוֹ,dmv,,,,
9:6,יִשָּׁפֵךְ,yshfkh,,,,
9:6,כִּי,khiy,H3588,antecedent or consequent],,conjunction
9:6,בְּצֶלֶם,tselem,H6754,a representative figure,,noun
9:6,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
9:6,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
9:6,אֶת,'t,,,,
9:6,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
9:7,וְאַתֶּם,'etam,H864,a place in the Desert,,noun location
9:7,פְּרוּ,frv,,,,
9:7,וּרְבוּ,vrvv,,,,
9:7,שִׁרְצוּ,shrtsv,,,,
9:7,בָאָרֶץ,erets,H776,"land, earth",భూమి,noun
9:7,וּרְבוּ,vrvv,,,,
9:7,בָהּ,vh,,,,
9:7,ס,s,,,,
9:8,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
9:8,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
9:8,אֶל,el,H413,"to, toward",వైపు,preposition
9:8,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
9:8,וְאֶל,al,H408,not (imperative),వద్దు,verb
9:8,בָּנָיו,vnyv,,,,
9:8,אִתּוֹ,'tv,,,,
9:8,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
9:9,וַאֲנִי,'aniy,H589,me,,personal pronoun
9:9,הִנְנִי,hnny,,,,
9:9,מֵקִים,qiym,H7009,i.e. enemies,,noun
9:9,אֶת,'t,,,,
9:9,בְּרִיתִי,vryty,,,,
9:9,אִתְּכֶם,'tkhm,,,,
9:9,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
9:9,זַרְעֲכֶם,zr'khm,,,,
9:9,אַחֲרֵיכֶם,'chrykhm,,,,
