Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
48:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
48:1,אַחֲרֵי,acharey,H310,after,తరువాత,verb
48:1,הַדְּבָרִים,hdvrym,,,,
48:1,הָאֵלֶּה,'alah,H423,a curse,,noun
48:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
48:1,לְיוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
48:1,הִנֵּה,hineh,H2009,lo,,particle demonstrative
48:1,אָבִיךָ,'vykh,,,,
48:1,חֹלֶה,chlh,,,,
48:1,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
48:1,אֶת,'t,,,,
48:1,שְׁנֵי,niy,H5204,apparently from H5091],,noun
48:1,בָנָיו,vnyv,,,,
48:1,עִמּוֹ,'mv,,,,
48:1,אֶת,'t,,,,
48:2,וַיַּגֵּד,vygd,,,,
48:2,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
48:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
48:2,הִנֵּה,hineh,H2009,lo,,particle demonstrative
48:2,בִּנְךָ,vnkh,,,,
48:2,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
48:2,בָּא,v',,,,
48:2,אֵלֶיךָ,'lykh,,,,
48:2,וַיִּתְחַזֵּק,vytchzq,,,,
48:2,יִשְׂרָאֵל,yshr'l,,,,
48:2,וַיֵּשֶׁב,yashab,H3427,to dwell,,verb
48:2,עַל,al,H5921,"upon, over",మీద,preposition
48:2,הַמִּטָּה,matah,H4295,often adverbially with or without prefixes,,verb
48:3,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
48:3,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
48:3,אֶל,el,H413,"to, toward",వైపు,preposition
48:3,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
48:3,אֵל,El,H410,God (mighty one),దేవుడు,noun
48:3,שַׁדַּי,shaday,H7706,the Almighty,సర్వశక్తిమంతుడు,noun
48:3,נִרְאָה,nirah,H7200,was seen,కనిపించెను,verb
48:3,אֵלַי,'ly,,,,
48:3,בְּלוּז,lvz,H3870,the name of two places in Israel,,noun location
48:3,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
48:3,כְּנָעַן,khn'n,,,,
48:3,וַיְבָרֶךְ,vayvarekh,H1288,and blessed,ఆశీర్వదించెను,verb
48:3,אֹתִי,'ty,,,,
48:4,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
48:4,אֵלַי,'ly,,,,
48:4,הִנְנִי,hnny,,,,
48:4,מַפְרְךָ,perekh,H6531,i.e. severity,,noun
48:4,וְהִרְבִּיתִךָ,vhrvytkh,,,,
48:4,וּנְתַתִּיךָ,vnttykh,,,,
48:4,לִקְהַל,qahal,H6950,gather .,,verb
48:4,עַמִּים,'mym,,,,
48:4,וְנָתַתִּי,natati,H5414,I gave,నన ఇచచతన,verb
48:4,אֶת,'t,,,,
48:4,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
48:4,הַזֹּאת,zot,H2063,this (fem),ఇద,pronoun
48:4,לְזַרְעֲךָ,lzr'kh,,,,
48:4,אַחֲרֶיךָ,acharekha,H310,after you,నీ తరువాత,verb
48:4,אֲחֻזַּת,'chzt,,,,
48:5,וְעַתָּה,attah,H6258,now,ఇప్పుడు,verb
48:5,שְׁנֵי,niy,H5204,apparently from H5091],,noun
48:5,בָנֶיךָ,vnykh,,,,
48:5,הַנּוֹלָדִים,hnvldym,,,,
48:5,לְךָ,lkh,,,,
48:5,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
48:5,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
48:5,עַד,ad,H5704,"until, as far as",వరకు,preposition
48:5,בֹּאִי,'ay,H335,what,,verb
