Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
42:1,וַיַּרְא,yare,H3372,fear,భయపడు,verb
42:1,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
42:1,כִּי,khiy,H3588,antecedent or consequent],,conjunction
42:1,יֶשׁ,ysh,,,,
42:1,שֶׁבֶר,sheber,H7669,an Israelite,,noun proper
42:1,בְּמִצְרָיִם,mitsrayim,H4714,i.e. Upper and Lower Egypt,,adjective
42:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
42:1,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
42:1,לְבָנָיו,banav,H1121,his sons,అతన కమరల,noun
42:1,לָמָּה,mah,H4100,what?,ఏమి?,interrogative
42:1,תִּתְרָאוּ,ttr'v,,,,
42:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
42:2,הִנֵּה,hineh,H2009,lo,,particle demonstrative
42:2,שָׁמַעְתִּי,shm'ty,,,,
42:2,כִּי,khiy,H3588,antecedent or consequent],,conjunction
42:2,יֶשׁ,ysh,,,,
42:2,שֶׁבֶר,sheber,H7669,an Israelite,,noun proper
42:2,בְּמִצְרָיִם,mitsrayim,H4714,i.e. Upper and Lower Egypt,,adjective
42:2,רְדוּ,rdv,,,,
42:2,שָׁמָּה,mah,H4100,what?,ఏమి?,interrogative
42:2,וְשִׁבְרוּ,vshvrv,,,,
42:2,לָנוּ,lnv,,,,
42:2,מִשָּׁם,sham,H8033,or thence,,verb
42:2,וְנִחְיֶה,vnchyh,,,,
42:2,וְלֹא,lo,H3808,not,కాదు,verb
42:2,נָמוּת,nmvt,,,,
42:3,וַיֵּרְדוּ,vyrdv,,,,
42:3,אֲחֵי,'chy,,,,
42:3,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:3,עֲשָׂרָה,'shrh,,,,
42:3,לִשְׁבֹּר,sheber,H7664,expectation,,noun
42:3,בָּר,vr,,,,
42:3,מִמִּצְרָיִם,mitsrayim,H4714,i.e. Upper and Lower Egypt,,adjective
42:4,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
42:4,בִּנְיָמִין,vnymyn,,,,
42:4,אֲחִי,'achiy,H277,the name of two Israelites,,noun proper
42:4,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:4,לֹא,lo,H3808,not,కాదు,verb
42:4,שָׁלַח,shalach,H7971,for,,verb
42:4,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
42:4,אֶת,'t,,,,
42:4,אֶחָיו,'chyv,,,,
42:4,כִּי,khiy,H3588,antecedent or consequent],,conjunction
42:4,אָמַר,amar,H559,"say, speak",చెప్పు,verb
42:4,פֶּן,fn,,,,
42:4,יִקְרָאֶנּוּ,yqr'nv,,,,
42:4,אָסוֹן,'asvon,H611,hurt,,noun
42:5,וַיָּבֹאוּ,vyv'v,,,,
42:5,בְּנֵי,niy,H5204,apparently from H5091],,noun
42:5,יִשְׂרָאֵל,yshr'l,,,,
42:5,לִשְׁבֹּר,sheber,H7664,expectation,,noun
42:5,בְּתוֹךְ,tavekh,H8432,X between,,noun
42:5,הַבָּאִים,hv'ym,,,,
42:5,כִּי,khiy,H3588,antecedent or consequent],,conjunction
42:5,הָיָה,hayah,H1961,"be, become",ఉండు,verb
42:5,הָרָעָב,raev,H7456,be hungry,ఆకలిగొను,verb
42:5,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
42:5,כְּנָעַן,khn'n,,,,
42:6,וְיוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:6,הוּא,hv',,,,
42:6,הַשַּׁלִּיט,shaliyt,H7989,mighty,,adjective
42:6,עַל,al,H5921,"upon, over",మీద,preposition
42:6,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
42:6,הוּא,hv',,,,
42:6,הַמַּשְׁבִּיר,hmshvyr,,,,
42:6,לְכָל,kol,H3605,"all, every",అంతయు,noun
42:6,עַם,am,H5971,"people, nation",ప్రజలు,noun
42:6,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
42:6,וַיָּבֹאוּ,vyv'v,,,,
42:6,אֲחֵי,'chy,,,,
42:6,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:6,וַיִּשְׁתַּחֲווּ,vyshtchvv,,,,
42:6,לוֹ,lv,,,,
42:7,וַיַּרְא,yare,H3372,fear,భయపడు,verb
42:7,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:7,אֶת,'t,,,,
42:7,אֶחָיו,'chyv,,,,
42:7,וַיַּכִּרֵם,vykhrm,,,,
42:7,וַיִּתְנַכֵּר,vytnkhr,,,,
42:7,אֲלֵיהֶם,aleihem,H413,to them,వారివద్దకు,preposition
42:7,וַיְדַבֵּר,vydvr,,,,
42:7,אִתָּם,'tm,,,,
42:7,קָשׁוֹת,qshvt,,,,
42:7,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
42:7,אֲלֵהֶם,'lhm,,,,
42:7,מֵאַיִן,'ayin,H370,where.,,verb
42:7,בָּאתֶם,'etam,H864,a place in the Desert,,noun location
42:7,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
42:8,וַיַּכֵּר,vykhr,,,,
42:8,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:8,אֶת,'t,,,,
42:8,אֶחָיו,'chyv,,,,
42:8,וְהֵם,ham,H1990,a region of Israel,,noun location
42:8,לֹא,lo,H3808,not,కాదు,verb
42:8,הִכִּרֻהוּ,hkhrhv,,,,
42:9,וַיִּזְכֹּר,vyzkhr,,,,
42:9,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:9,אֵת,et,H853,(object marker),-,particle unrepresented in English
42:9,הַחֲלֹמוֹת,chalamvt,H2495,probably purslain,,noun
42:9,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
42:9,חָלַם,chalam,H2492,dream,కల కను,verb
42:9,לָהֶם,ham,H1990,a region of Israel,,noun location
42:9,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
42:9,אֲלֵהֶם,'lhm,,,,
42:9,מְרַגְּלִים,raglayim,H7272,feet,పాదములు,noun
42:9,אַתֶּם,'tm,,,,
42:9,לִרְאוֹת,lirot,H7200,to see,చూచుటకు,verb
42:9,אֶת,'t,,,,
42:9,עֶרְוַת,'rvt,,,,
42:9,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
42:10,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
42:10,אֵלָיו,'lyv,,,,
42:10,לֹא,lo,H3808,not,కాదు,verb
42:10,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
42:10,וַעֲבָדֶיךָ,v'vdykh,,,,
42:10,בָּאוּ,o,H176,or,లద,conjunction
42:10,לִשְׁבָּר,sheber,H7664,expectation,,noun
42:10,אֹכֶל,'khl,,,,
42:11,כֻּלָּנוּ,khlnv,,,,
42:11,בְּנֵי,niy,H5204,apparently from H5091],,noun
42:11,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
42:11,אֶחָד,echad,H259,one,ఒకటి,adjective
42:11,נָחְנוּ,nchnv,,,,
42:11,כֵּנִים,khnym,,,,
42:11,אֲנַחְנוּ,'nchnv,,,,
42:11,לֹא,lo,H3808,not,కాదు,verb
42:11,הָיוּ,hyv,,,,
42:11,עֲבָדֶיךָ,'vdykh,,,,
42:11,מְרַגְּלִים,raglayim,H7272,feet,పాదములు,noun
42:12,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
42:12,אֲלֵהֶם,'lhm,,,,
42:12,לֹא,lo,H3808,not,కాదు,verb
42:12,כִּי,khiy,H3588,antecedent or consequent],,conjunction
42:12,עֶרְוַת,'rvt,,,,
42:12,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
42:12,בָּאתֶם,'etam,H864,a place in the Desert,,noun location
42:12,לִרְאוֹת,lirot,H7200,to see,చూచుటకు,verb
42:13,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
42:13,שְׁנֵים,shnym,,,,
42:13,עָשָׂר,'ashar,H6240,-teenth,,noun
42:13,עֲבָדֶיךָ,'vdykh,,,,
42:13,אַחִים,achim,H251,brothers,సోదరులు,noun
42:13,אֲנַחְנוּ,'nchnv,,,,
42:13,בְּנֵי,niy,H5204,apparently from H5091],,noun
42:13,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
42:13,אֶחָד,echad,H259,one,ఒకటి,adjective
42:13,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
42:13,כְּנָעַן,khn'n,,,,
42:13,וְהִנֵּה,henah,H2008,hither,,verb
42:13,הַקָּטֹן,qatan,H6997,an Israelite,,noun proper
42:13,אֶת,'t,,,,
42:13,אָבִינוּ,'vynv,,,,
42:14,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
42:14,אֲלֵהֶם,'lhm,,,,
42:14,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:14,הוּא,hv',,,,
42:14,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
42:14,דִּבַּרְתִּי,dvrty,,,,
42:14,אֲלֵכֶם,'lkhm,,,,
42:14,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
42:14,מְרַגְּלִים,raglayim,H7272,feet,పాదములు,noun
42:14,אַתֶּם,'tm,,,,
42:15,בְּזֹאת,zot,H2063,this (fem),ఇద,pronoun
42:15,תִּבָּחֵנוּ,tvchnv,,,,
42:15,חֵי,chy,,,,
42:15,פַרְעֹה,fr'h,,,,
42:15,אִם,im,H518,if,అయితే,particle
42:15,תֵּצְאוּ,tts'v,,,,
42:15,מִזֶּה,zeh,H2089,a sheep,,noun
42:15,כִּי,khiy,H3588,antecedent or consequent],,conjunction
42:15,אִם,im,H518,if,అయితే,particle
42:15,בְּבוֹא,bo,H935,"come, enter",రా,verb
42:15,אֲחִיכֶם,'chykhm,,,,
42:15,הַקָּטֹן,qatan,H6997,an Israelite,,noun proper
42:15,הֵנָּה,henah,H2008,hither,,verb
42:16,שִׁלְחוּ,shlchv,,,,
42:16,מִכֶּם,mkhm,,,,
42:16,אֶחָד,echad,H259,one,ఒకటి,adjective
42:16,וְיִקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
42:16,אֶת,'t,,,,
42:16,אֲחִיכֶם,'chykhm,,,,
42:16,וְאַתֶּם,'etam,H864,a place in the Desert,,noun location
42:16,הֵאָסְרוּ,h'srv,,,,
42:16,וְיִבָּחֲנוּ,vyvchnv,,,,
42:16,דִּבְרֵיכֶם,dvrykhm,,,,
42:16,הַאֱמֶת,'emet,H571,truth,"స్థిరత్వం; (అలంకారికంగా) ఖచ్చితత్వం, సత్యం, విశ్వసనీయత",verb
42:16,אִתְּכֶם,'tkhm,,,,
42:16,וְאִם,em,H517,mother,తల్లి,noun
42:16,לֹא,lo,H3808,not,కాదు,verb
42:16,חֵי,chy,,,,
42:17,וַיֶּאֱסֹף,vy'sf,,,,
42:17,אֹתָם,'tm,,,,
42:17,אֶל,el,H413,"to, toward",వైపు,preposition
42:17,מִשְׁמָר,shamar,H8104,to protect,,verb
42:17,שְׁלֹשֶׁת,shet,H8352,Sheth,,noun proper
42:17,יָמִים,yamim,H3117,days,దినములు,noun
42:18,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
42:18,אֲלֵהֶם,'lhm,,,,
42:18,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:18,בַּיּוֹם,yom,H3117,day,దినము,noun
42:18,הַשְּׁלִישִׁי,shliyshiy,H7992,a third,,adjective
42:18,זֹאת,z't,,,,
42:18,עֲשׂוּ,'shv,,,,
42:18,וִחְיוּ,vchyv,,,,
42:18,אֶת,'t,,,,
42:18,הָאֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
42:18,אֲנִי,'aniy,H589,me,,personal pronoun
42:18,יָרֵא,yare,H3372,fear,భయపడు,verb
42:19,אִם,im,H518,if,అయితే,particle
42:19,כֵּנִים,khnym,,,,
42:19,אַתֶּם,'tm,,,,
42:19,אֲחִיכֶם,'chykhm,,,,
42:19,אֶחָד,echad,H259,one,ఒకటి,adjective
42:19,יֵאָסֵר,y'sr,,,,
42:19,בְּבֵית,bayit,H1006,a place in Israel,,noun location
42:19,מִשְׁמַרְכֶם,mshmrkhm,,,,
42:19,וְאַתֶּם,'etam,H864,a place in the Desert,,noun location
42:19,לְכוּ,lkhv,,,,
42:19,הָבִיאוּ,hvy'v,,,,
42:19,שֶׁבֶר,sheber,H7669,an Israelite,,noun proper
42:19,רַעֲבוֹן,r'vvn,,,,
42:19,בָּתֵּיכֶם,vtykhm,,,,
42:20,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
42:20,אֲחִיכֶם,'chykhm,,,,
42:20,הַקָּטֹן,qatan,H6997,an Israelite,,noun proper
42:20,תָּבִיאוּ,tvy'v,,,,
42:20,אֵלַי,'ly,,,,
42:20,וְיֵאָמְנוּ,vy'mnv,,,,
42:20,דִבְרֵיכֶם,dvrykhm,,,,
42:20,וְלֹא,lo,H3808,not,కాదు,verb
42:20,תָמוּתוּ,tmvtv,,,,
42:20,וַיַּעֲשׂוּ,ya'ashv,H3299,an Israelite,,noun proper
42:20,כֵן,khn,,,,
42:21,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
42:21,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
42:21,אֶל,el,H413,"to, toward",వైపు,preposition
42:21,אָחִיו,'chyv,,,,
42:21,אֲבָל,'abal,H61,i.e. truly or yet,,verb
42:21,אֲשֵׁמִים,'shmym,,,,
42:21,אֲנַחְנוּ,'nchnv,,,,
42:21,עַל,al,H5921,"upon, over",మీద,preposition
42:21,אָחִינוּ,'chynv,,,,
42:21,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
42:21,רָאִינוּ,r'ynv,,,,
42:21,צָרַת,tsrt,,,,
42:21,נַפְשׁוֹ,nafsho,H5315,his soul,అతని ప్రాణము,noun
42:21,בְּהִתְחַנְנוֹ,vhtchnnv,,,,
42:21,אֵלֵינוּ,'lynv,,,,
42:22,וַיַּעַן,yaan,H3282,because,ఎందుకంటే,preposition
42:22,רְאוּבֵן,Reuven,H7205,Reuben,రూబేను,noun proper
42:22,אֹתָם,'tm,,,,
42:22,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
42:22,הֲלוֹא,halo,H3808,is it not?,కాదా?,verb
42:22,אָמַרְתִּי,'mrty,,,,
42:22,אֲלֵיכֶם,'lykhm,,,,
42:22,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
42:22,אַל,al,H408,not (imperative),వద్దు,verb
42:22,תֶּחֶטְאוּ,tcht'v,,,,
42:22,בַיֶּלֶד,yalad,H3205,give birth,కను,verb
42:22,וְלֹא,lo,H3808,not,కాదు,verb
42:22,שְׁמַעְתֶּם,'atam,H6272,i.e. be desolated,,verb
42:22,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
42:22,דָּמוֹ,dmv,,,,
42:23,וְהֵם,ham,H1990,a region of Israel,,noun location
42:23,לֹא,lo,H3808,not,కాదు,verb
42:23,יָדְעוּ,yd'v,,,,
42:23,כִּי,khiy,H3588,antecedent or consequent],,conjunction
42:23,שֹׁמֵעַ,shm',,,,
42:23,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:23,כִּי,khiy,H3588,antecedent or consequent],,conjunction
42:23,הַמֵּלִיץ,hmlyts,,,,
42:23,בֵּינֹתָם,vyntm,,,,
42:24,וַיִּסֹּב,vysv,,,,
42:24,מֵעֲלֵיהֶם,aleihem,H5921,upon them,వారిమీద,preposition
42:24,וַיֵּבְךְּ,vyvkh,,,,
42:24,וַיָּשָׁב,yashab,H3427,to dwell,,verb
42:24,אֲלֵהֶם,'lhm,,,,
42:24,וַיְדַבֵּר,vydvr,,,,
42:24,אֲלֵהֶם,'lhm,,,,
42:24,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
42:24,מֵאִתָּם,'etam,H864,a place in the Desert,,noun location
42:24,אֶת,'t,,,,
42:24,שִׁמְעוֹן,ma'von,H4584,the name of an Israelite and of a place in Israel,,noun location
42:24,וַיֶּאֱסֹר,vy'sr,,,,
42:24,אֹתוֹ,'tv,,,,
42:24,לְעֵינֵיהֶם,l'ynyhm,,,,
42:25,וַיְצַו,vayetsav,H6680,and commanded,ఆజ్ఞాపించెను,verb
42:25,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
42:25,וַיְמַלְאוּ,vyml'v,,,,
42:25,אֶת,'t,,,,
42:25,כְּלֵיהֶם,khlyhm,,,,
42:25,בָּר,vr,,,,
42:25,וּלְהָשִׁיב,heshiv,H7725,"bring back, answer",తిరిగి తెచ్చు,verb
42:25,כַּסְפֵּיהֶם,khsfyhm,,,,
42:25,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
42:25,אֶל,el,H413,"to, toward",వైపు,preposition
42:25,שַׂקּוֹ,shqv,,,,
42:25,וְלָתֵת,latet,H5414,to give,ఇచచటక,verb
42:25,לָהֶם,ham,H1990,a region of Israel,,noun location
42:25,צֵדָה,tsdh,,,,
42:25,לַדָּרֶךְ,darakh,H1869,bend,,verb
42:26,וַיִּשְׂאוּ,vysh'v,,,,
42:26,אֶת,'t,,,,
42:26,שִׁבְרָם,ram,H7410,the name of an Arabian and of an Israelite,,noun proper
