Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
37:1,וַיֵּשֶׁב,yashab,H3427,to dwell,,verb
37:1,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
37:1,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
37:1,מְגוּרֵי,mgvry,,,,
37:1,אָבִיו,'vyv,,,,
37:1,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
37:1,כְּנָעַן,khn'n,,,,
37:2,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
37:2,תֹּלְדוֹת,tldvt,,,,
37:2,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
37:2,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
37:2,בֶּן,vn,,,,
37:2,שְׁבַע,shv',,,,
37:2,עֶשְׂרֵה,'shrh,,,,
37:2,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
37:2,הָיָה,hayah,H1961,"be, become",ఉండు,verb
37:2,רֹעֶה,roeh,H7462,shepherd,కాపరి,verb
37:2,אֶת,'t,,,,
37:2,אֶחָיו,'chyv,,,,
37:2,בַּצֹּאן,tson,H6629,"flock, sheep",మేకలు,noun
37:2,וְהוּא,hu,H1931,"he, it",అతడ,
37:2,נַעַר,naar,H5288,"boy, young man",బాలుడు,noun
37:3,וְיִשְׂרָאֵל,yishra'el,H3478,of his posterity,దేవునితో పోరాడినవాడు,noun proper
37:3,אָהַב,ahav,H157,love,ప్రేమించు,verb
37:3,אֶת,'t,,,,
37:3,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
37:3,מִכָּל,kol,H3605,"all, every",అంతయు,noun
37:3,בָּנָיו,vnyv,,,,
37:3,כִּי,khiy,H3588,antecedent or consequent],,conjunction
37:3,בֶן,vn,,,,
37:3,זְקֻנִים,zqnym,,,,
37:3,הוּא,hv',,,,
37:3,לוֹ,lv,,,,
37:3,וְעָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
37:3,לוֹ,lv,,,,
37:3,כְּתֹנֶת,khtnt,,,,
37:3,פַּסִּים,fsym,,,,
37:4,וַיִּרְאוּ,vyr'v,,,,
37:4,אֶחָיו,'chyv,,,,
37:4,כִּי,khiy,H3588,antecedent or consequent],,conjunction
37:4,אֹתוֹ,'tv,,,,
37:4,אָהַב,ahav,H157,love,ప్రేమించు,verb
37:4,אֲבִיהֶם,avihem,H1,their father,వారి తండ్రి,noun
37:4,מִכָּל,kol,H3605,"all, every",అంతయు,noun
37:4,אֶחָיו,'chyv,,,,
37:4,וַיִּשְׂנְאוּ,vyshn'v,,,,
37:4,אֹתוֹ,'tv,,,,
37:4,וְלֹא,lo,H3808,not,కాదు,verb
37:4,יָכְלוּ,ykhlv,,,,
37:4,דַּבְּרוֹ,dvrv,,,,
37:4,לְשָׁלֹם,shalam,H7999,to be completed,,verb
37:5,וַיַּחֲלֹם,vychlm,,,,
37:5,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
37:5,חֲלוֹם,chalom,H2472,dream,కల,noun
37:5,וַיַּגֵּד,vygd,,,,
37:5,לְאֶחָיו,'achyvo,H283,the name of three Israelites,,noun proper
37:5,וַיּוֹסִפוּ,vyvsfv,,,,
37:5,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
37:5,שְׂנֹא,na',H4995,i.e. uncooked,,adjective
37:5,אֹתוֹ,'tv,,,,
37:6,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
37:6,אֲלֵיהֶם,aleihem,H413,to them,వారివద్దకు,preposition
37:6,שִׁמְעוּ,shm'v,,,,
37:6,נָא,na',H4995,i.e. uncooked,,adjective
37:6,הַחֲלוֹם,chalom,H2472,dream,కల,noun
37:6,הַזֶּה,zeh,H2089,a sheep,,noun
37:6,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
37:6,חָלָמְתִּי,chlmty,,,,
37:7,וְהִנֵּה,henah,H2008,hither,,verb
37:7,אֲנַחְנוּ,'nchnv,,,,
37:7,מְאַלְּמִים,m'lmym,,,,
37:7,אֲלֻמִּים,'lmym,,,,
37:7,בְּתוֹךְ,tavekh,H8432,X between,,noun
37:7,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
37:7,וְהִנֵּה,henah,H2008,hither,,verb
37:7,קָמָה,qamah,H7054,i.e. a stalk of grain,,noun
37:7,אֲלֻמָּתִי,'lmty,,,,
37:7,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
37:7,נִצָּבָה,ntsvh,,,,
37:7,וְהִנֵּה,henah,H2008,hither,,verb
37:7,תְסֻבֶּינָה,tsvynh,,,,
37:7,אֲלֻמֹּתֵיכֶם,'lmtykhm,,,,
37:7,וַתִּשְׁתַּחֲוֶיןָ,vtshtchvyn,,,,
37:8,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
37:8,לוֹ,lv,,,,
37:8,אֶחָיו,'chyv,,,,
37:8,הֲמָלֹךְ,malakh,H4427,by implication) to take counsel,,verb
37:8,תִּמְלֹךְ,tmlkh,,,,
37:8,עָלֵינוּ,'lynv,,,,
37:8,אִם,im,H518,if,అయితే,particle
37:8,מָשׁוֹל,shvl,H7757,skirt,,noun
37:8,תִּמְשֹׁל,tmshl,,,,
37:8,בָּנוּ,vnv,,,,
37:8,וַיּוֹסִפוּ,vyvsfv,,,,
37:8,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
37:8,שְׂנֹא,na',H4995,i.e. uncooked,,adjective
37:8,אֹתוֹ,'tv,,,,
37:8,עַל,al,H5921,"upon, over",మీద,preposition
37:9,וַיַּחֲלֹם,vychlm,,,,
37:9,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
37:9,חֲלוֹם,chalom,H2472,dream,కల,noun
37:9,אַחֵר,'acher,H313,an Israelite,,noun proper
37:9,וַיְסַפֵּר,vysfr,,,,
37:9,אֹתוֹ,'tv,,,,
37:9,לְאֶחָיו,'achyvo,H283,the name of three Israelites,,noun proper
37:9,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
37:9,הִנֵּה,hineh,H2009,lo,,particle demonstrative
37:9,חָלַמְתִּי,chlmty,,,,
37:9,חֲלוֹם,chalom,H2472,dream,కల,noun
37:9,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
37:9,וְהִנֵּה,henah,H2008,hither,,verb
37:9,הַשֶּׁמֶשׁ,shemesh,H8121,sun ),,noun
37:9,וְהַיָּרֵחַ,Yerach,H3392,Jerah,యెరహు,noun proper
37:10,וַיְסַפֵּר,vysfr,,,,
37:10,אֶל,el,H413,"to, toward",వైపు,preposition
37:10,אָבִיו,'vyv,,,,
37:10,וְאֶל,al,H408,not (imperative),వద్దు,verb
37:10,אֶחָיו,'chyv,,,,
37:10,וַיִּגְעַר,vyg'r,,,,
37:10,בּוֹ,vv,,,,
37:10,אָבִיו,'vyv,,,,
37:10,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
37:10,לוֹ,lv,,,,
37:10,מָה,mah,H4100,what?,ఏమి?,interrogative
37:10,הַחֲלוֹם,chalom,H2472,dream,కల,noun
37:10,הַזֶּה,zeh,H2089,a sheep,,noun
37:10,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
37:10,חָלָמְתָּ,chlmt,,,,
37:11,וַיְקַנְאוּ,vyqn'v,,,,
37:11,בוֹ,vv,,,,
37:11,אֶחָיו,'chyv,,,,
37:11,וְאָבִיו,aviv,H1,his father,అతని తడర,noun
37:11,שָׁמַר,shamar,H8104,to protect,,verb
37:11,אֶת,'t,,,,
