Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
3:1,וְהַנָּחָשׁ,nachash,H5172,to prognosticate,,verb
3:1,הָיָה,hayah,H1961,"be, become",ఉండు,verb
3:1,עָרוּם,'arvm,H6175,prudent,,adjective
3:1,מִכֹּל,kol,H3605,"all, every",అంతయు,noun
3:1,חַיַּת,chyt,,,,
3:1,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
3:1,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
3:1,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
3:1,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
3:1,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
3:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
3:1,אֶל,el,H413,"to, toward",వైపు,preposition
3:1,הָאִשָּׁה,'eshah,H800,fire,,noun
3:1,אַף,'af,H639,ire,(సరిగ్గా) ముక్కు లేదా నాసికా రంధ్రం; (అందుకే) ముఖం మరియు అప్పుడప్పుడు ఒక వ్యక్తి,noun
3:1,כִּי,khiy,H3588,antecedent or consequent],,conjunction
3:2,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
3:2,הָאִשָּׁה,'eshah,H800,fire,,noun
3:2,אֶל,el,H413,"to, toward",వైపు,preposition
3:2,הַנָּחָשׁ,nachash,H5172,to prognosticate,,verb
3:2,מִפְּרִי,priy,H6529,) fruit),,noun
3:2,עֵץ,ets,H6086,"tree, wood",వృక్షము,noun
3:2,הַגָּן,gan,H1588,a garden,,noun
3:2,נֹאכֵל,n'khl,,,,
3:3,וּמִפְּרִי,priy,H6529,) fruit),,noun
3:3,הָעֵץ,haets,H6086,the tree,ఆ వృక్షము,noun
3:3,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
3:3,בְּתוֹךְ,tavekh,H8432,X between,,noun
3:3,הַגָּן,gan,H1588,a garden,,noun
3:3,אָמַר,amar,H559,"say, speak",చెప్పు,verb
3:3,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
3:3,לֹא,lo,H3808,not,కాదు,verb
3:3,תֹאכְלוּ,t'khlv,,,,
3:3,מִמֶּנּוּ,mmnv,,,,
3:3,וְלֹא,lo,H3808,not,కాదు,verb
3:3,תִגְּעוּ,tg'v,,,,
3:3,בּוֹ,vv,,,,
3:3,פֶּן,fn,,,,
3:3,תְּמֻתוּן,tmtvn,,,,
3:4,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
3:4,הַנָּחָשׁ,nachash,H5172,to prognosticate,,verb
3:4,אֶל,el,H413,"to, toward",వైపు,preposition
3:4,הָאִשָּׁה,'eshah,H800,fire,,noun
3:4,לֹא,lo,H3808,not,కాదు,verb
3:4,מוֹת,mvt,,,,
3:4,תְּמֻתוּן,tmtvn,,,,
3:5,כִּי,khiy,H3588,antecedent or consequent],,conjunction
3:5,יֹדֵעַ,yodea,H3045,knowing,తెలిసిన,verb
3:5,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
3:5,כִּי,khiy,H3588,antecedent or consequent],,conjunction
3:5,בְּיוֹם,yom,H3117,day,దినము,noun
3:5,אֲכָלְכֶם,'khlkhm,,,,
3:5,מִמֶּנּוּ,mmnv,,,,
3:5,וְנִפְקְחוּ,vnfqchv,,,,
3:5,עֵינֵיכֶם,'ynykhm,,,,
3:5,וִהְיִיתֶם,vhyytm,,,,
3:5,כֵּאלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
3:5,יֹדְעֵי,yd'y,,,,
3:5,טוֹב,tov,H2896,good,మంచి,adjective
3:5,וָרָע,rea',H7454,a thought,,noun
3:6,וַתֵּרֶא,vtr',,,,
3:6,הָאִשָּׁה,'eshah,H800,fire,,noun
3:6,כִּי,khiy,H3588,antecedent or consequent],,conjunction
3:6,טוֹב,tov,H2896,good,మంచి,adjective
3:6,הָעֵץ,haets,H6086,the tree,ఆ వృక్షము,noun
3:6,לְמַאֲכָל,ma'akhal,H3978,flesh and fruit),,noun
3:6,וְכִי,khiy,H3588,antecedent or consequent],,conjunction
3:6,תַאֲוָה,t'vh,,,,
3:6,הוּא,hv',,,,
3:6,לָעֵינַיִם,eynayim,H5869,eyes,కళ్ళు,noun
3:6,וְנֶחְמָד,vnchmd,,,,
3:6,הָעֵץ,haets,H6086,the tree,ఆ వృక్షము,noun
3:6,לְהַשְׂכִּיל,lhshkhyl,,,,
3:6,וַתִּקַּח,tiqqach,H3947,you will take,నవ తసకదవ,verb
3:6,מִפִּרְיוֹ,mfryv,,,,
3:7,וַתִּפָּקַחְנָה,vtfqchnh,,,,
3:7,עֵינֵי,'yny,,,,
3:7,שְׁנֵיהֶם,shnyhm,,,,
3:7,וַיֵּדְעוּ,yadu,H3045,they knew,వర తలసకనర,verb
3:7,כִּי,khiy,H3588,antecedent or consequent],,conjunction
3:7,עֵירֻמִּם,'yrmm,,,,
3:7,הֵם,hem,H1991,i.e. wealth,,noun
3:7,וַיִּתְפְּרוּ,vytfrv,,,,
3:7,עֲלֵה,aleh,H5927,go up!,ఎక్కుము,verb
3:7,תְאֵנָה,t'nh,,,,
3:7,וַיַּעֲשׂוּ,ya'ashv,H3299,an Israelite,,noun proper
3:7,לָהֶם,ham,H1990,a region of Israel,,noun location
3:7,חֲגֹרֹת,chgrt,,,,
3:8,וַיִּשְׁמְעוּ,vyshm'v,,,,
3:8,אֶת,'t,,,,
3:8,קוֹל,qvol,H6963,bleating,,noun
3:8,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
3:8,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
3:8,מִתְהַלֵּךְ,mthlkh,,,,
3:8,בַּגָּן,gan,H1588,a garden,,noun
3:8,לְרוּחַ,ravach,H7304,to have ample room,,verb
3:8,הַיּוֹם,hayyom,H3117,"the day, today",ఈ దినము,noun
3:8,וַיִּתְחַבֵּא,vytchv',,,,
3:8,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
3:8,וְאִשְׁתּוֹ,ishto,H802,his wife,అతన భరయ,noun
3:8,מִפְּנֵי,penei,H6440,face of,ముఖము,noun
3:8,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
3:8,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
3:9,וַיִּקְרָא,vyqr',,,,
3:9,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
3:9,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
3:9,אֶל,el,H413,"to, toward",వైపు,preposition
3:9,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
3:9,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
3:9,לוֹ,lv,,,,
3:9,אַיֶּכָּה,'ykhh,,,,
3:10,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
3:10,אֶת,'t,,,,
3:10,קֹלְךָ,qlkh,,,,
3:10,שָׁמַעְתִּי,shm'ty,,,,
3:10,בַּגָּן,gan,H1588,a garden,,noun
3:10,וָאִירָא,v'yr',,,,
3:10,כִּי,khiy,H3588,antecedent or consequent],,conjunction
3:10,עֵירֹם,'yrm,,,,
3:10,אָנֹכִי,'nkhy,,,,
3:10,וָאֵחָבֵא,v'chv',,,,
3:11,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
3:11,מִי,mi,H4310,who?,ఎవరు?,interrogative
3:11,הִגִּיד,giyd,H1517,a tendon,,noun
3:11,לְךָ,lkh,,,,
3:11,כִּי,khiy,H3588,antecedent or consequent],,conjunction
3:11,עֵירֹם,'yrm,,,,
3:11,אָתָּה,'th,,,,
3:11,הֲמִן,man,H4478,i.e. manna,,noun
3:11,הָעֵץ,haets,H6086,the tree,ఆ వృక్షము,noun
3:11,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
3:11,צִוִּיתִיךָ,tsvytykh,,,,
3:11,לְבִלְתִּי,biltiy,H1115,usually with a prepositional prefix) not,,adjective
3:11,אֲכָל,'khl,,,,
3:11,מִמֶּנּוּ,mmnv,,,,
3:11,אָכָלְתָּ,'khlt,,,,
3:12,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
3:12,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
3:12,הָאִשָּׁה,'eshah,H800,fire,,noun
3:12,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
3:12,נָתַתָּה,ntth,,,,
3:12,עִמָּדִי,'mdy,,,,
3:12,הִוא,hv',,,,
