Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
41:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
41:1,מִקֵּץ,qets,H7093,border,,noun
41:1,שְׁנָתַיִם,shntym,,,,
41:1,יָמִים,yamim,H3117,days,దినములు,noun
41:1,וּפַרְעֹה,par'ah,H6546,concretely) leaders,,noun
41:1,חֹלֵם,chlm,,,,
41:1,וְהִנֵּה,henah,H2008,hither,,verb
41:1,עֹמֵד,'md,,,,
41:1,עַל,al,H5921,"upon, over",మీద,preposition
41:1,הַיְאֹר,hy'r,,,,
41:2,וְהִנֵּה,henah,H2008,hither,,verb
41:2,מִן,min,H4480,from,నుండి,preposition
41:2,הַיְאֹר,hy'r,,,,
41:2,עֹלֹת,'lt,,,,
41:2,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
41:2,פָּרוֹת,frvt,,,,
41:2,יְפוֹת,yfvt,,,,
41:2,מַרְאֶה,raah,H7200,see,చూచు,verb
41:2,וּבְרִיאֹת,vvry't,,,,
41:2,בָּשָׂר,bashar,H1320,the external genitles of a man,,noun
41:2,וַתִּרְעֶינָה,vtr'ynh,,,,
41:2,בָּאָחוּ,'achv,H260,meadow.,,noun
41:3,וְהִנֵּה,henah,H2008,hither,,verb
41:3,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
41:3,פָּרוֹת,frvt,,,,
41:3,אֲחֵרוֹת,'chrvt,,,,
41:3,עֹלוֹת,'lvt,,,,
41:3,אַחֲרֵיהֶן,'chryhn,,,,
41:3,מִן,min,H4480,from,నుండి,preposition
41:3,הַיְאֹר,hy'r,,,,
41:3,רָעוֹת,r'vt,,,,
41:3,מַרְאֶה,raah,H7200,see,చూచు,verb
41:3,וְדַקּוֹת,vdqvt,,,,
41:3,בָּשָׂר,bashar,H1320,the external genitles of a man,,noun
41:3,וַתַּעֲמֹדְנָה,vt'mdnh,,,,
41:3,אֵצֶל,'etsel,H681,by,,noun
41:3,הַפָּרוֹת,hfrvt,,,,
41:4,וַתֹּאכַלְנָה,vt'khlnh,,,,
41:4,הַפָּרוֹת,hfrvt,,,,
41:4,רָעוֹת,r'vt,,,,
41:4,הַמַּרְאֶה,mar'eh,H4758,often plural the looks),,noun
41:4,וְדַקֹּת,vdqt,,,,
41:4,הַבָּשָׂר,bashar,H1319,preach,,verb
41:4,אֵת,et,H853,(object marker),-,particle unrepresented in English
41:4,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
41:4,הַפָּרוֹת,hfrvt,,,,
41:4,יְפֹת,yft,,,,
41:4,הַמַּרְאֶה,mar'eh,H4758,often plural the looks),,noun
41:4,וְהַבְּרִיאֹת,vhvry't,,,,
41:4,וַיִּיקַץ,vyyqts,,,,
41:4,פַּרְעֹה,fr'h,,,,
41:5,וַיִּישָׁן,vyyshn,,,,
41:5,וַיַּחֲלֹם,vychlm,,,,
41:5,שֵׁנִית,shnyt,,,,
41:5,וְהִנֵּה,henah,H2008,hither,,verb
41:5,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
41:5,שִׁבֳּלִים,shvlym,,,,
41:5,עֹלוֹת,'lvt,,,,
41:5,בְּקָנֶה,qanah,H7069,"acquire, buy",కొను,verb
41:5,אֶחָד,echad,H259,one,ఒకటి,adjective
41:5,בְּרִיאוֹת,vry'vt,,,,
41:5,וְטֹבוֹת,vtvvt,,,,
41:6,וְהִנֵּה,henah,H2008,hither,,verb
41:6,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
41:6,שִׁבֳּלִים,shvlym,,,,
41:6,דַּקּוֹת,dqvt,,,,
41:6,וּשְׁדוּפֹת,vshdvft,,,,
41:6,קָדִים,qdym,,,,
41:6,צֹמְחוֹת,tsmchvt,,,,
41:6,אַחֲרֵיהֶן,'chryhn,,,,
41:7,וַתִּבְלַעְנָה,vtvl'nh,,,,
41:7,הַשִּׁבֳּלִים,hshvlym,,,,
41:7,הַדַּקּוֹת,hdqvt,,,,
41:7,אֵת,et,H853,(object marker),-,particle unrepresented in English
41:7,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
41:7,הַשִּׁבֳּלִים,hshvlym,,,,
41:7,הַבְּרִיאוֹת,hvry'vt,,,,
41:7,וְהַמְּלֵאוֹת,vhml'vt,,,,
41:7,וַיִּיקַץ,vyyqts,,,,
41:7,פַּרְעֹה,fr'h,,,,
41:7,וְהִנֵּה,henah,H2008,hither,,verb
41:7,חֲלוֹם,chalom,H2472,dream,కల,noun
41:8,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
41:8,בַבֹּקֶר,baqar,H1239,admire,,verb
41:8,וַתִּפָּעֶם,vtf'm,,,,
41:8,רוּחוֹ,rvchv,,,,
41:8,וַיִּשְׁלַח,vyshlch,,,,
41:8,וַיִּקְרָא,vyqr',,,,
41:8,אֶת,'t,,,,
41:8,כָּל,khl,,,,
41:8,חַרְטֻמֵּי,chrtmy,,,,
41:8,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
41:8,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
41:8,כָּל,khl,,,,
41:8,חֲכָמֶיהָ,chkhmyh,,,,
41:8,וַיְסַפֵּר,vysfr,,,,
41:8,פַּרְעֹה,fr'h,,,,
41:9,וַיְדַבֵּר,vydvr,,,,
41:9,שַׂר,shar,H8269,chief,,noun
41:9,הַמַּשְׁקִים,hmshqym,,,,
41:9,אֶת,'t,,,,
41:9,פַּרְעֹה,fr'h,,,,
41:9,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
41:9,אֶת,'t,,,,
41:9,חֲטָאַי,cht'y,,,,
41:9,אֲנִי,'aniy,H589,me,,personal pronoun
41:9,מַזְכִּיר,mzkhyr,,,,
41:9,הַיּוֹם,hayyom,H3117,"the day, today",ఈ దినము,noun
41:10,פַּרְעֹה,fr'h,,,,
41:10,קָצַף,qatsaf,H7107,i.e. burst out in rage,,verb
41:10,עַל,al,H5921,"upon, over",మీద,preposition
41:10,עֲבָדָיו,'vdyv,,,,
41:10,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
