Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
46:1,וַיִּסַּע,vys',,,,
46:1,יִשְׂרָאֵל,yshr'l,,,,
46:1,וְכָל,kol,H3605,"all, every",అంతయు,noun
46:1,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
46:1,לוֹ,lv,,,,
46:1,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
46:1,בְּאֵרָה,b'erah,H880,an Israelite,,noun proper
46:1,שָּׁבַע,shv',,,,
46:1,וַיִּזְבַּח,vyzvch,,,,
46:1,זְבָחִים,zvchym,,,,
46:1,לֵאלֹהֵי,elohei,H430,God of,దేవుడు,noun
46:1,אָבִיו,'vyv,,,,
46:1,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
46:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
46:2,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
46:2,לְיִשְׂרָאֵל,yishra'el,H3478,of his posterity,దేవునితో పోరాడినవాడు,noun proper
46:2,בְּמַרְאֹת,vmr't,,,,
46:2,הַלַּיְלָה,laylah,H3915,night,రాత్రి,noun
46:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
46:2,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
46:2,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
46:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
46:2,הִנֵּנִי,hnny,,,,
46:3,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
46:3,אָנֹכִי,'nkhy,,,,
46:3,הָאֵל,al,H408,not (imperative),వద్దు,verb
46:3,אֱלֹהֵי,elohei,H430,God of,దేవుడు,noun
46:3,אָבִיךָ,'vykh,,,,
46:3,אַל,al,H408,not (imperative),వద్దు,verb
46:3,תִּירָא,tyr',,,,
46:3,מֵרְדָה,radah,H7287,have dominion,ఏలు,verb
46:3,מִצְרַיְמָה,mtsrymh,,,,
46:3,כִּי,khiy,H3588,antecedent or consequent],,conjunction
46:3,לְגוֹי,goy,H1471,nation,జాతి,noun
46:3,גָּדוֹל,gdvl,,,,
46:3,אֲשִׂימְךָ,'shymkh,,,,
46:3,שָׁם,sham,H8033,or thence,,verb
46:4,אָנֹכִי,'nkhy,,,,
46:4,אֵרֵד,'rd,,,,
46:4,עִמְּךָ,'mkh,,,,
46:4,מִצְרַיְמָה,mtsrymh,,,,
46:4,וְאָנֹכִי,anokhi,H595,I,నన,personal pronoun
46:4,אַעַלְךָ,''lkh,,,,
46:4,גַם,gm,,,,
46:4,עָלֹה,'lh,,,,
46:4,וְיוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
46:4,יָשִׁית,yshyt,,,,
46:4,יָדוֹ,ydv,,,,
46:4,עַל,al,H5921,"upon, over",మీద,preposition
46:4,עֵינֶיךָ,'ynykh,,,,
46:5,וַיָּקָם,vyqm,,,,
46:5,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
46:5,מִבְּאֵר,ba'ar,H874,to explain,,verb
46:5,שָׁבַע,shaba',H7650,to seven oneself,,verb
46:5,וַיִּשְׂאוּ,vysh'v,,,,
46:5,בְנֵי,niy,H5204,apparently from H5091],,noun
46:5,יִשְׂרָאֵל,yshr'l,,,,
46:5,אֶת,'t,,,,
46:5,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
46:5,אֲבִיהֶם,avihem,H1,their father,వారి తండ్రి,noun
46:5,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
46:5,טַפָּם,tfm,,,,
46:5,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
46:5,נְשֵׁיהֶם,nshyhm,,,,
46:5,בָּעֲגָלוֹת,v'glvt,,,,
46:6,וַיִּקְחוּ,vyqchv,,,,
46:6,אֶת,'t,,,,
46:6,מִקְנֵיהֶם,mqnyhm,,,,
46:6,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
46:6,רְכוּשָׁם,rkhvshm,,,,
46:6,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
46:6,רָכְשׁוּ,rkhshv,,,,
46:6,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
46:6,כְּנַעַן,khna'an,H3667,also the country inhabited by him,,noun
46:6,וַיָּבֹאוּ,vyv'v,,,,
46:6,מִצְרָיְמָה,mtsrymh,,,,
46:6,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
46:6,וְכָל,kol,H3605,"all, every",అంతయు,noun
46:6,זַרְעוֹ,zr'v,,,,
46:6,אִתּוֹ,'tv,,,,
46:7,בָּנָיו,vnyv,,,,
46:7,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
46:7,בָנָיו,vnyv,,,,
46:7,אִתּוֹ,'tv,,,,
46:7,בְּנֹתָיו,vntyv,,,,
46:7,וּבְנוֹת,banot,H1323,daughters,కమరతల,noun
46:7,בָּנָיו,vnyv,,,,
46:7,וְכָל,kol,H3605,"all, every",అంతయు,noun
46:7,זַרְעוֹ,zr'v,,,,
46:7,הֵבִיא,hvy',,,,
46:7,אִתּוֹ,'tv,,,,
46:7,מִצְרָיְמָה,mtsrymh,,,,
46:7,ס,s,,,,
46:8,וְאֵלֶּה,'alah,H423,a curse,,noun
46:8,שְׁמוֹת,mut,H4191,die,చావు,verb
46:8,בְּנֵי,niy,H5204,apparently from H5091],,noun
46:8,יִשְׂרָאֵל,yshr'l,,,,
46:8,הַבָּאִים,hv'ym,,,,
46:8,מִצְרַיְמָה,mtsrymh,,,,
46:8,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
46:8,וּבָנָיו,banav,H1121,his sons,అతన కమరల,noun
46:8,בְּכֹר,khar,H3733,a meadow,,noun
46:8,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
46:8,רְאוּבֵן,Reuven,H7205,Reuben,రూబేను,noun proper
46:9,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
46:9,רְאוּבֵן,Reuven,H7205,Reuben,రూబేను,noun proper
46:9,חֲנוֹךְ,chnvkh,,,,
46:9,וּפַלּוּא,palv',H6396,an Israelite,,noun proper
46:9,וְחֶצְרוֹן,chetsrvon,H2696,also of two Israelites,,noun location
46:9,וְכַרְמִי,kharmiy,H3757,a Karmite or descendant of Karmi,,adjective
46:10,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
46:10,שִׁמְעוֹן,ma'von,H4584,the name of an Israelite and of a place in Israel,,noun location
46:10,יְמוּאֵל,ymv'el,H3223,an Israelite,,noun proper
46:10,וְיָמִין,yamin,H3225,right hand,కుడిచేయి,noun
46:10,וְאֹהַד,v'hd,,,,
46:10,וְיָכִין,yakhiyn,H3199,the name of three Israelites and of a temple...,,noun proper
46:10,וְצֹחַר,tsachar,H6713,i.e. whiteness,,noun
46:10,וְשָׁאוּל,sha'vl,H7586,the name of an Edomite and two Israelites,,noun proper
46:10,בֶּן,vn,,,,
46:10,הַכְּנַעֲנִית,hkhn'nyt,,,,
46:11,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
46:11,לֵוִי,Levi,H3878,Levi,లేవి,noun proper
46:11,גֵּרְשׁוֹן,grshvn,,,,
46:11,קְהָת,qhat,H6955,an Israelite,,noun proper
46:11,וּמְרָרִי,mrariy,H4848,or decendants of Merari,,adjective
46:12,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
46:12,יְהוּדָה,Yehudah,H3063,Judah,యూదా,noun proper
46:12,עֵר,Er,H6147,Er,ఏరు,noun proper
46:12,וְאוֹנָן,Onan,H209,Onan,ఓనాను,noun proper
46:12,וְשֵׁלָה,shalah,H7953,i.e. remove,,verb
46:12,וָפֶרֶץ,parats,H6555,direct and indirect,,verb
46:12,וָזָרַח,zarach,H2224,specifically,,verb
46:12,וַיָּמָת,vymt,,,,
46:12,עֵר,Er,H6147,Er,ఏరు,noun proper
46:12,וְאוֹנָן,Onan,H209,Onan,ఓనాను,noun proper
46:12,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
46:12,כְּנַעַן,khna'an,H3667,also the country inhabited by him,,noun
46:12,וַיִּהְיוּ,yihyu,H1961,let them be,అగుదురుగాక,verb
46:12,בְנֵי,niy,H5204,apparently from H5091],,noun
46:12,פֶרֶץ,frts,,,,
46:13,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
46:13,יִשָׂשכָר,yshshkhr,,,,
46:13,תּוֹלָע,tvola',H8439,the name of two Israelites,,noun proper
46:13,וּפֻוָּה,vfvh,,,,
46:13,וְיוֹב,yvob,H3102,an Israelite,,noun proper
46:13,וְשִׁמְרוֹן,shimrvon,H8110,the name of an Israelite and of a place in Israel,,noun location
46:14,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
46:14,זְבוּלֻן,Zevulun,H2074,Zebulun,జెబూలూను,noun proper
46:14,סֶרֶד,sered,H5624,an Israelite,,noun proper
46:14,וְאֵלוֹן,'elvon,H436,an oak or other strong tree,,noun
46:14,וְיַחְלְאֵל,yachl'el,H3177,an Israelite,,noun proper
46:15,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
46:15,בְּנֵי,niy,H5204,apparently from H5091],,noun
46:15,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
46:15,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
46:15,יָלְדָה,yldh,,,,
46:15,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
46:15,בְּפַדַּן,vfdn,,,,
46:15,אֲרָם,Aram,H758,Aram,అరాము,noun
46:15,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
46:15,דִּינָה,diynah,H1783,the daughter of Jacob,,noun proper
