Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
32:1,וְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
32:1,הָלַךְ,halak,H1980,"walk, go",నడుచు,verb
32:1,לְדַרְכּוֹ,darko,H1870,his way,అతని మార్గము,noun
32:1,וַיִּפְגְּעוּ,vyfg'v,,,,
32:1,בוֹ,vv,,,,
32:1,מַלְאֲכֵי,ml'khy,,,,
32:1,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
32:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
32:2,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
32:2,כַּאֲשֶׁר,'asher,H834,when,,pronoun reflexive
32:2,רָאָם,r'm,,,,
32:2,מַחֲנֵה,chanah,H2583,camp,,verb
32:2,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
32:2,זֶה,zeh,H2089,a sheep,,noun
32:2,וַיִּקְרָא,vyqr',,,,
32:2,שֵׁם,shem,H8035,a son of Noah,,noun proper
32:2,הַמָּקוֹם,maqom,H4725,place,స్థలము,noun
32:2,הַהוּא,hu,H1931,"he, it",అతడ,
32:2,מַחֲנָיִם,mchnym,,,,
32:2,פ,f,,,,
32:3,וַיִּשְׁלַח,vyshlch,,,,
32:3,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
32:3,מַלְאָכִים,ml'khym,,,,
32:3,לְפָנָיו,lfnyv,,,,
32:3,אֶל,el,H413,"to, toward",వైపు,preposition
32:3,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
32:3,אָחִיו,'chyv,,,,
32:3,אַרְצָה,'rtsh,,,,
32:3,שֵׂעִיר,she'iyr,H8165,a mountain of Idumaea and its aboriginal occupants,,noun proper
32:3,שְׂדֵה,shdh,,,,
32:3,אֱדוֹם,'dvm,,,,
32:4,וַיְצַו,vayetsav,H6680,and commanded,ఆజ్ఞాపించెను,verb
32:4,אֹתָם,'tm,,,,
32:4,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
32:4,כֹּה,khh,,,,
32:4,תֹאמְרוּן,t'mrvn,,,,
32:4,לַאדֹנִי,Adonai,H136,"Lord, Master",ప్రభువు,noun
32:4,לְעֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
32:4,כֹּה,khh,,,,
32:4,אָמַר,amar,H559,"say, speak",చెప్పు,verb
32:4,עַבְדְּךָ,'vdkh,,,,
32:4,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
32:4,עִם,im,H5973,with,తో,preposition
32:4,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
32:4,גַּרְתִּי,grty,,,,
32:4,וָאֵחַר,'achar,H309,defer,,verb
32:5,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
32:5,לִי,ly,,,,
32:5,שׁוֹר,shor,H7794,"ox, bull",ఎద్దు,noun
32:5,וַחֲמוֹר,chamor,H2543,donkey,గాడిద,noun
32:5,צֹאן,tson,H6629,"flock, sheep",మేకలు,noun
32:5,וְעֶבֶד,'abad,H5647,to enslave,,verb
32:5,וְשִׁפְחָה,shipchah,H8198,hand-)maid,,noun
32:5,וָאֶשְׁלְחָה,v'shlchh,,,,
32:5,לְהַגִּיד,higgid,H5046,"tell, declare",చెప్పు,verb
32:5,לַאדֹנִי,Adonai,H136,"Lord, Master",ప్రభువు,noun
32:5,לִמְצֹא,matsa,H4672,find,కనుగొను,verb
32:5,חֵן,chen,H2580,"favor, grace",కృప,noun
32:5,בְּעֵינֶיךָ,v'ynykh,,,,
32:6,וַיָּשֻׁבוּ,yashvu,H3427,they sat/dwelt,వర నవసచర,verb
32:6,הַמַּלְאָכִים,hml'khym,,,,
32:6,אֶל,el,H413,"to, toward",వైపు,preposition
32:6,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
32:6,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
32:6,בָּאנוּ,'anv,H580,we,,personal pronoun
32:6,אֶל,el,H413,"to, toward",వైపు,preposition
32:6,אָחִיךָ,achikha,H251,your brother,నీ సోదరుడు,noun
32:6,אֶל,el,H413,"to, toward",వైపు,preposition
32:6,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
32:6,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
32:6,הֹלֵךְ,holekh,H1980,going,వెళ్ళుచున్న,verb
32:6,לִקְרָאתְךָ,lqr'tkh,,,,
32:6,וְאַרְבַּע,'arba',H704,one of the Anakim,,noun proper
32:6,מֵאוֹת,'vt,H225,to come,,verb
32:7,וַיִּירָא,vyyr',,,,
32:7,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
32:7,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
32:7,וַיֵּצֶר,yatsar,H3335,fashion,,verb
32:7,לוֹ,lv,,,,
32:7,וַיַּחַץ,vychts,,,,
32:7,אֶת,'t,,,,
32:7,הָעָם,am,H5971,"people, nation",ప్రజలు,noun
32:7,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
32:7,אִתּוֹ,'tv,,,,
32:7,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
32:7,הַצֹּאן,tson,H6629,"flock, sheep",మేకలు,noun
32:7,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
32:7,הַבָּקָר,baqar,H1239,admire,,verb
32:7,וְהַגְּמַלִּים,gemallim,H1581,camels,ఒంటెలు,noun
32:8,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
32:8,אִם,im,H518,if,అయితే,particle
32:8,יָבוֹא,yvv',,,,
32:8,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
32:8,אֶל,el,H413,"to, toward",వైపు,preposition
32:8,הַמַּחֲנֶה,machaneh,H4264,camp,శిబిరము,noun
32:8,הָאַחַת,h'cht,,,,
32:8,וְהִכָּהוּ,vhkhhv,,,,
32:8,וְהָיָה,hayah,H1961,"be, become",ఉండు,verb
32:8,הַמַּחֲנֶה,machaneh,H4264,camp,శిబిరము,noun
32:8,הַנִּשְׁאָר,hnsh'r,,,,
32:8,לִפְלֵיטָה,lflyth,,,,
32:9,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
32:9,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
32:9,אֱלֹהֵי,elohei,H430,God of,దేవుడు,noun
32:9,אָבִי,'vy,,,,
32:9,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
32:9,וֵאלֹהֵי,elohei,H430,God of,దేవుడు,noun
32:9,אָבִי,'vy,,,,
32:9,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
32:9,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
32:9,הָאֹמֵר,amar,H559,"say, speak",చెప్పు,verb
32:9,אֵלַי,'ly,,,,
32:9,שׁוּב,shuv,H7725,return!,తిరుగుము,verb
32:9,לְאַרְצְךָ,l'rtskh,,,,
32:9,וּלְמוֹלַדְתְּךָ,vlmvldtkh,,,,
32:9,וְאֵיטִיבָה,v'ytyvh,,,,
32:10,קָטֹנְתִּי,qtnty,,,,
32:10,מִכֹּל,kol,H3605,"all, every",అంతయు,noun
32:10,הַחֲסָדִים,hchsdym,,,,
32:10,וּמִכָּל,kol,H3605,"all, every",అంతయు,noun
32:10,הָאֱמֶת,'emet,H571,truth,"స్థిరత్వం; (అలంకారికంగా) ఖచ్చితత్వం, సత్యం, విశ్వసనీయత",verb
32:10,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
32:10,עָשִׂיתָ,'shyt,,,,
32:10,אֶת,'t,,,,
32:10,עַבְדֶּךָ,'vdkh,,,,
32:10,כִּי,khiy,H3588,antecedent or consequent],,conjunction
32:10,בְמַקְלִי,qalay,H7040,an Israelite,,noun proper
32:10,עָבַרְתִּי,'vrty,,,,
32:10,אֶת,'t,,,,
32:10,הַיַּרְדֵּן,yarden,H3383,the principal river of Israel,,noun location
32:10,הַזֶּה,zeh,H2089,a sheep,,noun
32:11,הַצִּילֵנִי,htsylny,,,,
32:11,נָא,na',H4995,i.e. uncooked,,adjective
32:11,מִיַּד,yad,H3027,hand,చేయి,noun
32:11,אָחִי,achi,H251,my brother,నా సోదరుడు,noun
32:11,מִיַּד,yad,H3027,hand,చేయి,noun
32:11,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
32:11,כִּי,khiy,H3588,antecedent or consequent],,conjunction
32:11,יָרֵא,yare,H3372,fear,భయపడు,verb
32:11,אָנֹכִי,'nkhy,,,,
32:11,אֹתוֹ,'tv,,,,
32:11,פֶּן,fn,,,,
32:11,יָבוֹא,yvv',,,,
32:11,וְהִכַּנִי,vhkhny,,,,
32:11,אֵם,em,H517,mother,తల్లి,noun
32:11,עַל,al,H5921,"upon, over",మీద,preposition
32:12,וְאַתָּה,otah,H853,her,ఆమన,particle unrepresented in English
32:12,אָמַרְתָּ,'mrt,,,,
32:12,הֵיטֵב,yatab,H3190,literally or figuratively,,verb
32:12,אֵיטִיב,'ytyv,,,,
32:12,עִמָּךְ,'mkh,,,,
32:12,וְשַׂמְתִּי,matay,H4970,when?,ఎప్పుడు?,verb
32:12,אֶת,'t,,,,
32:12,זַרְעֲךָ,zr'kh,,,,
32:12,כְּחוֹל,chvl,H2343,also the region settled by him,,noun proper
