Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
44:1,וַיְצַו,vayetsav,H6680,and commanded,ఆజ్ఞాపించెను,verb
44:1,אֶת,'t,,,,
44:1,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
44:1,עַל,al,H5921,"upon, over",మీద,preposition
44:1,בֵּיתוֹ,vytv,,,,
44:1,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
44:1,מַלֵּא,lo,H3808,not,కాదు,verb
44:1,אֶת,'t,,,,
44:1,אַמְתְּחֹת,'mtcht,,,,
44:1,הָאֲנָשִׁים,anashim,H376,men,మనుష్యులు,noun
44:1,אֹכֶל,'khl,,,,
44:1,כַּאֲשֶׁר,'asher,H834,when,,pronoun reflexive
44:1,יוּכְלוּן,yvkhlvn,,,,
44:1,שְׂאֵת,sh'et,H7613,dignity,,noun
44:1,וְשִׂים,sim,H7760,"put, place",పెట్టు,verb
44:2,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
44:2,גְּבִיעִי,gvy'y,,,,
44:2,גְּבִיעַ,gvy',,,,
44:2,הַכֶּסֶף,khasaf,H3700,be greedy,,verb
44:2,תָּשִׂים,tshym,,,,
44:2,בְּפִי,vfy,,,,
44:2,אַמְתַּחַת,'mtcht,,,,
44:2,הַקָּטֹן,qatan,H6997,an Israelite,,noun proper
44:2,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
44:2,כֶּסֶף,khesef,H3701,price,,noun
44:2,שִׁבְרוֹ,shvrv,,,,
44:2,וַיַּעַשׂ,vy'sh,,,,
44:2,כִּדְבַר,dabar,H1696,but used figuratively,మాట్లాడు,verb
44:2,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
44:2,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
44:3,הַבֹּקֶר,baqar,H1239,admire,,verb
44:3,אוֹר,or,H216,light,వెలుగు,noun
44:3,וְהָאֲנָשִׁים,anashim,H376,men,మనుష్యులు,noun
44:3,שֻׁלְּחוּ,shlchv,,,,
44:3,הֵמָּה,mah,H4100,what?,ఏమి?,interrogative
44:3,וַחֲמֹרֵיהֶם,vchmryhm,,,,
44:4,הֵם,hem,H1991,i.e. wealth,,noun
44:4,יָצְאוּ,yts'v,,,,
44:4,אֶת,'t,,,,
44:4,הָעִיר,hair,H5892,the city,ఆ పట్టణము,noun
44:4,לֹא,lo,H3808,not,కాదు,verb
44:4,הִרְחִיקוּ,hrchyqv,,,,
44:4,וְיוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
44:4,אָמַר,amar,H559,"say, speak",చెప్పు,verb
44:4,לַאֲשֶׁר,'asher,H834,when,,pronoun reflexive
44:4,עַל,al,H5921,"upon, over",మీద,preposition
44:4,בֵּיתוֹ,vytv,,,,
44:4,קוּם,qum,H6965,arise,లేచు,verb
44:4,רְדֹף,rdf,,,,
44:4,אַחֲרֵי,acharey,H310,after,తరువాత,verb
44:4,הָאֲנָשִׁים,anashim,H376,men,మనుష్యులు,noun
44:5,הֲלוֹא,halo,H3808,is it not?,కాదా?,verb
44:5,זֶה,zeh,H2089,a sheep,,noun
44:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
44:5,יִשְׁתֶּה,yshth,,,,
44:5,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
44:5,בּוֹ,vv,,,,
44:5,וְהוּא,hu,H1931,"he, it",అతడ,
44:5,נַחֵשׁ,nchsh,,,,
44:5,יְנַחֵשׁ,ynchsh,,,,
44:5,בּוֹ,vv,,,,
44:5,הֲרֵעֹתֶם,hr'tm,,,,
44:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
44:5,עֲשִׂיתֶם,'shytm,,,,
44:6,וַיַּשִּׂגֵם,vyshgm,,,,
44:6,וַיְדַבֵּר,vydvr,,,,
44:6,אֲלֵהֶם,'lhm,,,,
44:6,אֶת,'t,,,,
44:6,הַדְּבָרִים,hdvrym,,,,
