Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
11:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
11:1,כָל,khl,,,,
11:1,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
11:1,שָׂפָה,peh,H6310,specifically edge,"నోరు (బ్లోయింగ్ సాధనంగా), సాహిత్యపరమైన లేదా అలంకారిక (ముఖ్యంగా ప్రసంగం); ప్రత్యేకంగా అంచు, భాగం లేదా వైపు",noun
11:1,אֶחָת,'cht,,,,
11:1,וּדְבָרִים,vdvrym,,,,
11:1,אֲחָדִים,'chdym,,,,
11:2,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
11:2,בְּנָסְעָם,vns'm,,,,
11:2,מִקֶּדֶם,qadam,H6923,to anticipate,,verb
11:2,וַיִּמְצְאוּ,vymts'v,,,,
11:2,בִקְעָה,vq'h,,,,
11:2,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
11:2,שִׁנְעָר,na'ar,H5287,through the idea of the rustling of mane,,verb
11:2,וַיֵּשְׁבוּ,yashvu,H3427,they sat/dwelt,వర నవసచర,verb
11:2,שָׁם,sham,H8033,or thence,,verb
11:3,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
11:3,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
11:3,אֶל,el,H413,"to, toward",వైపు,preposition
11:3,רֵעֵהוּ,r'hv,,,,
11:3,הָבָה,bah,H-,in her/it,దానిలో,
11:3,נִלְבְּנָה,nlvnh,,,,
11:3,לְבֵנִים,benayim,H1143,a double interval,,substantive
11:3,וְנִשְׂרְפָה,vnshrfh,,,,
11:3,לִשְׂרֵפָה,shrepah,H8316,cremation,,noun
11:3,וַתְּהִי,tehi,H1961,let it be,అగుగాక,verb
11:3,לָהֶם,ham,H1990,a region of Israel,,noun location
11:3,הַלְּבֵנָה,libneh,H3839,perhaps the storax,,noun
11:3,לְאָבֶן,even,H68,stone,రాయి,noun
11:3,וְהַחֵמָר,chamar,H2560,befoul,,verb
11:3,הָיָה,hayah,H1961,"be, become",ఉండు,verb
11:4,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
11:4,הָבָה,bah,H-,in her/it,దానిలో,
11:4,נִבְנֶה,nvnh,,,,
11:4,לָּנוּ,lnv,,,,
11:4,עִיר,ir,H5892,city,పట్టణము,noun
11:4,וּמִגְדָּל,migdal,H4026,tower,గోపురము,noun
11:4,וְרֹאשׁוֹ,vr'shv,,,,
11:4,בַשָּׁמַיִם,shamayim,H8064,heavens,ఆకాశములు,noun
