Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
26:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
26:1,רָעָב,ra'ab,H7458,famine,,noun
26:1,בָּאָרֶץ,erets,H776,"land, earth",భూమి,noun
26:1,מִלְּבַד,bad,H907,lie.,,noun
26:1,הָרָעָב,raev,H7456,be hungry,ఆకలిగొను,verb
26:1,הָרִאשׁוֹן,hr'shvn,,,,
26:1,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
26:1,הָיָה,hayah,H1961,"be, become",ఉండు,verb
26:1,בִּימֵי,yemei,H3117,days of,దినములు,noun
26:1,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
26:1,וַיֵּלֶךְ,yalakh,H3212,away,(వాచ్యంగా లేదా అలంకారికంగా) నడవడానికి; (కారణంగా) మోయడానికి (వివిధ భావాలలో),verb
26:1,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
26:1,אֶל,el,H413,"to, toward",వైపు,preposition
26:1,אֲבִימֶּלֶךְ‪[1]‬,'vymlkh,,,,
26:1,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
26:2,וַיֵּרָא,yare,H3372,fear,భయపడు,verb
26:2,אֵלָיו,'lyv,,,,
26:2,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
26:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
26:2,אַל,al,H408,not (imperative),వద్దు,verb
26:2,תֵּרֵד,trd,,,,
26:2,מִצְרָיְמָה,mtsrymh,,,,
26:2,שְׁכֹן,khen,H3654,X manner.,,noun
26:2,בָּאָרֶץ,erets,H776,"land, earth",భూమి,noun
26:2,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
26:2,אֹמַר,'mr,,,,
26:2,אֵלֶיךָ,'lykh,,,,
26:3,גּוּר,gvr,H1483,a place in Israel,,noun location
26:3,בָּאָרֶץ,erets,H776,"land, earth",భూమి,noun
26:3,הַזֹּאת,zot,H2063,this (fem),ఇద,pronoun
26:3,וְאֶהְיֶה,v'hyh,,,,
26:3,עִמְּךָ,'mkh,,,,
26:3,וַאֲבָרְכֶךָּ,v'vrkhkh,,,,
26:3,כִּי,khiy,H3588,antecedent or consequent],,conjunction
26:3,לְךָ,lkh,,,,
26:3,וּלְזַרְעֲךָ,vlzr'kh,,,,
26:3,אֶתֵּן,'tn,,,,
26:3,אֶת,'t,,,,
26:3,כָּל,khl,,,,
26:3,הָאֲרָצֹת,h'rtst,,,,
26:3,הָאֵל,al,H408,not (imperative),వద్దు,verb
26:3,וַהֲקִמֹתִי,vhqmty,,,,
26:4,וְהִרְבֵּיתִי,vhrvyty,,,,
26:4,אֶת,'t,,,,
26:4,זַרְעֲךָ,zr'kh,,,,
26:4,כְּכוֹכְבֵי,khkhvkhvy,,,,
26:4,הַשָּׁמַיִם,shamayim,H8064,heavens,ఆకాశములు,noun
26:4,וְנָתַתִּי,natati,H5414,I gave,నన ఇచచతన,verb
26:4,לְזַרְעֲךָ,lzr'kh,,,,
26:4,אֵת,et,H853,(object marker),-,particle unrepresented in English
26:4,כָּל,khl,,,,
26:4,הָאֲרָצֹת,h'rtst,,,,
26:4,הָאֵל,al,H408,not (imperative),వద్దు,verb
26:4,וְהִתְבָּרֲכוּ,vhtvrkhv,,,,
26:4,בְזַרְעֲךָ,vzr'kh,,,,
26:4,כֹּל,khl,,,,
26:4,גּוֹיֵי,gvyy,,,,
26:5,עֵקֶב,eqev,H6118,because,ఎందుకంటే,verb
26:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
26:5,שָׁמַע,shama',H8085,causatively,"తెలివిగా వినడానికి (తరచుగా శ్రద్ధ, విధేయత మొదలైన వాటితో; కారణం, చెప్పడం మొదలైనవి)",verb
26:5,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
26:5,בְּקֹלִי,qalay,H7040,an Israelite,,noun proper
26:5,וַיִּשְׁמֹר,vyshmr,,,,
26:5,מִשְׁמַרְתִּי,mshmrty,,,,
26:5,מִצְוֺתַי,mtsvty,,,,
26:5,חֻקּוֹתַי,chqvty,,,,
26:5,וְתוֹרֹתָי,vtvrty,,,,
26:6,וַיֵּשֶׁב,yashab,H3427,to dwell,,verb
26:6,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
26:6,בִּגְרָר,garar,H1641,chew,,verb
26:7,וַיִּשְׁאֲלוּ,vysh'lv,,,,
26:7,אַנְשֵׁי,'nshy,,,,
26:7,הַמָּקוֹם,maqom,H4725,place,స్థలము,noun
26:7,לְאִשְׁתּוֹ,ishto,H802,his wife,అతన భరయ,noun
26:7,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
