Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
28:1,וַיִּקְרָא,vyqr',,,,
28:1,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
28:1,אֶל,el,H413,"to, toward",వైపు,preposition
28:1,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
28:1,וַיְבָרֶךְ,vayvarekh,H1288,and blessed,ఆశీర్వదించెను,verb
28:1,אֹתוֹ,'tv,,,,
28:1,וַיְצַוֵּהוּ,vytsvhv,,,,
28:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
28:1,לוֹ,lv,,,,
28:1,לֹא,lo,H3808,not,కాదు,verb
28:1,תִקַּח,tqch,,,,
28:1,אִשָּׁה,'ishah,H801,but used in a liturgical sense],,noun
28:1,מִבְּנוֹת,banot,H1323,daughters,కమరతల,noun
28:1,כְּנָעַן,khn'n,,,,
28:2,קוּם,qum,H6965,arise,లేచు,verb
28:2,לֵךְ,lekh,H1980,go!,వెళ్ళుము,verb
28:2,פַּדֶּנָה,fdnh,,,,
28:2,אֲרָם,Aram,H758,Aram,అరాము,noun
28:2,בֵּיתָה,vyth,,,,
28:2,בְתוּאֵל,vtv'l,,,,
28:2,אֲבִי,avi,H1,father of,తండ్రి,noun
28:2,אִמֶּךָ,'mkh,,,,
28:2,וְקַח,qach,H3947,take!,తసకనమ,verb
28:2,לְךָ,lkh,,,,
28:2,מִשָּׁם,sham,H8033,or thence,,verb
28:2,אִשָּׁה,'ishah,H801,but used in a liturgical sense],,noun
28:2,מִבְּנוֹת,banot,H1323,daughters,కమరతల,noun
28:2,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
28:2,אֲחִי,'achiy,H277,the name of two Israelites,,noun proper
28:3,וְאֵל,al,H408,not (imperative),వద్దు,verb
28:3,שַׁדַּי,shaday,H7706,the Almighty,సర్వశక్తిమంతుడు,noun
28:3,יְבָרֵךְ,yvrkh,,,,
28:3,אֹתְךָ,'tkh,,,,
28:3,וְיַפְרְךָ,vyfrkh,,,,
28:3,וְיַרְבֶּךָ,vyrvkh,,,,
28:3,וְהָיִיתָ,vhyyt,,,,
28:3,לִקְהַל,qahal,H6950,gather .,,verb
28:3,עַמִּים,'mym,,,,
28:4,וְיִתֶּן,yitten,H5414,he will give,అతడ ఇచచన,verb
28:4,לְךָ,lkh,,,,
28:4,אֶת,'t,,,,
28:4,בִּרְכַּת,vrkht,,,,
28:4,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
28:4,לְךָ,lkh,,,,
28:4,וּלְזַרְעֲךָ,vlzr'kh,,,,
28:4,אִתָּךְ,'tkh,,,,
28:4,לְרִשְׁתְּךָ,lrshtkh,,,,
28:4,אֶת,'t,,,,
28:4,אֶרֶץ,erets,H776,"land, earth",భూమి,noun
28:4,מְגֻרֶיךָ,mgrykh,,,,
28:4,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
28:4,נָתַן,natan,H5414,give,ఇచ్చు,verb
28:4,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
28:5,וַיִּשְׁלַח,vyshlch,,,,
28:5,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
28:5,אֶת,'t,,,,
28:5,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
28:5,וַיֵּלֶךְ,yalakh,H3212,away,(వాచ్యంగా లేదా అలంకారికంగా) నడవడానికి; (కారణంగా) మోయడానికి (వివిధ భావాలలో),verb
28:5,פַּדֶּנָה,fdnh,,,,
28:5,אֲרָם,Aram,H758,Aram,అరాము,noun
28:5,אֶל,el,H413,"to, toward",వైపు,preposition
28:5,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
28:5,בֶּן,vn,,,,
28:5,בְּתוּאֵל,btv'el,H1328,the name of a nephew of Abraham,,noun location
28:5,הָאֲרַמִּי,'aramiy,H761,Aramitess.,,adjective
28:5,אֲחִי,'achiy,H277,the name of two Israelites,,noun proper
28:5,רִבְקָה,Rivqah,H7259,Rebekah,రిబ్కా,noun proper
28:5,אֵם,em,H517,mother,తల్లి,noun
28:6,וַיַּרְא,yare,H3372,fear,భయపడు,verb
