Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
12:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
12:1,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
12:1,אֶל,el,H413,"to, toward",వైపు,preposition
12:1,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
12:1,לֶךְ,lkh,,,,
12:1,לְךָ,lkh,,,,
12:1,מֵאַרְצְךָ,m'rtskh,,,,
12:1,וּמִמּוֹלַדְתְּךָ,vmmvldtkh,,,,
12:1,וּמִבֵּית,bayit,H1006,a place in Israel,,noun location
12:1,אָבִיךָ,'vykh,,,,
12:1,אֶל,el,H413,"to, toward",వైపు,preposition
12:1,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
12:1,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
12:1,אַרְאֶךָּ,'r'kh,,,,
12:2,וְאֶעֶשְׂךָ,v''shkh,,,,
12:2,לְגוֹי,goy,H1471,nation,జాతి,noun
12:2,גָּדוֹל,gdvl,,,,
12:2,וַאֲבָרֶכְךָ,v'vrkhkh,,,,
12:2,וַאֲגַדְּלָה,v'gdlh,,,,
12:2,שְׁמֶךָ,shmkh,,,,
12:2,וֶהְיֵה,hayah,H1961,"be, become",ఉండు,verb
12:2,בְּרָכָה,brakhah,H1294,the name of an Israelite,,noun location
12:3,וַאֲבָרֲכָה,v'vrkhh,,,,
12:3,מְבָרְכֶיךָ,mvrkhykh,,,,
12:3,וּמְקַלֶּלְךָ,vmqllkh,,,,
12:3,אָאֹר,''r,,,,
12:3,וְנִבְרְכוּ,vnvrkhv,,,,
12:3,בְךָ,vkh,,,,
12:3,כֹּל,khl,,,,
12:3,מִשְׁפְּחֹת,pachat,H6354,especially for catching animals,,noun
12:3,הָאֲדָמָה,haadamah,H127,the ground,ఆ నేల,noun
12:4,וַיֵּלֶךְ,yalakh,H3212,away,(వాచ్యంగా లేదా అలంకారికంగా) నడవడానికి; (కారణంగా) మోయడానికి (వివిధ భావాలలో),verb
12:4,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
12:4,כַּאֲשֶׁר,'asher,H834,when,,pronoun reflexive
12:4,דִּבֶּר,dvr,,,,
12:4,אֵלָיו,'lyv,,,,
12:4,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
12:4,וַיֵּלֶךְ,yalakh,H3212,away,(వాచ్యంగా లేదా అలంకారికంగా) నడవడానికి; (కారణంగా) మోయడానికి (వివిధ భావాలలో),verb
12:4,אִתּוֹ,'tv,,,,
12:4,לוֹט,Lot,H3876,Lot,లోతు,noun proper
12:4,וְאַבְרָם,'abram,H87,the original name of Abraham,,noun proper
12:4,בֶּן,vn,,,,
12:4,חָמֵשׁ,chamesh,H2568,five,అయిదు,noun
12:4,שָׁנִים,shnym,,,,
12:4,וְשִׁבְעִים,shib'iym,H7657,threescore and ten .,,number
12:4,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
