Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
6:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
6:1,כִּי,khiy,H3588,antecedent or consequent],,conjunction
6:1,הֵחֵל,hchl,,,,
6:1,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
6:1,לָרֹב,rav,H7227,"many, great",అనేకము,adjective
6:1,עַל,al,H5921,"upon, over",మీద,preposition
6:1,פְּנֵי,fny,,,,
6:1,הָאֲדָמָה,haadamah,H127,the ground,ఆ నేల,noun
6:1,וּבָנוֹת,banot,H1323,daughters,కమరతల,noun
6:1,יֻלְּדוּ,yldv,,,,
6:1,לָהֶם,ham,H1990,a region of Israel,,noun location
6:2,וַיִּרְאוּ,vyr'v,,,,
6:2,בְנֵי,niy,H5204,apparently from H5091],,noun
6:2,הָאֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
6:2,אֶת,'t,,,,
6:2,בְּנוֹת,vnvt,,,,
6:2,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
6:2,כִּי,khiy,H3588,antecedent or consequent],,conjunction
6:2,טֹבֹת,tvt,,,,
6:2,הֵנָּה,henah,H2008,hither,,verb
6:2,וַיִּקְחוּ,vyqchv,,,,
6:2,לָהֶם,ham,H1990,a region of Israel,,noun location
6:2,נָשִׁים,nshym,,,,
6:2,מִכֹּל,kol,H3605,"all, every",అంతయు,noun
6:2,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
6:2,בָּחָרוּ,vchrv,,,,
6:3,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
6:3,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
6:3,לֹא,lo,H3808,not,కాదు,verb
6:3,יָדוֹן,yadvon,H3036,an Israelite,,noun proper
6:3,רוּחִי,rvchy,,,,
6:3,בָאָדָם,'adam,H119,made) red,ఎర్రగా చేయు,verb
6:3,לְעֹלָם,'alam,H5956,i.e. conceal,,verb
6:3,בְּשַׁגַּם,gam,H1571,often repeated as correl. both...and,,verb
6:3,הוּא,hv',,,,
6:3,בָשָׂר,shar,H8269,chief,,noun
6:3,וְהָיוּ,vhyv,,,,
6:3,יָמָיו,yamav,H3117,his days,అతని దినములు,noun
6:3,מֵאָה,meah,H3967,hundred,వంద,noun
6:3,וְעֶשְׂרִים,'eshriym,H6242,twenty.,,noun
6:3,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
6:4,הַנְּפִלִים,hnflym,,,,
6:4,הָיוּ,hyv,,,,
6:4,בָאָרֶץ,erets,H776,"land, earth",భూమి,noun
6:4,בַּיָּמִים,yamim,H3117,days,దినములు,noun
6:4,הָהֵם,ham,H1990,a region of Israel,,noun location
6:4,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
6:4,אַחֲרֵי,acharey,H310,after,తరువాత,verb
6:4,כֵן,khn,,,,
6:4,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
6:4,יָבֹאוּ,yv'v,,,,
6:4,בְּנֵי,niy,H5204,apparently from H5091],,noun
6:4,הָאֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
6:4,אֶל,el,H413,"to, toward",వైపు,preposition
6:4,בְּנוֹת,vnvt,,,,
6:4,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
6:5,וַיַּרְא,yare,H3372,fear,భయపడు,verb
6:5,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
6:5,כִּי,khiy,H3588,antecedent or consequent],,conjunction
6:5,רַבָּה,rabah,H7237,the name of two places in Israel,,noun location
6:5,רָעַת,r't,,,,
6:5,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
6:5,בָּאָרֶץ,erets,H776,"land, earth",భూమి,noun
6:5,וְכָל,kol,H3605,"all, every",అంతయు,noun
6:5,יֵצֶר,yetser,H3337,an Israelite,,noun proper
6:5,מַחְשְׁבֹת,mchshvt,,,,
6:5,לִבּוֹ,libbo,H3820,his heart,అతని హృదయము,noun
6:5,רַק,raq,H7535,only,మాత్రమే,verb
6:5,רַע,ra,H7451,"evil, bad",చెడు,adjective
6:5,כָּל,khl,,,,
6:5,הַיּוֹם,hayyom,H3117,"the day, today",ఈ దినము,noun
6:6,וַיִּנָּחֶם,vynchm,,,,
6:6,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
6:6,כִּי,khiy,H3588,antecedent or consequent],,conjunction
6:6,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
6:6,אֶת,'t,,,,
6:6,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
6:6,בָּאָרֶץ,erets,H776,"land, earth",భూమి,noun
6:6,וַיִּתְעַצֵּב,vyt'tsv,,,,
6:6,אֶל,el,H413,"to, toward",వైపు,preposition
6:6,לִבּוֹ,libbo,H3820,his heart,అతని హృదయము,noun
6:7,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
6:7,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
6:7,אֶמְחֶה,'mchh,,,,
6:7,אֶת,'t,,,,
6:7,הָאָדָם,ha'adam,H120,"the man, Adam",ఆదాము,noun
6:7,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
6:7,בָּרָאתִי,vr'ty,,,,
6:7,מֵעַל,al,H5921,"upon, over",మీద,preposition
6:7,פְּנֵי,fny,,,,
6:7,הָאֲדָמָה,haadamah,H127,the ground,ఆ నేల,noun
6:7,מֵאָדָם,'adam,H119,made) red,ఎర్రగా చేయు,verb
6:7,עַד,ad,H5704,"until, as far as",వరకు,preposition
