Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
7:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
7:1,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
7:1,לְנֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:1,בֹּא,v',,,,
7:1,אַתָּה,'th,,,,
7:1,וְכָל,kol,H3605,"all, every",అంతయు,noun
7:1,בֵּיתְךָ,vytkh,,,,
7:1,אֶל,el,H413,"to, toward",వైపు,preposition
7:1,הַתֵּבָה,tebah,H8392,a box,,noun
7:1,כִּי,khiy,H3588,antecedent or consequent],,conjunction
7:1,אֹתְךָ,'tkh,,,,
7:1,רָאִיתִי,raiti,H7200,I saw,నేను చూచితిని,verb
7:1,צַדִּיק,tsdyq,,,,
7:1,לְפָנַי,lefanay,H6440,before me,నా ముందు,noun
7:1,בַּדּוֹר,dvr,H1754,ball or pile,,noun
7:2,מִכֹּל,kol,H3605,"all, every",అంతయు,noun
7:2,הַבְּהֵמָה,bhemah,H929,cattle.,,noun
7:2,הַטְּהוֹרָה,hthvrh,,,,
7:2,תִּקַּח,tqch,,,,
7:2,לְךָ,lkh,,,,
7:2,שִׁבְעָה,ba'ah,H1158,inquire,,verb
7:2,שִׁבְעָה,ba'ah,H1158,inquire,,verb
7:2,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
7:2,וְאִשְׁתּוֹ,ishto,H802,his wife,అతన భరయ,noun
7:2,וּמִן,man,H4478,i.e. manna,,noun
7:2,הַבְּהֵמָה,bhemah,H929,cattle.,,noun
7:2,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
7:2,לֹא,lo,H3808,not,కాదు,verb
7:2,טְהֹרָה,thrh,,,,
7:2,הִוא,hv',,,,
7:3,גַּם,gam,H1571,often repeated as correl. both...and,,verb
7:3,מֵעוֹף,uf,H5774,fly,ఎగురు,verb
7:3,הַשָּׁמַיִם,shamayim,H8064,heavens,ఆకాశములు,noun
7:3,שִׁבְעָה,ba'ah,H1158,inquire,,verb
7:3,שִׁבְעָה,ba'ah,H1158,inquire,,verb
7:3,זָכָר,zakar,H2145,male,పురుషుడు,adjective
7:3,וּנְקֵבָה,neqevah,H5347,female,స్త్రీ,noun
7:3,לְחַיּוֹת,chayvt,H2424,life,,noun
7:3,זֶרַע,zera,H2233,"seed, offspring",సంతానము,noun
7:3,עַל,al,H5921,"upon, over",మీద,preposition
7:3,פְּנֵי,fny,,,,
7:3,כָל,khl,,,,
7:3,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
7:4,כִּי,khiy,H3588,antecedent or consequent],,conjunction
7:4,לְיָמִים,yamim,H3117,days,దినములు,noun
7:4,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
7:4,שִׁבְעָה,ba'ah,H1158,inquire,,verb
7:4,אָנֹכִי,'nkhy,,,,
7:4,מַמְטִיר,mmtyr,,,,
7:4,עַל,al,H5921,"upon, over",మీద,preposition
7:4,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
7:4,אַרְבָּעִים,'rv'ym,,,,
7:4,יוֹם,yom,H3117,day,దినము,noun
7:4,וְאַרְבָּעִים,'arba'iym,H705,forty,,adjective
7:4,לָיְלָה,laylah,H3915,night,రాత్రి,noun
7:4,וּמָחִיתִי,vmchyty,,,,
7:4,אֶת,'t,,,,
7:4,כָּל,khl,,,,
7:5,וַיַּעַשׂ,vy'sh,,,,
7:5,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:5,כְּכֹל,kol,H3605,"all, every",అంతయు,noun
7:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
7:5,צִוָּהוּ,tsvhv,,,,
7:5,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
7:6,וְנֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:6,בֶּן,vn,,,,
7:6,שֵׁשׁ,shsh,,,,
7:6,מֵאוֹת,'vt,H225,to come,,verb
7:6,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
7:6,וְהַמַּבּוּל,mabbul,H3999,flood,జలప్రళయము,noun
7:6,הָיָה,hayah,H1961,"be, become",ఉండు,verb
7:6,מַיִם,mayim,H4325,waters,జలములు,noun
7:6,עַל,al,H5921,"upon, over",మీద,preposition
7:6,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
7:7,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
7:7,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:7,וּבָנָיו,banav,H1121,his sons,అతన కమరల,noun
7:7,וְאִשְׁתּוֹ,ishto,H802,his wife,అతన భరయ,noun
7:7,וּנְשֵׁי,nshiy,H5386,a debt,,noun
7:7,בָנָיו,vnyv,,,,
7:7,אִתּוֹ,'tv,,,,
7:7,אֶל,el,H413,"to, toward",వైపు,preposition
7:7,הַתֵּבָה,tebah,H8392,a box,,noun
7:7,מִפְּנֵי,penei,H6440,face of,ముఖము,noun
7:7,מֵי,my,,,,
7:7,הַמַּבּוּל,mabbul,H3999,flood,జలప్రళయము,noun
7:8,מִן,min,H4480,from,నుండి,preposition
7:8,הַבְּהֵמָה,bhemah,H929,cattle.,,noun
7:8,הַטְּהוֹרָה,hthvrh,,,,
7:8,וּמִן,man,H4478,i.e. manna,,noun
7:8,הַבְּהֵמָה,bhemah,H929,cattle.,,noun
7:8,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
7:8,אֵינֶנָּה,'ynnh,,,,
7:8,טְהֹרָה,thrh,,,,
7:8,וּמִן,man,H4478,i.e. manna,,noun
7:8,הָעוֹף,uf,H5774,fly,ఎగురు,verb
7:8,וְכֹל,kol,H3605,"all, every",అంతయు,noun
7:8,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
7:8,רֹמֵשׂ,rmsh,,,,
7:8,עַל,al,H5921,"upon, over",మీద,preposition
7:8,הָאֲדָמָה,haadamah,H127,the ground,ఆ నేల,noun
7:9,שְׁנַיִם,shnym,,,,
7:9,שְׁנַיִם,shnym,,,,
7:9,בָּאוּ,o,H176,or,లద,conjunction
7:9,אֶל,el,H413,"to, toward",వైపు,preposition
7:9,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:9,אֶל,el,H413,"to, toward",వైపు,preposition
7:9,הַתֵּבָה,tebah,H8392,a box,,noun
7:9,זָכָר,zakar,H2145,male,పురుషుడు,adjective
7:9,וּנְקֵבָה,neqevah,H5347,female,స్త్రీ,noun
7:9,כַּאֲשֶׁר,'asher,H834,when,,pronoun reflexive
7:9,צִוָּה,tsvh,,,,
7:9,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
7:9,אֶת,'t,,,,
7:9,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:10,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
7:10,לְשִׁבְעַת,ba'at,H1204,be afraid,,verb
7:10,הַיָּמִים,yamim,H3117,days,దినములు,noun
7:10,וּמֵי,mi,H4310,who?,ఎవరు?,interrogative
7:10,הַמַּבּוּל,mabbul,H3999,flood,జలప్రళయము,noun
7:10,הָיוּ,hyv,,,,
7:10,עַל,al,H5921,"upon, over",మీద,preposition
7:10,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
7:11,בִּשְׁנַת,shnat,H8153,sleep,,noun
7:11,שֵׁשׁ,shsh,,,,
7:11,מֵאוֹת,'vt,H225,to come,,verb
7:11,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
7:11,לְחַיֵּי,chayay,H2425,save life.,,verb
7:11,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:11,בַּחֹדֶשׁ,chadash,H2318,to rebuild,,verb
7:11,הַשֵּׁנִי,shaniy,H8144,properly,,noun
7:11,בְּשִׁבְעָה,shib'ah,H7653,satiety,,noun
7:11,עָשָׂר,'ashar,H6240,-teenth,,noun
7:11,יוֹם,yom,H3117,day,దినము,noun
7:11,לַחֹדֶשׁ,chadash,H2318,to rebuild,,verb
7:11,בַּיּוֹם,yom,H3117,day,దినము,noun
7:11,הַזֶּה,zeh,H2089,a sheep,,noun
7:11,נִבְקְעוּ,nvq'v,,,,
7:12,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
7:12,הַגֶּשֶׁם,gasham,H1652,to shower violently,,verb
7:12,עַל,al,H5921,"upon, over",మీద,preposition
7:12,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
7:12,אַרְבָּעִים,'rv'ym,,,,
7:12,יוֹם,yom,H3117,day,దినము,noun
7:12,וְאַרְבָּעִים,'arba'iym,H705,forty,,adjective
7:12,לָיְלָה,laylah,H3915,night,రాత్రి,noun
7:13,בְּעֶצֶם,'atsam,H6105,intransitively,,verb
7:13,הַיּוֹם,hayyom,H3117,"the day, today",ఈ దినము,noun
7:13,הַזֶּה,zeh,H2089,a sheep,,noun
7:13,בָּא,v',,,,
7:13,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:13,וְשֵׁם,sham,H8033,or thence,,verb
7:13,וְחָם,Cham,H2526,Ham,హాము,noun location
7:13,וָיֶפֶת,Yefet,H3315,Japheth,యెఫెతు,noun proper
7:13,בְּנֵי,niy,H5204,apparently from H5091],,noun
7:13,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:13,וְאֵשֶׁת,eshet,H802,wife of,భార్య,noun
7:13,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
7:13,וּשְׁלֹשֶׁת,vshlsht,,,,
7:13,נְשֵׁי,nshy,,,,
7:13,בָנָיו,vnyv,,,,
7:14,הֵמָּה,mah,H4100,what?,ఏమి?,interrogative
