Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
17:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
17:1,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
17:1,בֶּן,vn,,,,
17:1,תִּשְׁעִים,tsh'ym,,,,
17:1,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
17:1,וְתֵשַׁע,tesha,H8672,nine,తొమ్మిది,noun enumeration
17:1,שָׁנִים,shnym,,,,
17:1,וַיֵּרָא,yare,H3372,fear,భయపడు,verb
17:1,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
17:1,אֶל,el,H413,"to, toward",వైపు,preposition
17:1,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
17:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
17:1,אֵלָיו,'lyv,,,,
17:1,אֲנִי,'aniy,H589,me,,personal pronoun
17:1,אֵל,El,H410,God (mighty one),దేవుడు,noun
17:2,וְאֶתְּנָה,'etnah,H866,a present,,noun
17:2,בְרִיתִי,vryty,,,,
17:2,בֵּינִי,vyny,,,,
17:2,וּבֵינֶךָ,vvynkh,,,,
17:2,וְאַרְבֶּה,'arbeh,H697,locust.,,noun
17:2,אוֹתְךָ,'vtkh,,,,
17:2,בִּמְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
17:2,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
17:3,וַיִּפֹּל,vyfl,,,,
17:3,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
17:3,עַל,al,H5921,"upon, over",మీద,preposition
17:3,פָּנָיו,fnyv,,,,
17:3,וַיְדַבֵּר,vydvr,,,,
17:3,אִתּוֹ,'tv,,,,
17:3,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
17:3,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
17:4,אֲנִי,'aniy,H589,me,,personal pronoun
17:4,הִנֵּה,hineh,H2009,lo,,particle demonstrative
17:4,בְרִיתִי,vryty,,,,
17:4,אִתָּךְ,'tkh,,,,
17:4,וְהָיִיתָ,vhyyt,,,,
17:4,לְאַב,av,H1,father,తండ్రి,noun
17:4,הֲמוֹן,hmvn,,,,
17:4,גּוֹיִם,goyim,H1471,nations,జాతులు,noun
17:5,וְלֹא,lo,H3808,not,కాదు,verb
17:5,יִקָּרֵא,yqr',,,,
17:5,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
17:5,אֶת,'t,,,,
17:5,שִׁמְךָ,shmkh,,,,
17:5,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
17:5,וְהָיָה,hayah,H1961,"be, become",ఉండు,verb
17:5,שִׁמְךָ,shmkh,,,,
17:5,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
17:5,כִּי,khiy,H3588,antecedent or consequent],,conjunction
17:5,אַב,'v,,,,
17:5,הֲמוֹן,hmvn,,,,
17:5,גּוֹיִם,goyim,H1471,nations,జాతులు,noun
17:5,נְתַתִּיךָ,nttykh,,,,
17:6,וְהִפְרֵתִי,vhfrty,,,,
17:6,אֹתְךָ,'tkh,,,,
17:6,בִּמְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
17:6,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
17:6,וּנְתַתִּיךָ,vnttykh,,,,
17:6,לְגוֹיִם,goyim,H1471,nations,జాతులు,noun
17:6,וּמְלָכִים,vmlkhym,,,,
17:6,מִמְּךָ,mmkh,,,,
17:6,יֵצֵאוּ,yts'v,,,,
17:7,וַהֲקִמֹתִי,vhqmty,,,,
17:7,אֶת,'t,,,,
17:7,בְּרִיתִי,vryty,,,,
17:7,בֵּינִי,vyny,,,,
17:7,וּבֵינֶךָ,vvynkh,,,,
17:7,וּבֵין,biyn,H995,consider,,verb
17:7,זַרְעֲךָ,zr'kh,,,,
17:7,אַחֲרֶיךָ,acharekha,H310,after you,నీ తరువాత,verb
17:7,לְדֹרֹתָם,ldrtm,,,,
17:7,לִבְרִית,briyt,H1286,a Shechemitish deity,,noun proper
17:7,עוֹלָם,olam,H5769,"forever, eternity",నిత్యము,noun
17:7,לִהְיוֹת,lhyvt,,,,
17:7,לְךָ,lkh,,,,
17:7,לֵאלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
17:7,וּלְזַרְעֲךָ,vlzr'kh,,,,
17:8,וְנָתַתִּי,natati,H5414,I gave,నన ఇచచతన,verb
17:8,לְךָ,lkh,,,,
17:8,וּלְזַרְעֲךָ,vlzr'kh,,,,
17:8,אַחֲרֶיךָ,acharekha,H310,after you,నీ తరువాత,verb
17:8,אֵת,et,H853,(object marker),-,particle unrepresented in English
17:8,אֶרֶץ,erets,H776,"land, earth",భూమి,noun
17:8,מְגֻרֶיךָ,mgrykh,,,,
17:8,אֵת,et,H853,(object marker),-,particle unrepresented in English
17:8,כָּל,khl,,,,
17:8,אֶרֶץ,erets,H776,"land, earth",భూమి,noun
17:8,כְּנַעַן,khna'an,H3667,also the country inhabited by him,,noun
17:8,לַאֲחֻזַּת,l'chzt,,,,
17:8,עוֹלָם,olam,H5769,"forever, eternity",నిత్యము,noun
17:8,וְהָיִיתִי,vhyyty,,,,
17:8,לָהֶם,ham,H1990,a region of Israel,,noun location
17:9,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
17:9,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
17:9,אֶל,el,H413,"to, toward",వైపు,preposition
17:9,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
17:9,וְאַתָּה,otah,H853,her,ఆమన,particle unrepresented in English
17:9,אֶת,'t,,,,
17:9,בְּרִיתִי,vryty,,,,
17:9,תִשְׁמֹר,tshmr,,,,
17:9,אַתָּה,'th,,,,
17:9,וְזַרְעֲךָ,vzr'kh,,,,
17:9,אַחֲרֶיךָ,acharekha,H310,after you,నీ తరువాత,verb
17:9,לְדֹרֹתָם,ldrtm,,,,
17:10,זֹאת,z't,,,,
17:10,בְּרִיתִי,vryty,,,,
17:10,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
17:10,תִּשְׁמְרוּ,tshmrv,,,,
17:10,בֵּינִי,vyny,,,,
17:10,וּבֵינֵיכֶם,vvynykhm,,,,
17:10,וּבֵין,biyn,H995,consider,,verb
17:10,זַרְעֲךָ,zr'kh,,,,
17:10,אַחֲרֶיךָ,acharekha,H310,after you,నీ తరువాత,verb
17:10,הִמּוֹל,mvl,H4135,to blunt,,verb
17:10,לָכֶם,lkhm,,,,
17:10,כָּל,khl,,,,
17:10,זָכָר,zakar,H2145,male,పురుషుడు,adjective
17:11,וּנְמַלְתֶּם,vnmltm,,,,
17:11,אֵת,et,H853,(object marker),-,particle unrepresented in English
17:11,בְּשַׂר,shar,H8269,chief,,noun
17:11,עָרְלַתְכֶם,'rltkhm,,,,
17:11,וְהָיָה,hayah,H1961,"be, become",ఉండు,verb
17:11,לְאוֹת,'vt,H225,to come,,verb
17:11,בְּרִית,vryt,,,,
17:11,בֵּינִי,vyny,,,,
17:11,וּבֵינֵיכֶם,vvynykhm,,,,
17:12,וּבֶן,ben,H1122,an Israelite,,noun proper
17:12,שְׁמֹנַת,mnat,H4521,law or providence),,noun
17:12,יָמִים,yamim,H3117,days,దినములు,noun
17:12,יִמּוֹל,ymvl,,,,
17:12,לָכֶם,lkhm,,,,
17:12,כָּל,khl,,,,
17:12,זָכָר,zakar,H2145,male,పురుషుడు,adjective
17:12,לְדֹרֹתֵיכֶם,ldrtykhm,,,,
17:12,יְלִיד,ylyd,,,,
17:12,בָּיִת,vyt,,,,
17:12,וּמִקְנַת,qnat,H7079,a place East of the Jordan,,noun location
17:12,כֶּסֶף,khesef,H3701,price,,noun
17:12,מִכֹּל,kol,H3605,"all, every",అంతయు,noun
17:12,בֶּן,vn,,,,
17:12,נֵכָר,nekhar,H5236,or a foreigner,,noun
17:13,הִמּוֹל,mvl,H4135,to blunt,,verb
17:13,יִמּוֹל,ymvl,,,,
17:13,יְלִיד,ylyd,,,,
17:13,בֵּיתְךָ,vytkh,,,,
17:13,וּמִקְנַת,qnat,H7079,a place East of the Jordan,,noun location
17:13,כַּסְפֶּךָ,khsfkh,,,,
17:13,וְהָיְתָה,vhyth,,,,
17:13,בְרִיתִי,vryty,,,,
