Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
2:1,וַיְכֻלּוּ,vykhlv,,,,
2:1,הַשָּׁמַיִם,shamayim,H8064,heavens,ఆకాశములు,noun
2:1,וְהָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
2:1,וְכָל,kol,H3605,"all, every",అంతయు,noun
2:1,צְבָאָם,tsv'm,,,,
2:2,וַיְכַל,vykhl,,,,
2:2,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
2:2,בַּיּוֹם,yom,H3117,day,దినము,noun
2:2,הַשְּׁבִיעִי,hshvy'y,,,,
2:2,מְלַאכְתּוֹ,ml'khtv,,,,
2:2,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
2:2,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
2:2,וַיִּשְׁבֹּת,yashavta,H3427,you sat/dwelt,నవ నవసచతవ,verb
2:2,בַּיּוֹם,yom,H3117,day,దినము,noun
2:2,הַשְּׁבִיעִי,hshvy'y,,,,
2:2,מִכָּל,kol,H3605,"all, every",అంతయు,noun
2:2,מְלַאכְתּוֹ,ml'khtv,,,,
2:2,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
2:2,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
2:3,וַיְבָרֶךְ,vayvarekh,H1288,and blessed,ఆశీర్వదించెను,verb
2:3,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
2:3,אֶת,'t,,,,
2:3,יוֹם,yom,H3117,day,దినము,noun
2:3,הַשְּׁבִיעִי,hshvy'y,,,,
2:3,וַיְקַדֵּשׁ,vyqdsh,,,,
2:3,אֹתוֹ,'tv,,,,
2:3,כִּי,khiy,H3588,antecedent or consequent],,conjunction
2:3,בוֹ,vv,,,,
2:3,שָׁבַת,shabat,H7673,used in many implied relations,,verb
