Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
27:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
27:1,כִּי,khiy,H3588,antecedent or consequent],,conjunction
27:1,זָקֵן,zaqen,H2205,"old, elder",పెద్ద,adjective
27:1,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
27:1,וַתִּכְהֶיןָ,vtkhhyn,,,,
27:1,עֵינָיו,'ynyv,,,,
27:1,מֵרְאֹת,mr't,,,,
27:1,וַיִּקְרָא,vyqr',,,,
27:1,אֶת,'t,,,,
27:1,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
27:1,בְּנוֹ,vnv,,,,
27:1,הַגָּדֹל,gadal,H1431,to make large,,verb
27:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
27:1,אֵלָיו,'lyv,,,,
27:1,בְּנִי,niy,H5204,apparently from H5091],,noun
27:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
27:2,הִנֵּה,hineh,H2009,lo,,particle demonstrative
27:2,נָא,na',H4995,i.e. uncooked,,adjective
27:2,זָקַנְתִּי,zqnty,,,,
27:2,לֹא,lo,H3808,not,కాదు,verb
27:2,יָדַעְתִּי,yd'ty,,,,
27:2,יוֹם,yom,H3117,day,దినము,noun
27:2,מוֹתִי,mvty,,,,
27:3,וְעַתָּה,attah,H6258,now,ఇప్పుడు,verb
27:3,שָׂא,sh',,,,
27:3,נָא,na',H4995,i.e. uncooked,,adjective
27:3,כֵלֶיךָ,yakh,H3197,a hand or side,,noun
27:3,תֶּלְיְךָ,tlykh,,,,
27:3,וְקַשְׁתֶּךָ,vqshtkh,,,,
27:3,וְצֵא,tse,H3318,go out!,వళళమ,verb
27:3,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
27:3,וְצוּדָה,vtsvdh,,,,
27:3,לִּי,ly,,,,
27:3,*צידה,tsydh,,,,
27:3,**צָיִד,tsyd,,,,
27:4,וַעֲשֵׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
27:4,לִי,ly,,,,
27:4,מַטְעַמִּים,mt'mym,,,,
27:4,כַּאֲשֶׁר,'asher,H834,when,,pronoun reflexive
27:4,אָהַבְתִּי,'hvty,,,,
27:4,וְהָבִיאָה,vhvy'h,,,,
27:4,לִּי,ly,,,,
27:4,וְאֹכֵלָה,v'khlh,,,,
27:4,בַּעֲבוּר,'abvr,H5669,used only of stored grain,,noun
27:4,תְּבָרֶכְךָ,tvrkhkh,,,,
27:4,נַפְשִׁי,nfshy,,,,
27:4,בְּטֶרֶם,terem,H2962,not yet or before,,preposition
27:4,אָמוּת,'mvt,,,,
27:5,וְרִבְקָה,ribqah,H7259,the wife of Isaac,,noun proper
27:5,שֹׁמַעַת,et,H6256,time,సమయము,noun
27:5,בְּדַבֵּר,dabar,H1696,but used figuratively,మాట్లాడు,verb
27:5,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
27:5,אֶל,el,H413,"to, toward",వైపు,preposition
27:5,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
27:5,בְּנוֹ,vnv,,,,
27:5,וַיֵּלֶךְ,yalakh,H3212,away,(వాచ్యంగా లేదా అలంకారికంగా) నడవడానికి; (కారణంగా) మోయడానికి (వివిధ భావాలలో),verb
27:5,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
27:5,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
27:5,לָצוּד,tsvd,H6679,victual,,verb
27:5,צַיִד,tsayid,H6718,"hunting, game",వేట,noun
27:5,לְהָבִיא,hevi,H935,bring,తచచ,verb
27:6,וְרִבְקָה,ribqah,H7259,the wife of Isaac,,noun proper
27:6,אָמְרָה,'mrh,,,,
27:6,אֶל,el,H413,"to, toward",వైపు,preposition
27:6,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
27:6,בְּנָהּ,vnh,,,,
27:6,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
27:6,הִנֵּה,hineh,H2009,lo,,particle demonstrative
27:6,שָׁמַעְתִּי,shm'ty,,,,
27:6,אֶת,'t,,,,
27:6,אָבִיךָ,'vykh,,,,
27:6,מְדַבֵּר,dabar,H1696,but used figuratively,మాట్లాడు,verb
27:6,אֶל,el,H413,"to, toward",వైపు,preposition
27:6,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
27:6,אָחִיךָ,achikha,H251,your brother,నీ సోదరుడు,noun
27:6,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
