Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
18:1,וַיֵּרָא,yare,H3372,fear,భయపడు,verb
18:1,אֵלָיו,'lyv,,,,
18:1,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
18:1,בְּאֵלֹנֵי,v'lny,,,,
18:1,מַמְרֵא,Mamre,H4471,Mamre,మమ్రే,noun location
18:1,וְהוּא,hu,H1931,"he, it",అతడ,
18:1,יֹשֵׁב,yshv,,,,
18:1,פֶּתַח,petach,H6607,i.e. door or entrance way,,noun
18:1,הָאֹהֶל,haohel,H168,the tent,ఆ గుడారము,noun
18:1,כְּחֹם,Cham,H2526,Ham,హాము,noun location
18:1,הַיּוֹם,hayyom,H3117,"the day, today",ఈ దినము,noun
18:2,וַיִּשָּׂא,vysh',,,,
18:2,עֵינָיו,'ynyv,,,,
18:2,וַיַּרְא,yare,H3372,fear,భయపడు,verb
18:2,וְהִנֵּה,henah,H2008,hither,,verb
18:2,שְׁלֹשָׁה,shlshh,,,,
18:2,אֲנָשִׁים,'nshym,,,,
18:2,נִצָּבִים,ntsvym,,,,
18:2,עָלָיו,'lyv,,,,
18:2,וַיַּרְא,yare,H3372,fear,భయపడు,verb
18:2,וַיָּרָץ,vyrts,,,,
18:2,לִקְרָאתָם,lqr'tm,,,,
18:2,מִפֶּתַח,patach,H6605,to loosen,,verb
18:2,הָאֹהֶל,haohel,H168,the tent,ఆ గుడారము,noun
18:2,וַיִּשְׁתַּחוּ,vyshtchv,,,,
18:2,אָרְצָה,'rtsh,,,,
18:3,וַיֹּאמַר,yomar,H559,he will say,అతడ చపపన,verb
18:3,אֲדֹנָי,Adonai,H136,"Lord, Master",ప్రభువు,noun
18:3,אִם,im,H518,if,అయితే,particle
18:3,נָא,na',H4995,i.e. uncooked,,adjective
18:3,מָצָאתִי,mts'ty,,,,
18:3,חֵן,chen,H2580,"favor, grace",కృప,noun
18:3,בְּעֵינֶיךָ,v'ynykh,,,,
18:3,אַל,al,H408,not (imperative),వద్దు,verb
18:3,נָא,na',H4995,i.e. uncooked,,adjective
18:3,תַעֲבֹר,t'vr,,,,
18:3,מֵעַל,al,H5921,"upon, over",మీద,preposition
18:3,עַבְדֶּךָ,'vdkh,,,,
18:4,יֻקַּח,yqch,,,,
18:4,נָא,na',H4995,i.e. uncooked,,adjective
18:4,מְעַט,meat,H4592,"few, little",కొద్దిగా,substantive
18:4,מַיִם,mayim,H4325,waters,జలములు,noun
18:4,וְרַחֲצוּ,vrchtsv,,,,
18:4,רַגְלֵיכֶם,rglykhm,,,,
18:4,וְהִשָּׁעֲנוּ,vhsh'nv,,,,
18:4,תַּחַת,tachat,H8480,the name of a place in the Desert,,noun location
18:4,הָעֵץ,haets,H6086,the tree,ఆ వృక్షము,noun
18:5,וְאֶקְחָה,v'qchh,,,,
18:5,פַת,ft,,,,
18:5,לֶחֶם,lechem,H3899,"bread, food",రొట్టె,noun
18:5,וְסַעֲדוּ,vs'dv,,,,
18:5,לִבְּכֶם,lvkhm,,,,
18:5,אַחַר,achar,H310,after,తరువాత,verb
18:5,תַּעֲבֹרוּ,t'vrv,,,,
18:5,כִּי,khiy,H3588,antecedent or consequent],,conjunction
18:5,עַל,al,H5921,"upon, over",మీద,preposition
18:5,כֵּן,khen,H3654,X manner.,,noun
18:5,עֲבַרְתֶּם,'vrtm,,,,
18:5,עַל,al,H5921,"upon, over",మీద,preposition
18:5,עַבְדְּכֶם,'vdkhm,,,,
18:5,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
18:5,כֵּן,khen,H3654,X manner.,,noun
18:6,וַיְמַהֵר,vymhr,,,,
18:6,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
18:6,הָאֹהֱלָה,h'hlh,,,,
18:6,אֶל,el,H413,"to, toward",వైపు,preposition
18:6,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:6,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
18:6,מַהֲרִי,riy,H7377,i.e. a shower,,noun
18:6,שְׁלֹשׁ,shlsh,,,,
18:6,סְאִים,s'ym,,,,
18:6,קֶמַח,qemach,H7058,flour,పిండి,noun
18:6,סֹלֶת,slt,,,,
18:6,לוּשִׁי,shay,H7862,a gift,,noun
18:6,וַעֲשִׂי,v'shy,,,,
18:6,עֻגוֹת,'gvt,,,,
18:7,וְאֶל,al,H408,not (imperative),వద్దు,verb
18:7,הַבָּקָר,baqar,H1239,admire,,verb
18:7,רָץ,rts,,,,
18:7,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
18:7,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
18:7,בֶּן,vn,,,,
18:7,בָּקָר,baqar,H1241,a herd,,noun
18:7,רַךְ,rkh,,,,
18:7,וָטוֹב,tvob,H2897,a region apparently East of the Jordan,,noun location
18:7,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
18:7,אֶל,el,H413,"to, toward",వైపు,preposition
18:7,הַנַּעַר,na'ar,H5287,through the idea of the rustling of mane,,verb
18:7,וַיְמַהֵר,vymhr,,,,
18:7,לַעֲשׂוֹת,laasot,H6213,"to do, to make",చేయుటకు,verb
18:7,אֹתוֹ,'tv,,,,
18:8,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
18:8,חֶמְאָה,chm'h,,,,
18:8,וְחָלָב,chelev,H2459,fat,కొవ్వు,noun
18:8,וּבֶן,ben,H1122,an Israelite,,noun proper
18:8,הַבָּקָר,baqar,H1239,admire,,verb
18:8,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
18:8,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
18:8,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
18:8,לִפְנֵיהֶם,lifneihem,H6440,before them,వారిముందు,noun
18:8,וְהוּא,hu,H1931,"he, it",అతడ,
18:8,עֹמֵד,'md,,,,
18:8,עֲלֵיהֶם,aleihem,H5921,upon them,వారిమీద,preposition
18:8,תַּחַת,tachat,H8480,the name of a place in the Desert,,noun location
18:8,הָעֵץ,haets,H6086,the tree,ఆ వృక్షము,noun
18:8,וַיֹּאכֵלוּ,vy'khlv,,,,
18:9,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
18:9,אֵלָיו‪[4]‬,'lyv,,,,
18:9,אַיֵּה,'yh,,,,
18:9,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:9,אִשְׁתֶּךָ,'shtkh,,,,
18:9,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
18:9,הִנֵּה,hineh,H2009,lo,,particle demonstrative
18:9,בָאֹהֶל,'ahal,H167,to tent,,verb
18:10,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
18:10,שׁוֹב,shvv,,,,
18:10,אָשׁוּב,'shvv,,,,
18:10,אֵלֶיךָ,'lykh,,,,
18:10,כָּעֵת,et,H6256,time,సమయము,noun
18:10,חַיָּה,chyh,,,,
18:10,וְהִנֵּה,henah,H2008,hither,,verb
18:10,בֵן,vn,,,,
18:10,לְשָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:10,אִשְׁתֶּךָ,'shtkh,,,,
18:10,וְשָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:10,שֹׁמַעַת,et,H6256,time,సమయము,noun
18:10,פֶּתַח,petach,H6607,i.e. door or entrance way,,noun
18:10,הָאֹהֶל,haohel,H168,the tent,ఆ గుడారము,noun
18:10,וְהוּא,hu,H1931,"he, it",అతడ,
18:11,וְאַבְרָהָם,'abraham,H85,the later name of Abram,సమూహమునకు తండ్రి,noun proper
18:11,וְשָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:11,זְקֵנִים,zqnym,,,,
18:11,בָּאִים,v'ym,,,,
18:11,בַּיָּמִים,yamim,H3117,days,దినములు,noun
18:11,חָדַל,chadal,H2308,cease,ఆపు,verb
18:11,לִהְיוֹת,lhyvt,,,,
18:11,לְשָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:11,אֹרַח,'rch,,,,
18:11,כַּנָּשִׁים,nashim,H802,"women, wives",స్త్రీలు,noun
18:12,וַתִּצְחַק,vttschq,,,,
18:12,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:12,בְּקִרְבָּהּ,qrabah,H7132,draw near.,,noun
18:12,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
18:12,אַחֲרֵי,acharey,H310,after,తరువాత,verb
18:12,בְלֹתִי,vlty,,,,
18:12,הָיְתָה,hyth,,,,
18:12,לִּי,ly,,,,
18:12,עֶדְנָה,'dnh,,,,
18:12,וַאדֹנִי,Adonai,H136,"Lord, Master",ప్రభువు,noun
18:12,זָקֵן,zaqen,H2205,"old, elder",పెద్ద,adjective
18:13,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
18:13,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
18:13,אֶל,el,H413,"to, toward",వైపు,preposition
18:13,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
18:13,לָמָּה,mah,H4100,what?,ఏమి?,interrogative
18:13,זֶּה,zh,,,,
18:13,צָחֲקָה,tschqh,,,,
18:13,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:13,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
18:13,הַאַף,'af,H639,ire,(సరిగ్గా) ముక్కు లేదా నాసికా రంధ్రం; (అందుకే) ముఖం మరియు అప్పుడప్పుడు ఒక వ్యక్తి,noun
18:13,אֻמְנָם,'mnm,,,,
18:13,אֵלֵד,'ld,,,,
18:13,וַאֲנִי,'aniy,H589,me,,personal pronoun
18:13,זָקַנְתִּי,zqnty,,,,
18:14,הֲיִפָּלֵא,hyfl',,,,
18:14,מֵיְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
18:14,דָּבָר,dabar,H1697,advice,ఒక పదం; (సూచన ద్వారా) ఒక విషయం (చెప్పినట్లు) లేదా విషయం,noun
18:14,לַמּוֹעֵד,mvo'ad,H4151,an assembly,,noun
18:14,אָשׁוּב,'shvv,,,,
18:14,אֵלֶיךָ,'lykh,,,,
18:14,כָּעֵת,et,H6256,time,సమయము,noun
18:14,חַיָּה,chyh,,,,
18:14,וּלְשָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:14,בֵן,vn,,,,
18:15,וַתְּכַחֵשׁ,vtkhchsh,,,,
18:15,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
18:15,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
18:15,לֹא,lo,H3808,not,కాదు,verb
18:15,צָחַקְתִּי,tschqty,,,,
18:15,כִּי,khiy,H3588,antecedent or consequent],,conjunction
18:15,יָרֵאָה,yr'h,,,,
