Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
40:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
40:1,אַחַר,achar,H310,after,తరువాత,verb
40:1,הַדְּבָרִים,hdvrym,,,,
40:1,הָאֵלֶּה,'alah,H423,a curse,,noun
40:1,חָטְאוּ,cht'v,,,,
40:1,מַשְׁקֵה,shaqah,H8248,i.e. to irrigate or furnish a potion to,,verb
40:1,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
40:1,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
40:1,וְהָאֹפֶה,'apah,H644,especially to bake,,verb
40:1,לַאֲדֹנֵיהֶם,l'dnyhm,,,,
40:1,לְמֶלֶךְ,malakh,H4427,by implication) to take counsel,,verb
40:1,מִצְרָיִם,Mitsrayim,H4714,Egypt,ఐగుప్తు,adjective
40:2,וַיִּקְצֹף,vyqtsf,,,,
40:2,פַּרְעֹה,fr'h,,,,
40:2,עַל,al,H5921,"upon, over",మీద,preposition
40:2,שְׁנֵי,niy,H5204,apparently from H5091],,noun
40:2,סָרִיסָיו,srysyv,,,,
40:2,עַל,al,H5921,"upon, over",మీద,preposition
40:2,שַׂר,shar,H8269,chief,,noun
40:2,הַמַּשְׁקִים,hmshqym,,,,
40:2,וְעַל,al,H5921,"upon, over",మీద,preposition
40:2,שַׂר,shar,H8269,chief,,noun
40:2,הָאוֹפִים,h'vfym,,,,
40:3,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
40:3,אֹתָם,'tm,,,,
40:3,בְּמִשְׁמַר,mishmar,H4929,a deposit,,noun
40:3,בֵּית,vyt,,,,
40:3,שַׂר,shar,H8269,chief,,noun
40:3,הַטַבָּחִים‪[1]‬,htvchym,,,,
40:3,אֶל,el,H413,"to, toward",వైపు,preposition
40:3,בֵּית,vyt,,,,
40:3,הַסֹּהַר,sahar,H5469,roundness,,noun
40:3,מְקוֹם,qum,H6965,arise,లేచు,verb
40:3,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
40:3,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
40:3,אָסוּר,'svr,,,,
40:3,שָׁם,sham,H8033,or thence,,verb
40:4,וַיִּפְקֹד,vyfqd,,,,
40:4,שַׂר,shar,H8269,chief,,noun
40:4,הַטַּבָּחִים,htvchym,,,,
40:4,אֶת,'t,,,,
40:4,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
40:4,אִתָּם,'tm,,,,
40:4,וַיְשָׁרֶת,vyshrt,,,,
40:4,אֹתָם,'tm,,,,
40:4,וַיִּהְיוּ,yihyu,H1961,let them be,అగుదురుగాక,verb
40:4,יָמִים,yamim,H3117,days,దినములు,noun
40:4,בְּמִשְׁמָר,mishmar,H4929,a deposit,,noun
40:5,וַיַּחַלְמוּ,vychlmv,,,,
40:5,חֲלוֹם,chalom,H2472,dream,కల,noun
40:5,שְׁנֵיהֶם,shnyhm,,,,
40:5,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
40:5,חֲלֹמוֹ,chlmv,,,,
40:5,בְּלַיְלָה,laylah,H3915,night,రాత్రి,noun
40:5,אֶחָד,echad,H259,one,ఒకటి,adjective
40:5,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
40:5,כְּפִתְרוֹן,khftrvn,,,,
40:5,חֲלֹמוֹ,chlmv,,,,
40:5,הַמַּשְׁקֶה,mashqeh,H4945,,,noun
40:5,וְהָאֹפֶה,'apah,H644,especially to bake,,verb
40:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
40:5,לְמֶלֶךְ,malakh,H4427,by implication) to take counsel,,verb
40:5,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
40:6,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
40:6,אֲלֵיהֶם,aleihem,H413,to them,వారివద్దకు,preposition
40:6,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
