Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
34:1,וַתֵּצֵא,tetse,H3318,you will go out,నవ వళళదవ,verb
34:1,דִינָה,dynh,,,,
34:1,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
34:1,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
34:1,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
34:1,יָלְדָה,yldh,,,,
34:1,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
34:1,לִרְאוֹת,lirot,H7200,to see,చూచుటకు,verb
34:1,בִּבְנוֹת,banot,H1323,daughters,కమరతల,noun
34:1,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
34:2,וַיַּרְא,yare,H3372,fear,భయపడు,verb
34:2,אֹתָהּ,'th,,,,
34:2,שְׁכֶם,shkhem,H7927,a place in Israel,,noun location
34:2,בֶּן,vn,,,,
34:2,חֲמוֹר,chamor,H2543,donkey,గాడిద,noun
34:2,הַחִוִּי,chiviy,H2340,one of the aboriginal tribes of Israel,,noun
34:2,נְשִׂיא,nshy',,,,
34:2,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
34:2,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
34:2,אֹתָהּ,'th,,,,
34:2,וַיִּשְׁכַּב,vyshkhv,,,,
34:2,אֹתָהּ,'th,,,,
34:2,וַיְעַנֶּהָ,ya'anah,H3284,daughter of the owl ,,noun
34:3,וַתִּדְבַּק,vtdvq,,,,
34:3,נַפְשׁוֹ,nafsho,H5315,his soul,అతని ప్రాణము,noun
34:3,בְּדִינָה,diynah,H1783,the daughter of Jacob,,noun proper
34:3,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
34:3,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
34:3,וַיֶּאֱהַב,vy'hv,,,,
34:3,אֶת,'t,,,,
34:3,הַנַּעֲרָ,na'ar,H5287,through the idea of the rustling of mane,,verb
34:3,וַיְדַבֵּר,vydvr,,,,
34:3,עַל,al,H5921,"upon, over",మీద,preposition
34:3,לֵב,lev,H3820,heart,హృదయము,noun
34:3,הַנַּעֲרָ,na'ar,H5287,through the idea of the rustling of mane,,verb
34:4,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
34:4,שְׁכֶם,shkhem,H7927,a place in Israel,,noun location
34:4,אֶל,el,H413,"to, toward",వైపు,preposition
34:4,חֲמוֹר,chamor,H2543,donkey,గాడిద,noun
34:4,אָבִיו,'vyv,,,,
34:4,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
34:4,קַח,qach,H3947,take!,తీసుకొనుము,verb
34:4,לִי,ly,,,,
34:4,אֶת,'t,,,,
34:4,הַיַּלְדָּה,yaldah,H3207,girl.,,noun
34:4,הַזֹּאת,zot,H2063,this (fem),ఇద,pronoun
34:4,לְאִשָּׁה,'eshah,H800,fire,,noun
34:5,וְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
34:5,שָׁמַע,shama',H8085,causatively,"తెలివిగా వినడానికి (తరచుగా శ్రద్ధ, విధేయత మొదలైన వాటితో; కారణం, చెప్పడం మొదలైనవి)",verb
34:5,כִּי,khiy,H3588,antecedent or consequent],,conjunction
34:5,טִמֵּא,tm',,,,
34:5,אֶת,'t,,,,
34:5,דִּינָה,diynah,H1783,the daughter of Jacob,,noun proper
34:5,בִתּוֹ,tav,H8420,mark.,,noun
34:5,וּבָנָיו,banav,H1121,his sons,అతన కమరల,noun
34:5,הָיוּ,hyv,,,,
34:5,אֶת,'t,,,,
34:5,מִקְנֵהוּ,mqnhv,,,,
34:5,בַּשָּׂדֶה,shidah,H7705,musical instrument.,,noun
34:5,וְהֶחֱרִשׁ,cheresh,H2789,sherd,,noun
34:5,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
34:5,עַד,ad,H5704,"until, as far as",వరకు,preposition
34:6,וַיֵּצֵא,yatsa,H3318,go out,వెళ్ళు,verb
34:6,חֲמוֹר,chamor,H2543,donkey,గాడిద,noun
34:6,אֲבִי,avi,H1,father of,తండ్రి,noun
34:6,שְׁכֶם,shkhem,H7927,a place in Israel,,noun location
34:6,אֶל,el,H413,"to, toward",వైపు,preposition
34:6,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
34:6,לְדַבֵּר,dabar,H1696,but used figuratively,మాట్లాడు,verb
34:6,אִתּוֹ,'tv,,,,
34:7,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
34:7,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
34:7,בָּאוּ,o,H176,or,లద,conjunction
34:7,מִן,min,H4480,from,నుండి,preposition
34:7,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
34:7,כְּשָׁמְעָם,khshm'm,,,,
34:7,וַיִּתְעַצְּבוּ,vyt'tsvv,,,,
34:7,הָאֲנָשִׁים,anashim,H376,men,మనుష్యులు,noun
34:7,וַיִּחַר,yachar,H3186,to delay,,verb
34:7,לָהֶם,ham,H1990,a region of Israel,,noun location
34:7,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
34:7,כִּי,khiy,H3588,antecedent or consequent],,conjunction
34:7,נְבָלָה,nbalah,H5039,concretely,,noun
34:7,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
34:7,בְיִשְׂרָאֵל,yishra'el,H3478,of his posterity,దేవునితో పోరాడినవాడు,noun proper
34:8,וַיְדַבֵּר,vydvr,,,,
34:8,חֲמוֹר,chamor,H2543,donkey,గాడిద,noun
34:8,אִתָּם,'tm,,,,
34:8,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
34:8,שְׁכֶם,shkhem,H7927,a place in Israel,,noun location
34:8,בְּנִי,niy,H5204,apparently from H5091],,noun
34:8,חָשְׁקָה,chshqh,,,,
34:8,נַפְשׁוֹ,nafsho,H5315,his soul,అతని ప్రాణము,noun
34:8,בְּבִתְּכֶם,vvtkhm,,,,
34:8,תְּנוּ,tnv,,,,
34:8,נָא,na',H4995,i.e. uncooked,,adjective
34:8,אֹתָהּ,'th,,,,
34:8,לוֹ,lv,,,,
34:8,לְאִשָּׁה,'eshah,H800,fire,,noun
34:9,וְהִתְחַתְּנוּ,vhtchtnv,,,,
