Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
15:1,אַחַר,achar,H310,after,తరువాత,verb
15:1,הַדְּבָרִים,hdvrym,,,,
15:1,הָאֵלֶּה,'alah,H423,a curse,,noun
15:1,הָיָה,hayah,H1961,"be, become",ఉండు,verb
15:1,דְבַר,dvr,,,,
15:1,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
15:1,אֶל,el,H413,"to, toward",వైపు,preposition
15:1,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
15:1,בַּמַּחֲזֶה,machazeh,H4236,a vision,,noun
15:1,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
15:1,אַל,al,H408,not (imperative),వద్దు,verb
15:1,תִּירָא,tyr',,,,
15:1,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
15:1,אָנֹכִי,'nkhy,,,,
15:1,מָגֵן,gan,H1588,a garden,,noun
15:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
15:2,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
15:2,אֲדֹנָי,Adonai,H136,"Lord, Master",ప్రభువు,noun
15:2,יֱהוִה,yhvh,,,,
15:2,מַה,mh,,,,
15:2,תִּתֶּן,ttn,,,,
15:2,לִי,ly,,,,
15:2,וְאָנֹכִי,anokhi,H595,I,నన,personal pronoun
15:2,הוֹלֵךְ,lekh,H1980,go!,వళళమ,verb
15:2,עֲרִירִי,'ariyriy,H6185,i.e. destitute,,adjective
15:2,וּבֶן,ben,H1122,an Israelite,,noun proper
15:2,מֶשֶׁק,mesheq,H4943,possession,,noun
15:2,בֵּיתִי,vyty,,,,
15:2,הוּא,hv',,,,
15:2,דַּמֶּשֶׂק,dmshq,,,,
15:3,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
15:3,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
15:3,הֵן,hen,H2005,if,,particle
15:3,לִי,ly,,,,
15:3,לֹא,lo,H3808,not,కాదు,verb
15:3,נָתַתָּה,ntth,,,,
15:3,זָרַע,zara,H2232,sow,విత్తు,verb
15:3,וְהִנֵּה,henah,H2008,hither,,verb
15:3,בֶן,vn,,,,
15:3,בֵּיתִי,vyty,,,,
15:3,יוֹרֵשׁ,yvrsh,,,,
15:3,אֹתִי,'ty,,,,
15:4,וְהִנֵּה,henah,H2008,hither,,verb
15:4,דְבַר,dvr,,,,
