Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
31:1,וַיִּשְׁמַע,yishma,H8085,he will hear,అతడ వనన,verb
31:1,אֶת,'t,,,,
31:1,דִּבְרֵי,dvry,,,,
31:1,בְנֵי,niy,H5204,apparently from H5091],,noun
31:1,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
31:1,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
31:1,לָקַח,laqach,H3947,take,తీసుకొను,verb
31:1,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
31:1,אֵת,et,H853,(object marker),-,particle unrepresented in English
31:1,כָּל,khl,,,,
31:1,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:1,לְאָבִינוּ,l'vynv,,,,
31:1,וּמֵאֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:1,לְאָבִינוּ,l'vynv,,,,
31:1,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
31:2,וַיַּרְא,yare,H3372,fear,భయపడు,verb
31:2,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
31:2,אֶת,'t,,,,
31:2,פְּנֵי,fny,,,,
31:2,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
31:2,וְהִנֵּה,henah,H2008,hither,,verb
31:2,אֵינֶנּוּ,einennu,H369,he is not,అతడు లేడు,particle negative
31:2,עִמּוֹ,'mv,,,,
31:2,כִּתְמוֹל,khtmvl,,,,
31:2,שִׁלְשׁוֹם,shvm,H7762,garlic,,noun
31:3,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
31:3,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
31:3,אֶל,el,H413,"to, toward",వైపు,preposition
31:3,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
31:3,שׁוּב,shuv,H7725,return!,తిరుగుము,verb
31:3,אֶל,el,H413,"to, toward",వైపు,preposition
31:3,אֶרֶץ,erets,H776,"land, earth",భూమి,noun
31:3,אֲבוֹתֶיךָ,'vvtykh,,,,
31:3,וּלְמוֹלַדְתֶּךָ,vlmvldtkh,,,,
31:3,וְאֶהְיֶה,v'hyh,,,,
31:3,עִמָּךְ,'mkh,,,,
31:4,וַיִּשְׁלַח,vyshlch,,,,
31:4,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
31:4,וַיִּקְרָא,vyqr',,,,
31:4,לְרָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
31:4,וּלְלֵאָה,la'ah,H3811,grieve,,verb
31:4,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
31:4,אֶל,el,H413,"to, toward",వైపు,preposition
31:4,צֹאנוֹ,ts'nv,,,,
31:5,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
31:5,לָהֶן,hen,H2005,if,,particle
31:5,רֹאֶה,roeh,H7200,seeing,చూచుచున్న,verb
31:5,אָנֹכִי,'nkhy,,,,
31:5,אֶת,'t,,,,
31:5,פְּנֵי,fny,,,,
31:5,אֲבִיכֶן,'vykhn,,,,
31:5,כִּי,khiy,H3588,antecedent or consequent],,conjunction
31:5,אֵינֶנּוּ,einennu,H369,he is not,అతడు లేడు,particle negative
31:5,אֵלַי,'ly,,,,
31:5,כִּתְמֹל,khtml,,,,
31:5,שִׁלְשֹׁם,leshem,H3959,a place in Israel,,noun location
31:5,וֵאלֹהֵי,elohei,H430,God of,దేవుడు,noun
31:5,אָבִי,'vy,,,,
31:5,הָיָה,hayah,H1961,"be, become",ఉండు,verb
31:6,וְאַתֵּנָה,'etnah,H866,a present,,noun
31:6,יְדַעְתֶּן,yd'tn,,,,
31:6,כִּי,khiy,H3588,antecedent or consequent],,conjunction
31:6,בְּכָל,kol,H3605,"all, every",అంతయు,noun
31:6,כֹּחִי,chay,H2416,"alive, living",జీవించు,adjective
31:6,עָבַדְתִּי,'vdty,,,,
31:6,אֶת,'t,,,,
31:6,אֲבִיכֶן,'vykhn,,,,
31:7,וַאֲבִיכֶן,v'vykhn,,,,
31:7,הֵתֶל,tel,H8510,X strength.,,noun
31:7,בִּי,biy,H994,,,verb
31:7,וְהֶחֱלִף,chalaf,H2498,pass on,,verb
31:7,אֶת,'t,,,,
31:7,מַשְׂכֻּרְתִּי,khretiy,H3774,Cherethites.,,adjective
31:7,עֲשֶׂרֶת,'shrt,,,,
31:7,מֹנִים,mnym,,,,
31:7,וְלֹא,lo,H3808,not,కాదు,verb
31:7,נְתָנוֹ,ntnv,,,,
31:7,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
31:7,לְהָרַע,rea',H7454,a thought,,noun
31:7,עִמָּדִי,'mdy,,,,
31:8,אִם,im,H518,if,అయితే,particle
31:8,כֹּה,khh,,,,
31:8,יֹאמַר,yomar,H559,he will say,అతడు చెప్పును,verb
31:8,נְקֻדִּים,nqdym,,,,
31:8,יִהְיֶה,yiyeh,H1961,will be,ఉండును,verb
31:8,שְׂכָרֶךָ,rakh,H7390,soft,,adjective
31:8,וְיָלְדוּ,vyldv,,,,
31:8,כָל,khl,,,,
31:8,הַצֹּאן,tson,H6629,"flock, sheep",మేకలు,noun
31:8,נְקֻדִּים,nqdym,,,,
31:8,וְאִם,em,H517,mother,తల్లి,noun
31:8,כֹּה,khh,,,,
31:8,יֹאמַר,yomar,H559,he will say,అతడు చెప్పును,verb
31:8,עֲקֻדִּים,'qdym,,,,
31:8,יִהְיֶה,yiyeh,H1961,will be,ఉండును,verb
31:9,וַיַּצֵּל,vytsl,,,,
31:9,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
31:9,אֶת,'t,,,,
31:9,מִקְנֵה,qanah,H7069,"acquire, buy",కొను,verb
31:9,אֲבִיכֶם,'vykhm,,,,
31:9,וַיִּתֶּן,yitten,H5414,he will give,అతడ ఇచచన,verb
31:9,לִי,ly,,,,
31:10,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
31:10,בְּעֵת,et,H6256,time,సమయము,noun
31:10,יַחֵם,ychm,,,,
31:10,הַצֹּאן,tson,H6629,"flock, sheep",మేకలు,noun
31:10,וָאֶשָּׂא,v'sh',,,,
31:10,עֵינַי,'yny,,,,
31:10,וָאֵרֶא,'ara',H690,an Israelite,,noun proper
31:10,בַּחֲלוֹם,chalom,H2472,dream,కల,noun
31:10,וְהִנֵּה,henah,H2008,hither,,verb
31:10,הָעַתֻּדִים,h'tdym,,,,
31:10,הָעֹלִים,h'lym,,,,
31:10,עַל,al,H5921,"upon, over",మీద,preposition
31:10,הַצֹּאן,tson,H6629,"flock, sheep",మేకలు,noun
31:10,עֲקֻדִּים,'qdym,,,,
31:10,נְקֻדִּים,nqdym,,,,
31:11,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
31:11,אֵלַי,'ly,,,,
31:11,מַלְאַךְ,'akh,H389,hence only,,verb
31:11,הָאֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
31:11,בַּחֲלוֹם,chalom,H2472,dream,కల,noun
31:11,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
31:11,וָאֹמַר,amar,H559,"say, speak",చెప్పు,verb
31:11,הִנֵּנִי,hnny,,,,
31:12,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
31:12,שָׂא,sh',,,,
31:12,נָא,na',H4995,i.e. uncooked,,adjective
31:12,עֵינֶיךָ,'ynykh,,,,
31:12,וּרְאֵה,raah,H7200,see,చూచు,verb
31:12,כָּל,khl,,,,
31:12,הָעַתֻּדִים,h'tdym,,,,
31:12,הָעֹלִים,h'lym,,,,
31:12,עַל,al,H5921,"upon, over",మీద,preposition
31:12,הַצֹּאן,tson,H6629,"flock, sheep",మేకలు,noun
31:12,עֲקֻדִּים,'qdym,,,,
31:12,נְקֻדִּים,nqdym,,,,
31:12,וּבְרֻדִּים,vvrdym,,,,
31:12,כִּי,khiy,H3588,antecedent or consequent],,conjunction
31:12,רָאִיתִי,raiti,H7200,I saw,నేను చూచితిని,verb
31:13,אָנֹכִי,'nkhy,,,,
31:13,הָאֵל,al,H408,not (imperative),వద్దు,verb
31:13,בֵּית,vyt,,,,
31:13,אֵל,El,H410,God (mighty one),దేవుడు,noun
31:13,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:13,מָשַׁחְתָּ,shachat,H7843,i.e. ruin,,verb
31:13,שָּׁם,shm,,,,
31:13,מַצֵּבָה,matsebah,H4676,by analogy,,noun
31:13,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:13,נָדַרְתָּ,ndrt,,,,
31:13,לִּי,ly,,,,
31:13,שָׁם,sham,H8033,or thence,,verb
31:13,נֶדֶר,ndr,,,,
31:13,עַתָּה,'th,,,,
31:13,קוּם,qum,H6965,arise,లేచు,verb
31:14,וַתַּעַן,vt'n,,,,
31:14,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
31:14,וְלֵאָה,la'ah,H3811,grieve,,verb
31:14,וַתֹּאמַרְנָה,vt'mrnh,,,,
31:14,לוֹ,lv,,,,
31:14,הַעוֹד,'vd,H5749,to encompass,,verb
31:14,לָנוּ,lnv,,,,
31:14,חֵלֶק,cheleq,H2507,an Israelite,,noun proper
31:14,וְנַחֲלָה,nachalah,H5159,inheritance,స్వాస్థ్యము,noun
31:14,בְּבֵית,bayit,H1006,a place in Israel,,noun location
31:14,אָבִינוּ,'vynv,,,,
31:15,הֲלוֹא,halo,H3808,is it not?,కాదా?,verb
31:15,נָכְרִיּוֹת,nkhryvt,,,,
31:15,נֶחְשַׁבְנוּ,nchshvnv,,,,
31:15,לוֹ,lv,,,,
31:15,כִּי,khiy,H3588,antecedent or consequent],,conjunction
31:15,מְכָרָנוּ,mkhrnv,,,,
31:15,וַיֹּאכַל,yokhal,H398,he will eat,అతడ తనన,verb
31:15,גַּם,gam,H1571,often repeated as correl. both...and,,verb
31:15,אָכוֹל,'khvl,,,,
31:15,אֶת,'t,,,,
31:15,כַּסְפֵּנוּ,khsfnv,,,,
31:16,כִּי,khiy,H3588,antecedent or consequent],,conjunction
31:16,כָל,khl,,,,
31:16,הָעֹשֶׁר,'ashar,H6237,i.e. to take or give a tenth,,verb
31:16,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:16,הִצִּיל,htsyl,,,,
31:16,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
31:16,מֵאָבִינוּ,m'vynv,,,,
31:16,לָנוּ,lnv,,,,
31:16,הוּא,hv',,,,
31:16,וּלְבָנֵינוּ,bniynv,H1148,an Israelite,,noun proper
31:16,וְעַתָּה,attah,H6258,now,ఇప్పుడు,verb
31:16,כֹּל,khl,,,,
31:16,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:16,אָמַר,amar,H559,"say, speak",చెప్పు,verb
31:16,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
31:17,וַיָּקָם,vyqm,,,,
31:17,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
31:17,וַיִּשָּׂא,vysh',,,,
31:17,אֶת,'t,,,,
31:17,בָּנָיו,vnyv,,,,
31:17,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
31:17,נָשָׁיו,nshyv,,,,
31:17,עַל,al,H5921,"upon, over",మీద,preposition
31:17,הַגְּמַלִּים,gemallim,H1581,camels,ఒంటెలు,noun
31:18,וַיִּנְהַג,vynhg,,,,
31:18,אֶת,'t,,,,
31:18,כָּל,khl,,,,
31:18,מִקְנֵהוּ,mqnhv,,,,
31:18,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
31:18,כָּל,khl,,,,
31:18,רְכֻשׁוֹ,rkhshv,,,,
31:18,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:18,רָכָשׁ,rkhsh,,,,
31:18,מִקְנֵה,qanah,H7069,"acquire, buy",కొను,verb
31:18,קִנְיָנוֹ,qnynv,,,,
31:18,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:18,רָכַשׁ,rakhash,H7408,i.e. collect,,verb
31:18,בְּפַדַּן,vfdn,,,,
31:18,אֲרָם,Aram,H758,Aram,అరాము,noun
31:19,וְלָבָן,laban,H3835,be white.,,verb
31:19,הָלַךְ,halak,H1980,"walk, go",నడుచు,verb
31:19,לִגְזֹז,gazaz,H1494,poll,,verb
31:19,אֶת,'t,,,,
31:19,צֹאנוֹ,ts'nv,,,,
31:19,וַתִּגְנֹב,vtgnv,,,,
31:19,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
31:19,אֶת,'t,,,,
31:19,הַתְּרָפִים,trapiym,H8655,images,,noun
31:19,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:19,לְאָבִיהָ,l'vyh,,,,
31:20,וַיִּגְנֹב,vygnv,,,,
31:20,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
31:20,אֶת,'t,,,,
31:20,לֵב,lev,H3820,heart,హృదయము,noun
31:20,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
31:20,הָאֲרַמִּי,'aramiy,H761,Aramitess.,,adjective
31:20,עַל,al,H5921,"upon, over",మీద,preposition
31:20,בְּלִי,bliy,H1097,with preposition) without,,verb
31:20,הִגִּיד,giyd,H1517,a tendon,,noun
31:20,לוֹ,lv,,,,
31:20,כִּי,khiy,H3588,antecedent or consequent],,conjunction
31:20,בֹרֵחַ,vrch,,,,
31:20,הוּא,hv',,,,
31:21,וַיִּבְרַח,vyvrch,,,,
31:21,הוּא,hv',,,,
31:21,וְכָל,kol,H3605,"all, every",అంతయు,noun
31:21,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
31:21,לוֹ,lv,,,,
31:21,וַיָּקָם,vyqm,,,,
31:21,וַיַּעֲבֹר,vy'vr,,,,
31:21,אֶת,'t,,,,
31:21,הַנָּהָר,nahar,H5102,hence to flow,,verb
31:21,וַיָּשֶׂם,yasham,H3455,to be placed,,verb
31:21,אֶת,'t,,,,
31:21,פָּנָיו,fnyv,,,,
31:21,הַר,har,H2022,mountain,పర్వతము,noun
31:21,הַגִּלְעָד,gil'ad,H1568,also the name of three Israelites,,noun location
31:22,וַיֻּגַּד,vygd,,,,
31:22,לְלָבָן,laban,H3835,be white.,,verb
31:22,בַּיּוֹם,yom,H3117,day,దినము,noun
31:22,הַשְּׁלִישִׁי,shliyshiy,H7992,a third,,adjective
31:22,כִּי,khiy,H3588,antecedent or consequent],,conjunction
31:22,בָרַח,vrch,,,,
31:22,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
31:23,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
31:23,אֶת,'t,,,,
31:23,אֶחָיו,'chyv,,,,
31:23,עִמּוֹ,'mv,,,,
31:23,וַיִּרְדֹּף,vyrdf,,,,
31:23,אַחֲרָיו,'chryv,,,,
31:23,דֶּרֶךְ,drkh,,,,
31:23,שִׁבְעַת,ba'at,H1204,be afraid,,verb
31:23,יָמִים,yamim,H3117,days,దినములు,noun
31:23,וַיַּדְבֵּק,vydvq,,,,
31:23,אֹתוֹ,'tv,,,,
31:23,בְּהַר,har,H2022,mountain,పర్వతము,noun
31:23,הַגִּלְעָד,gil'ad,H1568,also the name of three Israelites,,noun location
31:24,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
31:24,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
31:24,אֶל,el,H413,"to, toward",వైపు,preposition
31:24,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
31:24,הָאֲרַמִּי,'aramiy,H761,Aramitess.,,adjective
31:24,בַּחֲלֹם,chalam,H2492,dream,కల కను,verb
31:24,הַלָּיְלָה,laylah,H3915,night,రాత్రి,noun
31:24,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
31:24,לוֹ,lv,,,,
31:24,הִשָּׁמֶר,shamar,H8104,to protect,,verb
31:24,לְךָ,lkh,,,,
31:24,פֶּן,fn,,,,
31:24,תְּדַבֵּר,tdvr,,,,
31:24,עִם,im,H5973,with,తో,preposition
31:24,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
31:25,וַיַּשֵּׂג,vyshg,,,,
