Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
14:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
14:1,בִּימֵי,yemei,H3117,days of,దినములు,noun
14:1,אַמְרָפֶל,'mrfl,,,,
14:1,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:1,שִׁנְעָר,na'ar,H5287,through the idea of the rustling of mane,,verb
14:1,אַרְיוֹךְ,'ryvkh,,,,
14:1,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:1,אֶלָּסָר,'elasar,H495,an early country of Asia,,noun location
14:1,כְּדָרְלָעֹמֶר,khdrl'mr,,,,
14:1,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:1,עֵילָם,'ylm,,,,
14:1,וְתִדְעָל,tid'al,H8413,a Canaanite,,noun proper
14:1,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:1,גּוֹיִם,goyim,H1471,nations,జాతులు,noun
14:2,עָשׂוּ,'shv,,,,
14:2,מִלְחָמָה,chamah,H2535,sun.,,noun
14:2,אֶת,'t,,,,
14:2,בֶּרַע,bera',H1298,a Sodomitish king,,noun proper
14:2,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:2,סְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
14:2,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
14:2,בִּרְשַׁע,rasha',H7561,violate,,verb
14:2,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:2,עֲמֹרָה,Amorah,H6017,Gomorrah,గొమొర్రా,noun location
14:2,שִׁנְאָב,shn'v,,,,
14:2,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:2,אַדְמָה,'dmh,,,,
14:2,וְשֶׁמְאֵבֶר,shem'eber,H8038,Shemeber,,noun proper
14:2,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:3,כָּל,khl,,,,
14:3,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
14:3,חָבְרוּ,chvrv,,,,
14:3,אֶל,el,H413,"to, toward",వైపు,preposition
14:3,עֵמֶק,emeq,H6010,valley,లోయ,noun
14:3,הַשִּׂדִּים,shidiym,H7708,a valley in Israel,,noun location
14:3,הוּא,hv',,,,
14:3,יָם,yam,H3220,sea,సముద్రము,noun
14:3,הַמֶּלַח,malach,H4414,salt,,verb
14:4,שְׁתֵּים,shtym,,,,
14:4,עֶשְׂרֵה,'shrh,,,,
14:4,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
14:4,עָבְדוּ,'vdv,,,,
14:4,אֶת,'t,,,,
14:4,כְּדָרְלָעֹמֶר,khdrl'mr,,,,
14:4,וּשְׁלֹשׁ,shalash,H8027,to be triplicate,,verb
14:4,עֶשְׂרֵה,'shrh,,,,
14:4,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
14:4,מָרָדוּ,mrdv,,,,
14:5,וּבְאַרְבַּע,'arba',H704,one of the Anakim,,noun proper
14:5,עֶשְׂרֵה,'shrh,,,,
14:5,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
14:5,בָּא,v',,,,
14:5,כְדָרְלָעֹמֶר,khdrl'mr,,,,
14:5,וְהַמְּלָכִים,vhmlkhym,,,,
14:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
14:5,אִתּוֹ,'tv,,,,
14:5,וַיַּכּוּ,vykhv,,,,
14:5,אֶת,'t,,,,
14:5,רְפָאִים,rf'ym,,,,
14:5,בְּעַשְׁתְּרֹת,v'shtrt,,,,
14:5,קַרְנַיִם,qrnym,,,,
14:5,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
14:5,הַזּוּזִים,zvziym,H2104,an aboriginal tribe of Israel,,noun
14:6,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
14:6,הַחֹרִי,choriy,H2750,X great,,noun
14:6,בְּהַרְרָם,vhrrm,,,,
14:6,שֵׂעִיר,she'iyr,H8165,a mountain of Idumaea and its aboriginal occupants,,noun proper
14:6,עַד,ad,H5704,"until, as far as",వరకు,preposition
14:6,אֵיל,'yl,,,,
14:6,פָּארָן,pa'ran,H6290,a desert of Arabia,,noun location
14:6,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
14:6,עַל,al,H5921,"upon, over",మీద,preposition
14:6,הַמִּדְבָּר,midbar,H4057,a desert,,noun
14:7,וַיָּשֻׁבוּ,yashvu,H3427,they sat/dwelt,వర నవసచర,verb
14:7,וַיָּבֹאוּ,vyv'v,,,,
14:7,אֶל,el,H413,"to, toward",వైపు,preposition
14:7,עֵין,'yn,,,,
14:7,מִשְׁפָּט,shapat,H8199,to vindicate or punish,,verb
