Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
16:1,וְשָׂרַי,sharay,H8297,the wife of Abraham,,noun proper
16:1,אֵשֶׁת,'sht,,,,
16:1,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
16:1,לֹא,lo,H3808,not,కాదు,verb
16:1,יָלְדָה,yldh,,,,
16:1,לוֹ,lv,,,,
16:1,וְלָהּ,lah,H-,to her,ఆమక,
16:1,שִׁפְחָה,pechah,H6346,deputy,,noun
16:1,מִצְרִית,mtsryt,,,,
16:1,וּשְׁמָהּ,shamah,H8048,the name of an Edomite and four Israelites,,noun proper
16:1,הָגָר,Hagar,H1904,Hagar,హాగరు,noun proper
16:2,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
16:2,שָׂרַי,sharay,H8297,the wife of Abraham,,noun proper
16:2,אֶל,el,H413,"to, toward",వైపు,preposition
16:2,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
16:2,הִנֵּה,hineh,H2009,lo,,particle demonstrative
16:2,נָא,na',H4995,i.e. uncooked,,adjective
16:2,עֲצָרַנִי,'tsrny,,,,
16:2,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
16:2,מִלֶּדֶת,dat,H1881,commission,,noun
16:2,בֹּא,v',,,,
16:2,נָא,na',H4995,i.e. uncooked,,adjective
16:2,אֶל,el,H413,"to, toward",వైపు,preposition
16:2,שִׁפְחָתִי,shfchty,,,,
16:2,אוּלַי,ulay,H194,perhaps,ఒకవేళ,verb
16:2,אִבָּנֶה,'vnh,,,,
16:3,וַתִּקַּח,tiqqach,H3947,you will take,నవ తసకదవ,verb
16:3,שָׂרַי,sharay,H8297,the wife of Abraham,,noun proper
16:3,אֵשֶׁת,'sht,,,,
16:3,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
16:3,אֶת,'t,,,,
16:3,הָגָר,Hagar,H1904,Hagar,హాగరు,noun proper
16:3,הַמִּצְרִית,hmtsryt,,,,
16:3,שִׁפְחָתָהּ,shfchth,,,,
16:3,מִקֵּץ,qets,H7093,border,,noun
16:3,עֶשֶׂר,'shr,,,,
16:3,שָׁנִים,shnym,,,,
16:3,לְשֶׁבֶת,shabat,H7673,used in many implied relations,,verb
16:3,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
