Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
22:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
22:1,אַחַר,achar,H310,after,తరువాత,verb
22:1,הַדְּבָרִים,hdvrym,,,,
22:1,הָאֵלֶּה,'alah,H423,a curse,,noun
22:1,וְהָאֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
22:1,נִסָּה,nsh,,,,
22:1,אֶת,'t,,,,
22:1,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:1,אֵלָיו,'lyv,,,,
22:1,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:1,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:1,הִנֵּנִי,hnny,,,,
22:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:2,קַח,qach,H3947,take!,తీసుకొనుము,verb
22:2,נָא,na',H4995,i.e. uncooked,,adjective
22:2,אֶת,'t,,,,
22:2,בִּנְךָ‪[c]‬,vnkh,,,,
22:2,אֶת,'t,,,,
22:2,יְחִידְךָ,ychydkh,,,,
22:2,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
22:2,אָהַבְתָּ,'hvt,,,,
22:2,אֶת,'t,,,,
22:2,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
22:2,וְלֶךְ,lekh,H1980,go!,వళళమ,verb
22:2,לְךָ,lkh,,,,
22:2,אֶל,el,H413,"to, toward",వైపు,preposition
22:2,אֶרֶץ,erets,H776,"land, earth",భూమి,noun
22:3,וַיַּשְׁכֵּם,vyshkhm,,,,
22:3,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:3,בַּבֹּקֶר,baqar,H1239,admire,,verb
22:3,וַיַּחֲבֹשׁ,vychvsh,,,,
22:3,אֶת,'t,,,,
22:3,חֲמֹרוֹ,chmrv,,,,
22:3,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
22:3,אֶת,'t,,,,
22:3,שְׁנֵי,niy,H5204,apparently from H5091],,noun
22:3,נְעָרָיו,n'ryv,,,,
22:3,אִתּוֹ,'tv,,,,
22:3,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
22:3,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
22:3,בְּנוֹ,vnv,,,,
22:3,וַיְבַקַּע,vyvq',,,,
22:4,בַּיּוֹם,yom,H3117,day,దినము,noun
22:4,הַשְּׁלִישִׁי,shliyshiy,H7992,a third,,adjective
22:4,וַיִּשָּׂא,vysh',,,,
22:4,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:4,אֶת,'t,,,,
22:4,עֵינָיו,'ynyv,,,,
22:4,וַיַּרְא,yare,H3372,fear,భయపడు,verb
22:4,אֶת,'t,,,,
22:4,הַמָּקוֹם,maqom,H4725,place,స్థలము,noun
22:4,מֵרָחֹק,rachaq,H7368,i.e. recede or remove,,verb
22:5,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:5,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:5,אֶל,el,H413,"to, toward",వైపు,preposition
22:5,נְעָרָיו,n'ryv,,,,
22:5,שְׁבוּ,shbv,H7618,probably the agate,,noun
22:5,לָכֶם,lkhm,,,,
22:5,פֹּה,fh,,,,
22:5,עִם,im,H5973,with,తో,preposition
22:5,הַחֲמוֹר,chamor,H2543,donkey,గాడిద,noun
22:5,וַאֲנִי,'aniy,H589,me,,personal pronoun
22:5,וְהַנַּעַר,na'ar,H5287,through the idea of the rustling of mane,,verb
22:5,נֵלְכָה,nlkhh,,,,
22:5,עַד,ad,H5704,"until, as far as",వరకు,preposition
22:5,כֹּה,khh,,,,
22:5,וְנִשְׁתַּחֲוֶה,vnshtchvh,,,,
22:6,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
22:6,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:6,אֶת,'t,,,,
22:6,עֲצֵי,'tsy,,,,
22:6,הָעֹלָה,alah,H5927,go up,ఎక్కు,verb
22:6,וַיָּשֶׂם,yasham,H3455,to be placed,,verb
22:6,עַל,al,H5921,"upon, over",మీద,preposition
22:6,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
22:6,בְּנוֹ,vnv,,,,
22:6,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
22:6,בְּיָדוֹ,yidvo,H3035,an Israelite,,noun proper
22:6,אֶת,'t,,,,
22:6,הָאֵשׁ,'esh,H784,fiery,అగ్ని (అక్షరాలా లేదా అలంకారికంగా),noun
22:6,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
22:6,הַמַּאֲכֶלֶת,ma'akhelet,H3979,- i.e. a knife,,noun
22:7,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:7,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
22:7,אֶל,el,H413,"to, toward",వైపు,preposition
22:7,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:7,אָבִיו,'vyv,,,,
22:7,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:7,אָבִי,'vy,,,,
22:7,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:7,הִנֶּנִּי,hnny,,,,
22:7,בְנִי,niy,H5204,apparently from H5091],,noun
22:7,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:7,הִנֵּה,hineh,H2009,lo,,particle demonstrative
22:7,הָאֵשׁ,'esh,H784,fiery,అగ్ని (అక్షరాలా లేదా అలంకారికంగా),noun
22:7,וְהָעֵצִים,etsim,H6086,trees,వృక్షములు,noun
22:7,וְאַיֵּה,'ayah,H345,the name of two Israelites,,noun proper
22:8,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:8,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:8,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
22:8,יִרְאֶה,yireh,H7200,he will see,అతడు చూచును,verb
22:8,לּוֹ,lv,,,,
22:8,הַשֶּׂה,hshh,,,,
22:8,לְעֹלָה,alah,H5927,go up,ఎక్కు,verb
22:8,בְּנִי,niy,H5204,apparently from H5091],,noun
22:8,וַיֵּלְכוּ,vylkhv,,,,
22:8,שְׁנֵיהֶם,shnyhm,,,,
22:8,יַחְדָּו,ychdv,,,,
22:9,וַיָּבֹאוּ,vyv'v,,,,
22:9,אֶל,el,H413,"to, toward",వైపు,preposition
22:9,הַמָּקוֹם,maqom,H4725,place,స్థలము,noun
22:9,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
22:9,אָמַר,amar,H559,"say, speak",చెప్పు,verb
22:9,לוֹ,lv,,,,
22:9,הָאֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
22:9,וַיִּבֶן,vyvn,,,,
22:9,שָׁם,sham,H8033,or thence,,verb
22:9,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:9,אֶת,'t,,,,
22:9,הַמִּזְבֵּחַ,mizbeach,H4196,an altar,ఒక బలిపీఠం,noun
22:9,וַיַּעֲרֹךְ,vy'rkh,,,,
22:9,אֶת,'t,,,,
22:9,הָעֵצִים,etsim,H6086,trees,వృక్షములు,noun
22:10,וַיִּשְׁלַח,vyshlch,,,,
22:10,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:10,אֶת,'t,,,,
22:10,יָדוֹ,ydv,,,,
22:10,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
22:10,אֶת,'t,,,,
22:10,הַמַּאֲכֶלֶת,ma'akhelet,H3979,- i.e. a knife,,noun
22:10,לִשְׁחֹט,shachat,H7818,i.e. squeeze,,verb
22:10,אֶת,'t,,,,
22:10,בְּנוֹ,vnv,,,,
22:11,וַיִּקְרָא,vyqr',,,,
22:11,אֵלָיו,'lyv,,,,
22:11,מַלְאַךְ,'akh,H389,hence only,,verb
22:11,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
22:11,מִן,min,H4480,from,నుండి,preposition
22:11,הַשָּׁמַיִם,shamayim,H8064,heavens,ఆకాశములు,noun
22:11,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:11,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:11,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:11,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:11,הִנֵּנִי,hnny,,,,
22:12,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
22:12,אַל,al,H408,not (imperative),వద్దు,verb
22:12,תִּשְׁלַח,tshlch,,,,
22:12,יָדְךָ,ydkh,,,,
22:12,אֶל,el,H413,"to, toward",వైపు,preposition
22:12,הַנַּעַר,na'ar,H5287,through the idea of the rustling of mane,,verb
22:12,וְאַל,al,H408,not (imperative),వద్దు,verb
22:12,תַּעַשׂ,t'sh,,,,
22:12,לוֹ,lv,,,,
22:12,מְאוּמָּה‪[1]‬,'vmah,H523,i.e. community of persons,,noun
22:12,כִּי,khiy,H3588,antecedent or consequent],,conjunction
22:12,עַתָּה,'th,,,,
22:12,יָדַעְתִּי,yd'ty,,,,
22:12,כִּי,khiy,H3588,antecedent or consequent],,conjunction
22:12,יְרֵא,yr',,,,
22:13,וַיִּשָּׂא,vysh',,,,
22:13,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
22:13,אֶת,'t,,,,
22:13,עֵינָיו,'ynyv,,,,
22:13,וַיַּרְא,yare,H3372,fear,భయపడు,verb
