Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
13:1,וַיַּעַל,ya'al,H3276,set forward,,verb
13:1,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
13:1,מִמִּצְרַיִם,mitsrayim,H4714,i.e. Upper and Lower Egypt,,adjective
13:1,הוּא,hv',,,,
13:1,וְאִשְׁתּוֹ,ishto,H802,his wife,అతన భరయ,noun
13:1,וְכָל,kol,H3605,"all, every",అంతయు,noun
13:1,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
13:1,לוֹ,lv,,,,
13:1,וְלוֹט,lvt,H3874,wrap.,,verb
13:1,עִמּוֹ,'mv,,,,
13:1,הַנֶּגְבָּה,hngvh,,,,
13:2,וְאַבְרָם,'abram,H87,the original name of Abraham,,noun proper
13:2,כָּבֵד,khabed,H3516,the liver,,noun
13:2,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
13:2,בַּמִּקְנֶה,miqneh,H4735,abstractly,,noun
13:2,בַּכֶּסֶף,khasaf,H3700,be greedy,,verb
13:2,וּבַזָּהָב,zahav,H2091,gold,బంగారము,noun
13:3,וַיֵּלֶךְ,yalakh,H3212,away,(వాచ్యంగా లేదా అలంకారికంగా) నడవడానికి; (కారణంగా) మోయడానికి (వివిధ భావాలలో),verb
13:3,לְמַסָּעָיו,lms'yv,,,,
13:3,מִנֶּגֶב,Negev,H5045,"Negev, south",నెగెబు,noun
13:3,וְעַד,ad,H5704,"until, as far as",వరకు,preposition
13:3,בֵּית,vyt,,,,
13:3,אֵל,El,H410,God (mighty one),దేవుడు,noun
13:3,עַד,ad,H5704,"until, as far as",వరకు,preposition
13:3,הַמָּקוֹם,maqom,H4725,place,స్థలము,noun
13:3,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
13:3,הָיָה,hayah,H1961,"be, become",ఉండు,verb
13:3,שָׁם,sham,H8033,or thence,,verb
13:3,*אהלה,'hlh,,,,
13:3,**אָהֳלוֹ,'hlv,,,,
13:3,בַּתְּחִלָּה,tchilah,H8462,-ly),,noun
13:3,בֵּין,beyn,H996,either...or,,preposition
13:4,אֶל,el,H413,"to, toward",వైపు,preposition
13:4,מְקוֹם,qum,H6965,arise,లేచు,verb
13:4,הַמִּזְבֵּחַ,mizbeach,H4196,an altar,ఒక బలిపీఠం,noun
13:4,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
13:4,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
13:4,שָׁם,sham,H8033,or thence,,verb
13:4,בָּרִאשֹׁנָה,vr'shnh,,,,
13:4,וַיִּקְרָא,vyqr',,,,
13:4,שָׁם,sham,H8033,or thence,,verb
13:4,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
13:4,בְּשֵׁם,sham,H8033,or thence,,verb
13:4,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
13:5,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
13:5,לְלוֹט,lvt,H3874,wrap.,,verb
13:5,הַהֹלֵךְ,halakh,H1980,literally and figuratively),"ఒక ఆదిమ మూలం; నడవడానికి (అనేక రకాల అప్లికేషన్లలో, అక్షరాలా మరియు అలంకారికంగా)",verb
13:5,אֶת,'t,,,,
13:5,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
13:5,הָיָה,hayah,H1961,"be, become",ఉండు,verb
13:5,צֹאן,tson,H6629,"flock, sheep",మేకలు,noun
13:5,וּבָקָר,baqar,H1239,admire,,verb
13:5,וְאֹהָלִים,v'hlym,,,,
13:6,וְלֹא,lo,H3808,not,కాదు,verb
13:6,נָשָׂא,nsh',,,,
13:6,אֹתָם,'tm,,,,
13:6,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
