Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
1:1,בְּרֵאשִׁית,re'shiyt,H7225,in place,ఆరంభము - మొదటిది,noun
1:1,בָּרָא,bara',H1254,select,సృష్టించు (శూన్యం నుండి),verb
1:1,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
1:1,אֵת,et,H853,(object marker),-,particle unrepresented in English
1:1,הַשָּׁמַיִם,shamayim,H8064,heavens,ఆకాశములు,noun
1:1,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
1:1,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
1:2,וְהָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
1:2,הָיְתָה,hyth,,,,
1:2,תֹהוּ,tohu,H8414,"formless, chaos",నిరాకారము,noun
1:2,וָבֹהוּ,bohu,H922,"void, empty",శూన్యము,noun
1:2,וְחֹשֶׁךְ,chashakh,H2820,spare,,verb
1:2,עַל,al,H5921,"upon, over",మీద,preposition
1:2,פְּנֵי,fny,,,,
1:2,תְהוֹם,thvm,,,,
1:2,וְרוּחַ,ravach,H7304,to have ample room,,verb
1:2,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
1:2,מְרַחֶפֶת,mrchft,,,,
1:2,עַל,al,H5921,"upon, over",మీద,preposition
1:2,פְּנֵי,fny,,,,
1:2,הַמָּיִם,mayim,H4325,waters,జలములు,noun
1:3,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
1:3,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
1:3,יְהִי,yehi,H1961,let there be,అగుగాక,verb
1:3,אוֹר,or,H216,light,వెలుగు,noun
1:3,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
1:3,אוֹר,or,H216,light,వెలుగు,noun
1:4,וַיַּרְא,yare,H3372,fear,భయపడు,verb
1:4,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
1:4,אֶת,'t,,,,
1:4,הָאוֹר,haor,H216,the light,ఆ వెలుగు,noun
1:4,כִּי,khiy,H3588,antecedent or consequent],,conjunction
1:4,טוֹב,tov,H2896,good,మంచి,adjective
1:4,וַיַּבְדֵּל,vyvdl,,,,
1:4,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
1:4,בֵּין,beyn,H996,either...or,,preposition
1:4,הָאוֹר,haor,H216,the light,ఆ వెలుగు,noun
1:4,וּבֵין,biyn,H995,consider,,verb
1:4,הַחֹשֶׁךְ,chashakh,H2820,spare,,verb
1:5,וַיִּקְרָא,vyqr',,,,
1:5,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
1:5,לָאוֹר,or,H216,light,వెలుగు,noun
1:5,יוֹם,yom,H3117,day,దినము,noun
1:5,וְלַחֹשֶׁךְ,chashakh,H2820,spare,,verb
1:5,קָרָא,qara,H7121,call,పిలుచు,verb
1:5,לָיְלָה,laylah,H3915,night,రాత్రి,noun
1:5,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
1:5,עֶרֶב,erev,H6153,evening,సాయంత్రము,noun
1:5,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
1:5,בֹקֶר,boqer,H1242,morning,ఉదయము,noun
1:5,יוֹם,yom,H3117,day,దినము,noun
1:5,אֶחָד,echad,H259,one,ఒకటి,adjective
1:5,פ,f,,,,
1:6,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
1:6,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
1:6,יְהִי,yehi,H1961,let there be,అగుగాక,verb
1:6,רָקִיעַ,raqia,H7549,"expanse, firmament",ఆకాశవిశాలము,noun
1:6,בְּתוֹךְ,tavekh,H8432,X between,,noun
1:6,הַמָּיִם,mayim,H4325,waters,జలములు,noun
1:6,וִיהִי,yehi,H1961,let there be,అగుగాక,verb
1:6,מַבְדִּיל,bdiyl,H913,tin,,noun
1:6,בֵּין,beyn,H996,either...or,,preposition
1:6,מַיִם,mayim,H4325,waters,జలములు,noun
1:6,לָמָיִם,mayim,H4325,waters,జలములు,noun
1:7,וַיַּעַשׂ,vy'sh,,,,
1:7,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
1:7,אֶת,'t,,,,
1:7,הָרָקִיעַ,raqiya',H7549,i.e. the firmament or visible arch of the sky,,noun
1:7,וַיַּבְדֵּל,vyvdl,,,,
1:7,בֵּין,beyn,H996,either...or,,preposition
1:7,הַמַּיִם,mayim,H4325,waters,జలములు,noun
1:7,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
1:7,מִתַּחַת,tachat,H8480,the name of a place in the Desert,,noun location
1:7,לָרָקִיעַ,raqiya',H7549,i.e. the firmament or visible arch of the sky,,noun
1:7,וּבֵין,biyn,H995,consider,,verb
1:7,הַמַּיִם,mayim,H4325,waters,జలములు,noun
1:7,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
1:7,מֵעַל,al,H5921,"upon, over",మీద,preposition
