Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
19:1,וַיָּבֹאוּ,vyv'v,,,,
19:1,שְׁנֵי,niy,H5204,apparently from H5091],,noun
19:1,הַמַּלְאָכִים,hml'khym,,,,
19:1,סְדֹמָה,sdmh,,,,
19:1,בָּעֶרֶב,'arab,H6150,evening.,,verb
19:1,וְלוֹט,lvt,H3874,wrap.,,verb
19:1,יֹשֵׁב,yshv,,,,
19:1,בְּשַׁעַר,sha'ar,H8175,i.e. fear,,verb
19:1,סְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
19:1,וַיַּרְא,yare,H3372,fear,భయపడు,verb
19:1,לוֹט,Lot,H3876,Lot,లోతు,noun proper
19:1,וַיָּקָם,vyqm,,,,
19:1,לִקְרָאתָם,lqr'tm,,,,
19:1,וַיִּשְׁתַּחוּ,vyshtchv,,,,
19:1,אַפַּיִם,'apayim,H649,an Israelite,,noun proper
19:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
19:2,הִנֶּה,hnh,,,,
19:2,נָּא,n',,,,
19:2,אֲדֹנַי,'dny,,,,
19:2,סוּרוּ,svrv,,,,
19:2,נָא,na',H4995,i.e. uncooked,,adjective
19:2,אֶל,el,H413,"to, toward",వైపు,preposition
19:2,בֵּית,vyt,,,,
19:2,עַבְדְּכֶם,'vdkhm,,,,
19:2,וְלִינוּ,vlynv,,,,
19:2,וְרַחֲצוּ,vrchtsv,,,,
19:2,רַגְלֵיכֶם,rglykhm,,,,
19:2,וְהִשְׁכַּמְתֶּם,vhshkhmtm,,,,
19:2,וַהֲלַכְתֶּם‪[v]‬,vhlkhtm,,,,
19:2,לְדַרְכְּכֶם,ldrkhkhm,,,,
19:3,וַיִּפְצַר,vyftsr,,,,
19:3,בָּם,vm,,,,
19:3,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
19:3,וַיָּסֻרוּ,vysrv,,,,
19:3,אֵלָיו,'lyv,,,,
19:3,וַיָּבֹאוּ,vyv'v,,,,
19:3,אֶל,el,H413,"to, toward",వైపు,preposition
19:3,בֵּיתוֹ,vytv,,,,
19:3,וַיַּעַשׂ,vy'sh,,,,
19:3,לָהֶם,ham,H1990,a region of Israel,,noun location
19:3,מִשְׁתֶּה,shatah,H8356,i.e. political or moral support,,noun
19:3,וּמַצּוֹת,matsvt,H4695,a quarrel,,noun
19:3,אָפָה,'apah,H644,especially to bake,,verb
19:3,וַיֹּאכֵלוּ,vy'khlv,,,,
19:4,טֶרֶם,terem,H2962,"before, not yet",ఇంకా,preposition
19:4,יִשְׁכָּבוּ,yshkhvv,,,,
19:4,וְאַנְשֵׁי,anshei,H376,men of,మనుష్యులు,noun
19:4,הָעִיר,hair,H5892,the city,ఆ పట్టణము,noun
19:4,אַנְשֵׁי,'nshy,,,,
19:4,סְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
19:4,נָסַבּוּ,nsvv,,,,
19:4,עַל,al,H5921,"upon, over",మీద,preposition
19:4,הַבַּיִת,bayit,H1006,a place in Israel,,noun location
19:4,מִנַּעַר,na'ar,H5287,through the idea of the rustling of mane,,verb
19:4,וְעַד,ad,H5704,"until, as far as",వరకు,preposition
19:4,זָקֵן,zaqen,H2205,"old, elder",పెద్ద,adjective
19:4,כָּל,khl,,,,
19:4,הָעָם,am,H5971,"people, nation",ప్రజలు,noun
19:4,מִקָּצֶה,qatsah,H7098,corner,,noun
19:5,וַיִּקְרְאוּ,vyqr'v,,,,
19:5,אֶל,el,H413,"to, toward",వైపు,preposition
19:5,לוֹט,Lot,H3876,Lot,లోతు,noun proper
19:5,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
19:5,לוֹ,lv,,,,
19:5,אַיֵּה,'yh,,,,
19:5,הָאֲנָשִׁים,anashim,H376,men,మనుష్యులు,noun
19:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
19:5,בָּאוּ,o,H176,or,లద,conjunction
19:5,אֵלֶיךָ,'lykh,,,,
19:5,הַלָּיְלָה,laylah,H3915,night,రాత్రి,noun
19:5,הוֹצִיאֵם,hvtsy'm,,,,
19:5,אֵלֵינוּ,'lynv,,,,
19:5,וְנֵדְעָה,vnd'h,,,,
19:5,אֹתָם,'tm,,,,
19:6,וַיֵּצֵא,yatsa,H3318,go out,వెళ్ళు,verb
