Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
25:1,וַיֹּסֶף,yasaf,H3254,to continue to do a thing),,verb
25:1,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:1,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
25:1,אִשָּׁה,'ishah,H801,but used in a liturgical sense],,noun
25:1,וּשְׁמָהּ,shamah,H8048,the name of an Edomite and four Israelites,,noun proper
25:1,קְטוּרָה,qtvrah,H6989,a wife of Abraham,,noun proper
25:2,וַתֵּלֶד,vtld,,,,
25:2,לוֹ,lv,,,,
25:2,אֶת,'t,,,,
25:2,זִמְרָן,zmrn,,,,
25:2,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
25:2,יָקְשָׁן,yqshn,,,,
25:2,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
25:2,מְדָן,mdan,H4091,a son of Abraham,,noun proper
25:2,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
25:2,מִדְיָן,Midyan,H4080,Midian,మిద్యాను,noun location
25:2,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
25:2,יִשְׁבָּק,yshvq,,,,
25:2,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
25:2,שׁוּחַ,shvch,,,,
25:3,וְיָקְשָׁן,yaqshan,H3370,an Arabian patriarch,,noun proper
25:3,יָלַד,yalad,H3205,give birth,కను,verb
25:3,אֶת,'t,,,,
25:3,שְׁבָא,shba',H7614,the name of three early progenitors of tribes and...,,noun location
25:3,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
25:3,דְּדָן,ddn,,,,
25:3,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
25:3,דְדָן,ddn,,,,
25:3,הָיוּ,hyv,,,,
25:3,אַשּׁוּרִם,'shvrm,,,,
25:3,וּלְטוּשִׁים,vltvshym,,,,
25:3,וּלְאֻמִּים,leummim,H3816,peoples,ప్రజలు,noun
25:4,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
25:4,מִדְיָן,Midyan,H4080,Midian,మిద్యాను,noun location
25:4,עֵיפָה,'eypah,H5891,also of an Israelite and of an Israelitess,,noun proper
25:4,וָעֵפֶר,'apar,H6080,to be dust,,verb
25:4,וַחֲנֹךְ,chanakh,H2596,train up.,,verb
25:4,וַאֲבִידָע,'abiyda',H28,a son of Abraham by Keturah,,noun proper
25:4,וְאֶלְדָּעָה,'elda'ah,H420,a son of Midian,,noun proper
25:4,כָּל,khl,,,,
25:4,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
25:4,בְּנֵי,niy,H5204,apparently from H5091],,noun
25:4,קְטוּרָה,qtvrah,H6989,a wife of Abraham,,noun proper
25:5,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
25:5,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:5,אֶת,'t,,,,
25:5,כָּל,khl,,,,
25:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
25:5,לוֹ,lv,,,,
25:5,לְיִצְחָק,yitschaq,H3327,son of Abraham,,noun proper
25:6,וְלִבְנֵי,libniy,H3846,a Libnite or descendants of Libni,,adjective
25:6,הַפִּילַגְשִׁים,hfylgshym,,,,
25:6,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
25:6,לְאַבְרָהָם,'abraham,H85,the later name of Abram,సమూహమునకు తండ్రి,noun proper
25:6,נָתַן,natan,H5414,give,ఇచ్చు,verb
25:6,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:6,מַתָּנֹת,mtnt,,,,
25:6,וַיְשַׁלְּחֵם,vyshlchm,,,,
25:6,מֵעַל,al,H5921,"upon, over",మీద,preposition
25:6,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
25:6,בְּנוֹ,vnv,,,,
25:6,בְּעוֹדֶנּוּ,v'vdnv,,,,
25:6,חַי,chay,H2416,"alive, living",జీవించు,adjective
25:6,קֵדְמָה,qedmah,H6929,a son of Ishmael,,noun proper
25:6,אֶל,el,H413,"to, toward",వైపు,preposition
25:7,וְאֵלֶּה,'alah,H423,a curse,,noun
25:7,יְמֵי,yemei,H3117,days of,దినములు,noun
25:7,שְׁנֵי,niy,H5204,apparently from H5091],,noun
25:7,חַיֵּי,chyy,,,,
25:7,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:7,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
25:7,חָי,chy,,,,
25:7,מְאַת,et,H853,(object marker),-,particle unrepresented in English
25:7,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
25:7,וְשִׁבְעִים,shib'iym,H7657,threescore and ten .,,number
25:7,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
25:7,וְחָמֵשׁ,chamash,H2567,to tax a fifth,,verb
25:7,שָׁנִים,shnym,,,,
25:8,וַיִּגְוַע,vygv',,,,
25:8,וַיָּמָת,vymt,,,,
25:8,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:8,בְּשֵׂיבָה,shiybah,H7871,residence,,noun
25:8,טוֹבָה,tvvh,,,,
25:8,זָקֵן,zaqen,H2205,"old, elder",పెద్ద,adjective
25:8,וְשָׂבֵעַ,shaba',H7647,plenteous.,,noun
25:8,וַיֵּאָסֶף,vy'sf,,,,
25:8,אֶל,el,H413,"to, toward",వైపు,preposition
25:8,עַמָּיו,'myv,,,,
25:9,וַיִּקְבְּרוּ,vyqvrv,,,,
25:9,אֹתוֹ,'tv,,,,
25:9,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
25:9,וְיִשְׁמָעֵאל,yishma'e'l,H3458,the name of Abraham's oldest son,,noun proper
25:9,בָּנָיו,vnyv,,,,
25:9,אֶל,el,H413,"to, toward",వైపు,preposition
25:9,מְעָרַת,m'rt,,,,
25:9,הַמַּכְפֵּלָה,makhpelah,H4375,a place in Israel,,noun location
25:9,אֶל,el,H413,"to, toward",వైపు,preposition
25:9,שְׂדֵה,shdh,,,,
25:9,עֶפְרֹן,'frn,,,,
25:9,בֶּן,vn,,,,
25:9,צֹחַר,tschr,,,,
25:9,הַחִתִּי,Chitti,H2850,Hittite,హతతయడ,noun
25:9,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
25:10,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
25:10,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
25:10,קָנָה,qanah,H7069,"acquire, buy",కొను,verb
25:10,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:10,מֵאֵת,meet,H854,from,నుండి,preposition
25:10,בְּנֵי,niy,H5204,apparently from H5091],,noun
25:10,חֵת,Chet,H2845,Heth,హేతు,noun proper
25:10,שָׁמָּה,mah,H4100,what?,ఏమి?,interrogative
25:10,קֻבַּר,qvr,,,,
25:10,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:10,וְשָׂרָה,sharah,H8283,Abraham's wife,,noun proper
25:10,אִשְׁתּוֹ,'shtv,,,,
25:11,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
25:11,אַחֲרֵי,acharey,H310,after,తరువాత,verb
25:11,מוֹת,mvt,,,,
25:11,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:11,וַיְבָרֶךְ,vayvarekh,H1288,and blessed,ఆశీర్వదించెను,verb
25:11,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
25:11,אֶת,'t,,,,
25:11,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
25:11,בְּנוֹ,vnv,,,,
25:11,וַיֵּשֶׁב,yashab,H3427,to dwell,,verb
25:11,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
25:11,עִם,im,H5973,with,తో,preposition
25:11,בְּאֵר,b'er,H876,a place in the Desert,,noun location
25:11,לַחַי,chay,H2416,"alive, living",జీవించు,adjective
25:11,רֹאִי,r'y,,,,
25:12,וְאֵלֶּה,'alah,H423,a curse,,noun
25:12,תֹּלְדֹת,tldt,,,,
25:12,יִשְׁמָעֵאל,yshm''l,,,,
25:12,בֶּן,vn,,,,
25:12,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:12,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
25:12,יָלְדָה,yldh,,,,
25:12,הָגָר,Hagar,H1904,Hagar,హాగరు,noun proper
25:12,הַמִּצְרִית,hmtsryt,,,,
25:12,שִׁפְחַת,pachat,H6354,especially for catching animals,,noun
25:12,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
25:12,לְאַבְרָהָם,'abraham,H85,the later name of Abram,సమూహమునకు తండ్రి,noun proper
25:13,וְאֵלֶּה,'alah,H423,a curse,,noun
25:13,שְׁמוֹת,mut,H4191,die,చావు,verb
25:13,בְּנֵי,niy,H5204,apparently from H5091],,noun
25:13,יִשְׁמָעֵאל,yshm''l,,,,
25:13,בִּשְׁמֹתָם,vshmtm,,,,
25:13,לְתוֹלְדֹתָם,ltvldtm,,,,
25:13,בְּכֹר,khar,H3733,a meadow,,noun
25:13,יִשְׁמָעֵאל,yshm''l,,,,
25:13,נְבָיֹת,nvyt,,,,
25:13,וְקֵדָר,qadar,H6937,to mourn,,verb
25:13,וְאַדְבְּאֵל,'adb'el,H110,a son of Ishmael,,noun proper
25:13,וּמִבְשָׂם,mibsham,H4017,the name of an Ishmaelite and of an Israelite,,noun proper
25:14,וּמִשְׁמָע,mishma',H4927,the name of a son of Ishmael,,noun proper
25:14,וְדוּמָה,dvmah,H1746,a tribe and region of Arabia,,noun location
25:14,וּמַשָּׂא,mesha',H4852,a place in Arabia,,noun location
25:15,חֲדַד,chadad,H2301,an Ishmaelite,,noun proper
25:15,וְתֵימָא,vtym',,,,
25:15,יְטוּר,ytvr,H3195,a son of Ishmael,,noun proper
25:15,נָפִישׁ,napiysh,H5305,a son of Ishmael,,noun proper
25:15,וָקֵדְמָה,qidmah,H6926,on the east or in front),,noun
25:16,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
25:16,הֵם,hem,H1991,i.e. wealth,,noun
25:16,בְּנֵי,niy,H5204,apparently from H5091],,noun
25:16,יִשְׁמָעֵאל,yshm''l,,,,
25:16,וְאֵלֶּה,'alah,H423,a curse,,noun
25:16,שְׁמֹתָם,tam,H8535,gentle,,adjective
25:16,בְּחַצְרֵיהֶם,vchtsryhm,,,,
25:16,וּבְטִירֹתָם,vvtyrtm,,,,
25:16,שְׁנֵים,shnym,,,,
25:16,עָשָׂר,'ashar,H6240,-teenth,,noun
25:16,נְשִׂיאִם,nshy'm,,,,
25:16,לְאֻמֹּתָם,l'mtm,,,,
25:17,וְאֵלֶּה,'alah,H423,a curse,,noun
25:17,שְׁנֵי,niy,H5204,apparently from H5091],,noun
25:17,חַיֵּי,chyy,,,,
25:17,יִשְׁמָעֵאל,yshm''l,,,,
25:17,מְאַת,et,H853,(object marker),-,particle unrepresented in English
25:17,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
25:17,וּשְׁלֹשִׁים,sheloshim,H7970,thirty,ముప్ఫై,noun
25:17,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
25:17,וְשֶׁבַע,shaba',H7647,plenteous.,,noun
25:17,שָׁנִים,shnym,,,,
25:17,וַיִּגְוַע,vygv',,,,
25:17,וַיָּמָת,vymt,,,,
25:17,וַיֵּאָסֶף,vy'sf,,,,
25:17,אֶל,el,H413,"to, toward",వైపు,preposition
25:17,עַמָּיו,'myv,,,,
25:18,וַיִּשְׁכְּנוּ,vyshkhnv,,,,
25:18,מֵחֲוִילָה,Chavilah,H2341,Havilah,హవీలా,noun location
25:18,עַד,ad,H5704,"until, as far as",వరకు,preposition
25:18,שׁוּר,Shur,H7793,Shur,షూరు,noun location
25:18,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
25:18,עַל,al,H5921,"upon, over",మీద,preposition
25:18,פְּנֵי,fny,,,,
25:18,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
25:18,בֹּאֲכָה,v'khh,,,,
25:18,אַשּׁוּרָה,'shvrh,,,,
25:18,עַל,al,H5921,"upon, over",మీద,preposition
25:18,פְּנֵי,fny,,,,
25:18,כָל,khl,,,,
25:18,אֶחָיו,'chyv,,,,
25:18,נָפָל,nfl,,,,
25:19,וְאֵלֶּה,'alah,H423,a curse,,noun
25:19,תּוֹלְדֹת,toledot,H8435,generations,వంశావళి,noun
25:19,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
25:19,בֶּן,vn,,,,
25:19,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:19,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
25:19,הוֹלִיד,holid,H3205,beget,కనిపించు,verb
25:19,אֶת,'t,,,,
25:19,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
25:20,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
25:20,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
25:20,בֶּן,vn,,,,
25:20,אַרְבָּעִים,'rv'ym,,,,
25:20,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
25:20,בְּקַחְתּוֹ,vqchtv,,,,
25:20,אֶת,'t,,,,
25:20,רִבְקָה,Rivqah,H7259,Rebekah,రిబ్కా,noun proper
25:20,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
25:20,בְּתוּאֵל,btv'el,H1328,the name of a nephew of Abraham,,noun location
25:20,הָאֲרַמִּי,'aramiy,H761,Aramitess.,,adjective
25:20,מִפַּדַּן,mfdn,,,,
25:20,אֲרָם,Aram,H758,Aram,అరాము,noun
25:20,אֲחוֹת,'chvt,,,,
25:20,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
25:21,וַיֶּעְתַּר,vy'tr,,,,
25:21,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
25:21,לַיהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
25:21,לְנֹכַח,nekhach,H5226,opposite,,adjective
25:21,אִשְׁתּוֹ,'shtv,,,,
25:21,כִּי,khiy,H3588,antecedent or consequent],,conjunction
25:21,עֲקָרָה,'qrh,,,,
25:21,הִוא,hv',,,,
25:21,וַיֵּעָתֶר,vy'tr,,,,
25:21,לוֹ,lv,,,,
25:21,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
25:21,וַתַּהַר,vthr,,,,
25:21,רִבְקָה,Rivqah,H7259,Rebekah,రిబ్కా,noun proper
25:21,אִשְׁתּוֹ,'shtv,,,,
25:22,וַיִּתְרֹצֲצוּ,vytrtstsv,,,,
25:22,הַבָּנִים,benayim,H1143,a double interval,,substantive
25:22,בְּקִרְבָּהּ,qrabah,H7132,draw near.,,noun
25:22,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
25:22,אִם,im,H518,if,అయితే,particle
25:22,כֵּן,khen,H3654,X manner.,,noun
25:22,לָמָּה,mah,H4100,what?,ఏమి?,interrogative
25:22,זֶּה,zh,,,,
25:22,אָנֹכִי,'nkhy,,,,
25:22,וַתֵּלֶךְ,telekh,H1980,you will go,నవ వళళదవ,verb
25:22,לִדְרֹשׁ,darash,H1875,X at all,,verb
25:22,אֶת,'t,,,,
25:22,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
25:23,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
25:23,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
25:23,לָהּ,lh,,,,
25:23,שְׁנֵי,niy,H5204,apparently from H5091],,noun
25:23,*גיים,gyym,,,,
25:23,**גוֹיִם,gvym,,,,
25:23,בְּבִטְנֵךְ,vvtnkh,,,,
25:23,וּשְׁנֵי,shaniy,H8144,properly,,noun
25:23,לְאֻמִּים,l'mym,,,,
25:23,מִמֵּעַיִךְ,mm'ykh,,,,
