Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
8:1,וַיִּזְכֹּר,vyzkhr,,,,
8:1,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
8:1,אֶת,'t,,,,
8:1,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
8:1,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
8:1,כָּל,khl,,,,
8:1,הַחַיָּה,chayah,H2421,live,జీవించు,verb
8:1,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
8:1,כָּל,khl,,,,
8:1,הַבְּהֵמָה,bhemah,H929,cattle.,,noun
8:1,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
8:1,אִתּוֹ,'tv,,,,
8:1,בַּתֵּבָה,tebah,H8392,a box,,noun
8:1,וַיַּעֲבֵר,vy'vr,,,,
8:1,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
8:2,וַיִּסָּכְרוּ,vyskhrv,,,,
8:2,מַעְיְנֹת,m'ynt,,,,
8:2,תְּהוֹם,thvm,,,,
8:2,וַאֲרֻבֹּת,v'rvt,,,,
8:2,הַשָּׁמָיִם,shamayim,H8064,heavens,ఆకాశములు,noun
8:2,וַיִּכָּלֵא,vykhl',,,,
8:2,הַגֶּשֶׁם,gasham,H1652,to shower violently,,verb
8:2,מִן,min,H4480,from,నుండి,preposition
8:2,הַשָּׁמָיִם,shamayim,H8064,heavens,ఆకాశములు,noun
8:3,וַיָּשֻׁבוּ,yashvu,H3427,they sat/dwelt,వర నవసచర,verb
8:3,הַמַּיִם,mayim,H4325,waters,జలములు,noun
8:3,מֵעַל,al,H5921,"upon, over",మీద,preposition
8:3,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
8:3,הָלוֹךְ,hlvkh,,,,
8:3,וָשׁוֹב,shuv,H7725,return!,తిరుగుము,verb
8:3,וַיַּחְסְרוּ,vychsrv,,,,
8:3,הַמַּיִם,mayim,H4325,waters,జలములు,noun
8:3,מִקְצֵה,qatsah,H7098,corner,,noun
8:3,חֲמִשִּׁים,chamishiym,H2572,fifty,,number
8:3,וּמְאַת,meet,H854,from,నుండి,preposition
8:3,יוֹם,yom,H3117,day,దినము,noun
8:4,וַתָּנַח,vtnch,,,,
8:4,הַתֵּבָה,tebah,H8392,a box,,noun
8:4,בַּחֹדֶשׁ,chadash,H2318,to rebuild,,verb
8:4,הַשְּׁבִיעִי,hshvy'y,,,,
8:4,בְּשִׁבְעָה,shib'ah,H7653,satiety,,noun
8:4,עָשָׂר,'ashar,H6240,-teenth,,noun
8:4,יוֹם,yom,H3117,day,దినము,noun
8:4,לַחֹדֶשׁ,chadash,H2318,to rebuild,,verb
8:4,עַל,al,H5921,"upon, over",మీద,preposition
8:4,הָרֵי,riy,H7377,i.e. a shower,,noun
8:4,אֲרָרָט,'rrt,,,,
8:5,וְהַמַּיִם,hammayim,H4325,the waters,ఆ జలమల,noun
8:5,הָיוּ,hyv,,,,
8:5,הָלוֹךְ,hlvkh,,,,
8:5,וְחָסוֹר,vchsvr,,,,
8:5,עַד,ad,H5704,"until, as far as",వరకు,preposition
8:5,הַחֹדֶשׁ,chadash,H2318,to rebuild,,verb
8:5,הָעֲשִׂירִי,'ashiyriy,H6224,tenth month or part,,adjective
8:5,בָּעֲשִׂירִי,'ashiyriy,H6224,tenth month or part,,adjective
8:5,בְּאֶחָד,'achad,H258,to unify,,verb
8:5,לַחֹדֶשׁ,chadash,H2318,to rebuild,,verb
8:5,נִרְאוּ,nr'v,,,,
8:5,רָאשֵׁי,r'shy,,,,
8:5,הֶהָרִים,harim,H2022,mountains,పర్వతములు,noun
8:6,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
8:6,מִקֵּץ,qets,H7093,border,,noun
8:6,אַרְבָּעִים,'rv'ym,,,,
8:6,יוֹם,yom,H3117,day,దినము,noun
8:6,וַיִּפְתַּח,yiptach,H3316,also a place in Israel,,noun location
8:6,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
8:6,אֶת,'t,,,,
8:6,חַלּוֹן,challon,H2474,window,కిటికీ,noun
8:6,הַתֵּבָה,tebah,H8392,a box,,noun
8:6,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
8:6,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
8:7,וַיְשַׁלַּח,vyshlch,,,,
8:7,אֶת,'t,,,,
8:7,הָעֹרֵב,'arab,H6150,evening.,,verb
8:7,וַיֵּצֵא,yatsa,H3318,go out,వెళ్ళు,verb
8:7,יָצוֹא,ytsv',,,,
8:7,וָשׁוֹב,shuv,H7725,return!,తిరుగుము,verb
8:7,עַד,ad,H5704,"until, as far as",వరకు,preposition
8:7,יְבֹשֶׁת,yvsht,,,,
8:7,הַמַּיִם,mayim,H4325,waters,జలములు,noun
8:7,מֵעַל,al,H5921,"upon, over",మీద,preposition
8:7,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
8:8,וַיְשַׁלַּח,vyshlch,,,,
8:8,אֶת,'t,,,,
8:8,הַיּוֹנָה,yonah,H3123,dove,పావురము,noun
8:8,מֵאִתּוֹ,itto,H854,with him,అతనత,preposition
8:8,לִרְאוֹת,lirot,H7200,to see,చూచుటకు,verb
8:8,הֲקַלּוּ,hqlv,,,,
8:8,הַמַּיִם,mayim,H4325,waters,జలములు,noun
8:8,מֵעַל,al,H5921,"upon, over",మీద,preposition
