Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
20:1,וַיִּסַּע,vys',,,,
20:1,מִשָּׁם,sham,H8033,or thence,,verb
20:1,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
20:1,אַרְצָה,'rtsh,,,,
20:1,הַנֶּגֶב,Negev,H5045,"Negev, south",నెగెబు,noun
20:1,וַיֵּשֶׁב,yashab,H3427,to dwell,,verb
20:1,בֵּין,beyn,H996,either...or,,preposition
20:1,קָדֵשׁ,Qadesh,H6946,Kadesh,కాదేషు,noun location
20:1,וּבֵין,biyn,H995,consider,,verb
20:1,שׁוּר,Shur,H7793,Shur,షూరు,noun location
20:1,וַיָּגָר,vygr,,,,
20:1,בִּגְרָר,garar,H1641,chew,,verb
20:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
20:2,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
20:2,אֶל,el,H413,"to, toward",వైపు,preposition
20:2,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
20:2,אִשְׁתּוֹ,'shtv,,,,
20:2,אֲחֹתִי,'chty,,,,
20:2,הִוא,hv',,,,
20:2,וַיִּשְׁלַח,vyshlch,,,,
20:2,אֲבִימֶלֶךְ,Avimelekh,H40,Abimelech,అబీమెలెకు,noun proper
20:2,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
20:2,גְּרָר,grar,H1642,a Philistine city,,noun location
20:2,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
20:2,אֶת,'t,,,,
20:2,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
20:3,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
20:3,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
20:3,אֶל,el,H413,"to, toward",వైపు,preposition
20:3,אֲבִימֶלֶךְ,Avimelekh,H40,Abimelech,అబీమెలెకు,noun proper
20:3,בַּחֲלוֹם,chalom,H2472,dream,కల,noun
20:3,הַלָּיְלָה,laylah,H3915,night,రాత్రి,noun
20:3,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
20:3,לוֹ,lv,,,,
20:3,הִנְּךָ,hnkh,,,,
20:3,מֵת,met,H4191,dead,చనిపోయిన,verb
20:3,עַל,al,H5921,"upon, over",మీద,preposition
20:3,הָאִשָּׁה,'eshah,H800,fire,,noun
20:3,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
20:3,לָקַחְתָּ,lqcht,,,,
20:3,וְהִוא,hu,H1931,"he, it",అతడ,
20:4,וַאֲבִימֶלֶךְ,'abiymelekh,H40,the name of two Philistine kings and of two...,,noun proper
20:4,לֹא,lo,H3808,not,కాదు,verb
20:4,קָרַב,qarab,H7126,bring near) for whatever purpose,,verb
20:4,אֵלֶיהָ,'lyh,,,,
20:4,וַיֹּאמַר,yomar,H559,he will say,అతడ చపపన,verb
20:4,אֲדֹנָי,Adonai,H136,"Lord, Master",ప్రభువు,noun
20:4,הֲגוֹי,goy,H1471,nation,జాతి,noun
20:4,גַּם,gam,H1571,often repeated as correl. both...and,,verb
20:4,צַדִּיק,tsdyq,,,,
20:4,תַּהֲרֹג,thrg,,,,
20:5,הֲלֹא,lo,H3808,not,కాదు,verb
20:5,הוּא,hv',,,,
20:5,אָמַר,amar,H559,"say, speak",చెప్పు,verb
20:5,לִי,ly,,,,
20:5,אֲחֹתִי,'chty,,,,
20:5,הִוא,hv',,,,
20:5,וְהִיא,hi,H1931,"she, it",ఆమ,
20:5,גַם,gm,,,,
20:5,הִוא,hv',,,,
20:5,אָמְרָה,'mrh,,,,
20:5,אָחִי,achi,H251,my brother,నా సోదరుడు,noun
20:5,הוּא,hv',,,,
20:5,בְּתָם,tam,H8535,gentle,,adjective
20:5,לְבָבִי,bebay,H893,an Israelite,,noun proper
20:5,וּבְנִקְיֹן,vvnqyn,,,,
20:6,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
20:6,אֵלָיו,'lyv,,,,
20:6,הָאֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
20:6,בַּחֲלֹם,chalam,H2492,dream,కల కను,verb
20:6,גַּם,gam,H1571,often repeated as correl. both...and,,verb
20:6,אָנֹכִי,'nkhy,,,,
20:6,יָדַעְתִּי,yd'ty,,,,
20:6,כִּי,khiy,H3588,antecedent or consequent],,conjunction
20:6,בְתָם,tam,H8535,gentle,,adjective
20:6,לְבָבְךָ,lvvkh,,,,
20:6,עָשִׂיתָ,'shyt,,,,
20:6,זֹּאת,z't,,,,
20:6,וָאֶחְשֹׂךְ,v'chshkh,,,,
20:6,גַּם,gam,H1571,often repeated as correl. both...and,,verb
20:6,אָנֹכִי,'nkhy,,,,
20:7,וְעַתָּה,attah,H6258,now,ఇప్పుడు,verb
