Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
30:1,וַתֵּרֶא,vtr',,,,
30:1,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
30:1,כִּי,khiy,H3588,antecedent or consequent],,conjunction
30:1,לֹא,lo,H3808,not,కాదు,verb
30:1,יָלְדָה,yldh,,,,
30:1,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:1,וַתְּקַנֵּא,vtqn',,,,
30:1,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
30:1,בַּאֲחֹתָהּ,v'chth,,,,
30:1,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:1,אֶל,el,H413,"to, toward",వైపు,preposition
30:1,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:1,הָבָה,bah,H-,in her/it,దానిలో,
30:1,לִּי,ly,,,,
30:1,בָנִים,vnym,,,,
30:2,וַיִּחַר,yachar,H3186,to delay,,verb
30:2,אַף,'af,H639,ire,(సరిగ్గా) ముక్కు లేదా నాసికా రంధ్రం; (అందుకే) ముఖం మరియు అప్పుడప్పుడు ఒక వ్యక్తి,noun
30:2,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:2,בְּרָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
30:2,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
30:2,הֲתַחַת,tachat,H8480,the name of a place in the Desert,,noun location
30:2,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
30:2,אָנֹכִי,'nkhy,,,,
30:2,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
30:2,מָנַע,mana',H4513,keep,,verb
30:2,מִמֵּךְ,mmkh,,,,
30:2,פְּרִי,priy,H6529,) fruit),,noun
30:2,בָטֶן,vtn,,,,
30:3,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:3,הִנֵּה,hineh,H2009,lo,,particle demonstrative
30:3,אֲמָתִי,'mty,,,,
30:3,בִלְהָה,lahah,H3856,from the exhaustion of frenzy) to languish,,verb
30:3,בֹּא,v',,,,
30:3,אֵלֶיהָ,'lyh,,,,
30:3,וְתֵלֵד,vtld,,,,
30:3,עַל,al,H5921,"upon, over",మీద,preposition
30:3,בִּרְכַּי,vrkhy,,,,
30:3,וְאִבָּנֶה,'abanah,H71,a river near Damascus,,noun location
30:3,גַם,gm,,,,
30:3,אָנֹכִי,'nkhy,,,,
30:3,מִמֶּנָּה,manah,H4490,of food) a ration,,noun
30:4,וַתִּתֶּן,titten,H5414,you will give,నవ ఇచచదవ,verb
30:4,לוֹ,lv,,,,
30:4,אֶת,'t,,,,
30:4,בִּלְהָה,lahah,H3856,from the exhaustion of frenzy) to languish,,verb
30:4,שִׁפְחָתָהּ,shfchth,,,,
30:4,לְאִשָּׁה,'eshah,H800,fire,,noun
30:4,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
30:4,אֵלֶיהָ,'lyh,,,,
30:4,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:5,וַתַּהַר,vthr,,,,
30:5,בִּלְהָה,lahah,H3856,from the exhaustion of frenzy) to languish,,verb
30:5,וַתֵּלֶד,vtld,,,,
30:5,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:5,בֵּן,ben,H1122,an Israelite,,noun proper
30:6,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:6,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
30:6,דָּנַנִּי,dnny,,,,
30:6,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
30:6,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
30:6,שָׁמַע,shama',H8085,causatively,"తెలివిగా వినడానికి (తరచుగా శ్రద్ధ, విధేయత మొదలైన వాటితో; కారణం, చెప్పడం మొదలైనవి)",verb
30:6,בְּקֹלִי,qalay,H7040,an Israelite,,noun proper
30:6,וַיִּתֶּן,yitten,H5414,he will give,అతడ ఇచచన,verb
30:6,לִי,ly,,,,
30:6,בֵּן,ben,H1122,an Israelite,,noun proper
30:6,עַל,al,H5921,"upon, over",మీద,preposition
30:6,כֵּן,khen,H3654,X manner.,,noun
30:6,קָרְאָה,qr'h,,,,
30:6,שְׁמוֹ,shmv,,,,
30:6,דָּן,dan,H1835,also the tribe descended from him,,noun proper
30:7,וַתַּהַר,vthr,,,,
30:7,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
30:7,וַתֵּלֶד,vtld,,,,
30:7,בִּלְהָה,lahah,H3856,from the exhaustion of frenzy) to languish,,verb
30:7,שִׁפְחַת,pachat,H6354,especially for catching animals,,noun
30:7,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
30:7,בֵּן,ben,H1122,an Israelite,,noun proper
30:7,שֵׁנִי,sheniy,H8145,other,,number
30:7,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:8,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:8,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
30:8,נַפְתּוּלֵי,nftvly,,,,
30:8,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
30:8,נִפְתַּלְתִּי,nftlty,,,,
30:8,עִם,im,H5973,with,తో,preposition
30:8,אֲחֹתִי,'chty,,,,
30:8,גַּם,gam,H1571,often repeated as correl. both...and,,verb
30:8,יָכֹלְתִּי,ykhlty,,,,
30:8,וַתִּקְרָא,vtqr',,,,
30:8,שְׁמוֹ,shmv,,,,
30:8,נַפְתָּלִי,nftly,,,,
30:9,וַתֵּרֶא,vtr',,,,
30:9,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:9,כִּי,khiy,H3588,antecedent or consequent],,conjunction
30:9,עָמְדָה,'mdh,,,,
30:9,מִלֶּדֶת,dat,H1881,commission,,noun
30:9,וַתִּקַּח,tiqqach,H3947,you will take,నవ తసకదవ,verb
30:9,אֶת,'t,,,,
30:9,זִלְפָּה,zlfh,,,,
30:9,שִׁפְחָתָהּ,shfchth,,,,
30:9,וַתִּתֵּן,titten,H5414,you will give,నవ ఇచచదవ,verb
30:9,אֹתָהּ,'th,,,,
30:9,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:9,לְאִשָּׁה,'eshah,H800,fire,,noun
30:10,וַתֵּלֶד,vtld,,,,
30:10,זִלְפָּה,zlfh,,,,
30:10,שִׁפְחַת,pachat,H6354,especially for catching animals,,noun
30:10,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:10,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:10,בֵּן,ben,H1122,an Israelite,,noun proper
30:11,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:11,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:11,*בגד,gad,H1408,a Babylonian deity,,noun proper
30:11,**בָּא,v',,,,
30:11,**גָד,gd,,,,
30:11,וַתִּקְרָא,vtqr',,,,
30:11,אֶת,'t,,,,
30:11,שְׁמוֹ,shmv,,,,
30:11,גָּד,gad,H1410,also a prophet,,noun proper
30:12,וַתֵּלֶד,vtld,,,,
30:12,זִלְפָּה,zlfh,,,,
30:12,שִׁפְחַת,pachat,H6354,especially for catching animals,,noun
30:12,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:12,בֵּן,ben,H1122,an Israelite,,noun proper
30:12,שֵׁנִי,sheniy,H8145,other,,number
30:12,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:13,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:13,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:13,בְּאָשְׁרִי,'asheriy,H843,an Asherite or descendant of Asher,,adjective
30:13,כִּי,khiy,H3588,antecedent or consequent],,conjunction
30:13,אִשְּׁרוּנִי,'shrvny,,,,
30:13,בָּנוֹת,vnvt,,,,
30:13,וַתִּקְרָא,vtqr',,,,
30:13,אֶת,'t,,,,
30:13,שְׁמוֹ,shmv,,,,
30:13,אָשֵׁר,'asher,H836,also a place in Israel,,noun proper
30:14,וַיֵּלֶךְ,yalakh,H3212,away,(వాచ్యంగా లేదా అలంకారికంగా) నడవడానికి; (కారణంగా) మోయడానికి (వివిధ భావాలలో),verb
30:14,רְאוּבֵן,Reuven,H7205,Reuben,రూబేను,noun proper
30:14,בִּימֵי,yemei,H3117,days of,దినములు,noun
30:14,קְצִיר,qtsyr,,,,
30:14,חִטִּים,chtym,,,,
30:14,וַיִּמְצָא,vymts',,,,
30:14,דוּדָאִים,dvd'ym,,,,
30:14,בַּשָּׂדֶה,shidah,H7705,musical instrument.,,noun
30:14,וַיָּבֵא,yavo,H935,he will come,అతడ వచచన,verb
30:14,אֹתָם,'tm,,,,
30:14,אֶל,el,H413,"to, toward",వైపు,preposition
30:14,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:14,אִמּוֹ,immo,H517,his mother,అతని తల్లి,noun
30:14,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:14,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
30:15,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:15,לָהּ,lh,,,,
30:15,הַמְעַט,ma'at,H4591,intransitively,,verb
30:15,קַחְתֵּךְ,qchtkh,,,,
30:15,אֶת,'t,,,,
30:15,אִישִׁי,'yshy,,,,
30:15,וְלָקַחַת,laqachat,H3947,to take,తసకనటక,verb
30:15,גַּם,gam,H1571,often repeated as correl. both...and,,verb
30:15,אֶת,'t,,,,
30:15,דּוּדָאֵי,dvd'y,,,,
30:15,בְּנִי,niy,H5204,apparently from H5091],,noun
30:15,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:15,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
30:15,לָכֵן,lakhen,H3651,therefore,కాబట్టి,adjective
30:15,יִשְׁכַּב,yshkhv,,,,
30:16,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
30:16,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:16,מִן,min,H4480,from,నుండి,preposition
30:16,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
30:16,בָּעֶרֶב,'arab,H6150,evening.,,verb
30:16,וַתֵּצֵא,tetse,H3318,you will go out,నవ వళళదవ,verb
30:16,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:16,לִקְרָאתוֹ,lqr'tv,,,,
30:16,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:16,אֵלַי,'ly,,,,
30:16,תָּבוֹא,tvv',,,,
30:16,כִּי,khiy,H3588,antecedent or consequent],,conjunction
30:16,שָׂכֹר,khar,H3733,a meadow,,noun
30:16,שְׂכַרְתִּיךָ,shkhrtykh,,,,
30:16,בְּדוּדָאֵי,vdvd'y,,,,
30:17,וַיִּשְׁמַע,yishma,H8085,he will hear,అతడ వనన,verb
30:17,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
30:17,אֶל,el,H413,"to, toward",వైపు,preposition
30:17,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:17,וַתַּהַר,vthr,,,,
30:17,וַתֵּלֶד,vtld,,,,
30:17,לְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:17,בֵּן,ben,H1122,an Israelite,,noun proper
30:17,חֲמִישִׁי,chmyshy,,,,
30:18,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:18,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:18,נָתַן,natan,H5414,give,ఇచ్చు,verb
30:18,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
30:18,שְׂכָרִי,khariy,H3746,Cherethites .,,adjective
30:18,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
30:18,נָתַתִּי,ntty,,,,
30:18,שִׁפְחָתִי,shfchty,,,,
30:18,לְאִישִׁי,l'yshy,,,,
30:18,וַתִּקְרָא,vtqr',,,,
30:18,שְׁמוֹ,shmv,,,,
30:18,יִשָּׂשכָר,yshshkhr,,,,
30:19,וַתַּהַר,vthr,,,,
30:19,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
30:19,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:19,וַתֵּלֶד,vtld,,,,
30:19,בֵּן,ben,H1122,an Israelite,,noun proper
30:19,שִׁשִּׁי,shishiy,H8345,ord. or fractional,,number
30:19,לְּיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
30:20,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:20,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
30:20,זְבָדַנִי,zvdny,,,,
30:20,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
30:20,אֹתִי,'ty,,,,
30:20,זֵבֶד,zvd,,,,
30:20,טוֹב,tov,H2896,good,మంచి,adjective
30:20,הַפַּעַם,pa'am,H6470,to impel or agitate,,verb
30:20,יִזְבְּלֵנִי,yzvlny,,,,
30:20,אִישִׁי,'yshy,,,,
30:20,כִּי,khiy,H3588,antecedent or consequent],,conjunction
30:20,יָלַדְתִּי,yldty,,,,
30:20,לוֹ,lv,,,,
30:20,שִׁשָּׁה,shshh,,,,
30:20,בָנִים,vnym,,,,
30:21,וְאַחַר,'achar,H309,defer,,verb
30:21,יָלְדָה,yldh,,,,
30:21,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
30:21,וַתִּקְרָא,vtqr',,,,
30:21,אֶת,'t,,,,
30:21,שְׁמָהּ,mah,H4100,what?,ఏమి?,interrogative
30:21,דִּינָה,diynah,H1783,the daughter of Jacob,,noun proper
30:22,וַיִּזְכֹּר,vyzkhr,,,,
30:22,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
30:22,אֶת,'t,,,,
30:22,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
30:22,וַיִּשְׁמַע,yishma,H8085,he will hear,అతడ వనన,verb
30:22,אֵלֶיהָ,'lyh,,,,
30:22,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
30:22,וַיִּפְתַּח,yiptach,H3316,also a place in Israel,,noun location
30:22,אֶת,'t,,,,
30:22,רַחְמָהּ,rchmh,,,,
30:23,וַתַּהַר,vthr,,,,
30:23,וַתֵּלֶד,vtld,,,,
30:23,בֵּן,ben,H1122,an Israelite,,noun proper
30:23,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
30:23,אָסַף,asaf,H622,gather,సమకూర్చు,verb
30:23,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
30:23,אֶת,'t,,,,
30:23,חֶרְפָּתִי,chrfty,,,,
30:24,וַתִּקְרָא,vtqr',,,,
30:24,אֶת,'t,,,,
30:24,שְׁמוֹ,shmv,,,,
30:24,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
30:24,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
30:24,יֹסֵף,ysf,,,,
30:24,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
30:24,לִי,ly,,,,
30:24,בֵּן,ben,H1122,an Israelite,,noun proper
30:24,אַחֵר,'acher,H313,an Israelite,,noun proper
30:25,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
