Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
38:1,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
38:1,בָּעֵת,et,H6256,time,సమయము,noun
38:1,הַהִוא,hu,H1931,"he, it",అతడ,
38:1,וַיֵּרֶד,yarad,H3381,go down,దిగు,verb
38:1,יְהוּדָה,Yehudah,H3063,Judah,యూదా,noun proper
38:1,מֵאֵת,meet,H854,from,నుండి,preposition
38:1,אֶחָיו,'chyv,,,,
38:1,וַיֵּט,vyt,,,,
38:1,עַד,ad,H5704,"until, as far as",వరకు,preposition
38:1,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
38:1,עֲדֻלָּמִי,'dlmy,,,,
38:1,וּשְׁמוֹ,shemo,H8034,his name,అతన పర,noun
38:1,חִירָה,chiyrah,H2437,an Adullamite,,noun proper
38:2,וַיַּרְא,yare,H3372,fear,భయపడు,verb
38:2,שָׁם,sham,H8033,or thence,,verb
38:2,יְהוּדָה,Yehudah,H3063,Judah,యూదా,noun proper
38:2,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
38:2,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
38:2,כְּנַעֲנִי,khn'ny,,,,
38:2,וּשְׁמוֹ,shemo,H8034,his name,అతన పర,noun
38:2,שׁוּעַ,shv',,,,
38:2,וַיִּקָּחֶהָ,vyqchh,,,,
38:2,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
38:2,אֵלֶיהָ,'lyh,,,,
38:3,וַתַּהַר,vthr,,,,
38:3,וַתֵּלֶד,vtld,,,,
38:3,בֵּן,ben,H1122,an Israelite,,noun proper
38:3,וַיִּקְרָא,vyqr',,,,
38:3,אֶת,'t,,,,
38:3,שְׁמוֹ,shmv,,,,
38:3,עֵר,Er,H6147,Er,ఏరు,noun proper
38:4,וַתַּהַר,vthr,,,,
38:4,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
38:4,וַתֵּלֶד,vtld,,,,
38:4,בֵּן,ben,H1122,an Israelite,,noun proper
38:4,וַתִּקְרָא,vtqr',,,,
38:4,אֶת,'t,,,,
38:4,שְׁמוֹ,shmv,,,,
38:4,אוֹנָן,Onan,H209,Onan,ఓనాను,noun proper
38:5,וַתֹּסֶף,vtsf,,,,
38:5,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
38:5,וַתֵּלֶד,vtld,,,,
38:5,בֵּן,ben,H1122,an Israelite,,noun proper
38:5,וַתִּקְרָא,vtqr',,,,
38:5,אֶת,'t,,,,
38:5,שְׁמוֹ,shmv,,,,
38:5,שֵׁלָה,shelah,H7956,the name of a postdiluvian patriarch and of an...,,noun proper
38:5,וְהָיָה,hayah,H1961,"be, become",ఉండు,verb
38:5,בִכְזִיב,khziyb,H3580,a place in Israel,,noun location
38:5,בְּלִדְתָּהּ,vldth,,,,
38:5,אֹתוֹ,'tv,,,,
38:6,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
38:6,יְהוּדָה,Yehudah,H3063,Judah,యూదా,noun proper
38:6,אִשָּׁה,'ishah,H801,but used in a liturgical sense],,noun
38:6,לְעֵר,'ar,H6145,a foe,,noun
38:6,בְּכוֹרוֹ,vkhvrv,,,,
38:6,וּשְׁמָהּ,shamah,H8048,the name of an Edomite and four Israelites,,noun proper
38:6,תָּמָר,tamar,H8559,the name of three women and a place,,noun proper
38:7,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
38:7,עֵר,Er,H6147,Er,ఏరు,noun proper
38:7,בְּכוֹר,bkhvor,H1060,firstborn.,,noun
38:7,יְהוּדָה,Yehudah,H3063,Judah,యూదా,noun proper
38:7,רַע,ra,H7451,"evil, bad",చెడు,adjective
38:7,בְּעֵינֵי,v'yny,,,,
38:7,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
38:7,וַיְמִתֵהוּ,vymthv,,,,
38:7,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
38:8,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
38:8,יְהוּדָה,Yehudah,H3063,Judah,యూదా,noun proper
38:8,לְאוֹנָן,Onan,H209,Onan,ఓనాను,noun proper
38:8,בֹּא,v',,,,
38:8,אֶל,el,H413,"to, toward",వైపు,preposition
38:8,אֵשֶׁת,'sht,,,,
38:8,אָחִיךָ,achikha,H251,your brother,నీ సోదరుడు,noun
38:8,וְיַבֵּם,yabam,H2992,marry.,,verb
38:8,אֹתָהּ,'th,,,,
38:8,וְהָקֵם,vhqm,,,,
38:8,זֶרַע,zera,H2233,"seed, offspring",సంతానము,noun
38:8,לְאָחִיךָ,achikha,H251,your brother,నీ సోదరుడు,noun
38:9,וַיֵּדַע,yada,H3045,know,తెలియు,verb
38:9,אוֹנָן,Onan,H209,Onan,ఓనాను,noun proper
38:9,כִּי,khiy,H3588,antecedent or consequent],,conjunction
38:9,לֹּא‪[1]‬,l',,,,
38:9,לוֹ,lv,,,,
38:9,יִהְיֶה,yiyeh,H1961,will be,ఉండును,verb
38:9,הַזָּרַע,zara,H2232,sow,విత్తు,verb
38:9,וְהָיָה,hayah,H1961,"be, become",ఉండు,verb
38:9,אִם,im,H518,if,అయితే,particle
38:9,בָּא,v',,,,
38:9,אֶל,el,H413,"to, toward",వైపు,preposition
38:9,אֵשֶׁת,'sht,,,,
38:9,אָחִיו,'chyv,,,,
38:9,וְשִׁחֵת,shachat,H7843,i.e. ruin,,verb
38:9,אַרְצָה,'rtsh,,,,
38:10,וַיֵּרַע,yara',H3415,to be broken up i.e. to fear,,verb
38:10,בְּעֵינֵי,v'yny,,,,
38:10,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
38:10,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
38:10,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
38:10,וַיָּמֶת,vymt,,,,
38:10,גַּם,gam,H1571,often repeated as correl. both...and,,verb
38:10,אֹתוֹ,'tv,,,,
38:11,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
38:11,יְהוּדָה,Yehudah,H3063,Judah,యూదా,noun proper
38:11,לְתָמָר,tamar,H8559,the name of three women and a place,,noun proper
38:11,כַּלָּתוֹ,tav,H8420,mark.,,noun
38:11,שְׁבִי,shbiy,H7628,prisoners,,noun
38:11,אַלְמָנָה,'lmnh,,,,
38:11,בֵית,vyt,,,,
38:11,אָבִיךְ,'vykh,,,,
